label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	new_x	new_y	new_z
38.0	202.0800018310547	126.87999725341795	41.20000076293945	199.84	124.08	39.1	205.36	129.92000000000002	43.40000000000001	86465.0	-24.126545	-59.907039	211.46699
39.0	203.51998901367188	138.87998962402344	41.79999923706055	201.12	135.2	39.0	206.48	142.08	44.3	107711.0	-16.709073	-62.957984	219.223707
40.0	134.55999755859378	149.9199981689453	38.20000076293945	133.36	148.0	37.2	136.8	151.6	39.90000000000001	20186.0	30.553612	-49.139829	178.386002
41.0	137.75999450683594	146.0800018310547	38.0	135.6	144.64	36.5	139.12	148.4	42.7	35497.0	25.989198	-48.918134	178.313881
42.0	223.3600006103516	148.63999938964844	42.79999923706055	221.04	146.48	39.8	227.92	150.48	44.90000000000001	97713.0	-20.464302	-70.417959	237.007447
43.0	237.27999877929688	145.1199951171875	39.60000228881836	233.6	142.8	37.4	240.64	150.64	43.0	126889.0	-31.438939	-75.869308	242.880439
44.0	205.44000244140625	180.47999572753903	39.79999923706055	202.88	176.4	37.3	208.0	183.04	43.2	110209.0	11.797769	-76.132416	239.778419
45.0	203.51998901367188	204.0	40.79999923706055	201.12	201.12	37.8	206.96	206.16	43.40000000000001	103271.0	29.467001	-81.598078	251.646886
46.0	162.87998962402344	114.87999725341795	47.0	156.96	112.72	43.40000000000001	165.76	118.56	49.40000000000001	134654.0	-10.086253	-40.314133	182.480389
47.0	202.3999938964844	117.5999984741211	43.400001525878906	200.64	114.16	40.0	206.16	120.0	44.90000000000001	81722.0	-30.457583	-55.796297	207.720027
48.0	140.8000030517578	164.0	46.60000228881836	138.4	161.84	43.1	144.72	167.6	51.2	100231.0	37.367508	-47.331078	192.940033
49.0	162.87998962402344	179.36000061035156	45.20000076293945	160.32	176.08	42.2	165.52	183.36	47.7	126387.0	35.34529	-59.501895	213.999805
50.0	153.27999877929688	206.3999938964844	45.4000015258789	149.20000000000005	203.68	43.0	155.76	210.24	48.2	116248.0	60.275886	-63.987292	221.141242
51.0	165.27999877929688	207.3600006103516	43.60000228881836	163.44	203.28	41.3	168.24	210.56	45.6	108262.0	54.070227	-68.582476	229.03816
52.0	168.0	201.1199951171875	45.4000015258789	165.68	198.8	43.7	171.68	205.52	47.6	110962.0	48.11759	-66.990728	228.354942
53.0	200.63999938964844	190.55999755859372	42.400001525878906	197.2	187.36	40.3	203.92	193.92	45.8	112401.0	21.979418	-76.337807	243.533605
54.0	163.0399932861328	216.3199920654297	43.79999923706055	162.32	213.36	41.3	167.28	225.2	46.0	33469.0	61.615652	-70.466415	232.284281
55.0	167.1999969482422	220.1599884033203	44.60000228881836	164.96	219.04	42.3	168.24	225.2	44.90000000000001	31082.0	62.198618	-71.907549	237.299831
56.0	207.51998901367188	214.87998962402344	45.4000015258789	204.08	213.44	41.3	210.24	216.88	48.0	81321.0	35.127235	-82.492715	261.393543
57.0	148.47999572753906	126.23999786376952	49.20000076293945	144.64	123.52	46.1	150.4	131.84	51.3	123237.0	6.404779	-37.311869	179.094031
58.0	154.239990234375	203.83999633789062	52.60000228881836	149.04	197.76	49.7	157.76	207.12	57.7	213809.0	58.549377	-57.156269	223.971047
59.0	155.1999969482422	199.67999267578125	51.60000228881836	153.28	195.52	49.6	157.92000000000004	201.52	55.3	102793.0	55.09851	-57.17316	222.201654
60.0	182.3999938964844	201.75999450683597	50.20000076293945	180.48	199.44	47.5	187.92	205.84	52.0	114708.0	40.966452	-67.238343	239.943184
61.0	212.3199920654297	202.87998962402344	49.60000228881836	209.84	199.68	46.6	215.28	206.48	52.0	111764.0	24.469963	-76.260621	259.925074
62.0	162.55999755859375	117.27999877929688	52.4000015258789	156.24	113.92	50.2	166.0	120.32	57.0	178613.0	-8.496349	-36.753406	185.484347
63.0	139.67999267578122	143.83999633789062	56.4000015258789	136.56	135.2	52.7	142.08	145.84	58.40000000000001	76739.0	24.025245	-34.160751	185.781019
64.0	140.31999206542972	141.27999877929688	50.60000228881836	137.12	135.76	50.0	142.16	144.96	53.5	61897.0	21.724422	-37.447351	182.272107
65.0	140.0	142.72000122070312	59.60000228881836	138.16	133.6	52.7	142.24	144.64	59.90000000000001	100236.0	23.448781	-30.599437	186.871306
66.0	142.72000122070312	136.0	55.0	139.44	132.08	51.8	144.96	140.72	59.0	54598.0	16.583544	-33.664341	183.290273
67.0	148.47999572753906	133.27999877929688	58.0	140.08	128.96	50.8	150.8	134.88	59.90000000000001	86837.0	11.683729	-31.834594	186.217999
68.0	144.47999572753906	126.7199935913086	53.0	143.6	125.12	50.0	150.0	129.04	54.8	33280.0	9.544472	-33.13239	178.597301
69.0	200.63999938964844	203.51998901367188	55.60000228881836	195.84	200.24	53.3	204.32	206.0	58.90000000000001	122176.0	31.691945	-68.396314	255.681346
70.0	225.44000244140625	189.9199981689453	54.20000076293945	223.2	184.96	51.6	229.04	192.56	56.0	108950.0	7.905936	-73.20064	263.395923
71.0	193.75999450683597	120.63999938964844	58.4000015258789	189.04	117.6	56.2	196.72	125.28	60.90000000000001	69111.0	-23.231983	-41.958892	210.023191
72.0	199.1999969482422	118.87999725341795	59.60000228881836	195.44	113.92	55.0	203.12	123.92	61.8	83732.0	-27.454494	-41.225069	213.05706
73.0	203.0399932861328	125.43999481201172	59.79999923706055	198.32	122.08	57.5	206.0	127.28	61.90000000000001	105678.0	-25.483305	-44.036254	218.683707
74.0	136.16000366210938	136.95999145507812	57.60000228881836	134.8	135.04	55.6	138.24	139.12	60.8	45592.0	21.410365	-29.431844	180.447039
75.0	140.95999145507812	134.55999755859378	57.60000228881836	136.72	132.88	55.5	143.28	141.12	63.8	86369.0	17.120627	-30.341614	182.683288
76.0	142.0800018310547	130.72000122070312	61.60000228881836	140.16	125.28	56.0	147.76	133.52	64.2	83995.0	13.837828	-26.249522	182.907945
77.0	230.72000122070312	140.95999145507812	59.0	225.28	139.84	56.8	235.28	143.28	61.3	28111.0	-30.202474	-57.409033	244.542631
78.0	194.87998962402344	146.87998962402344	60.4000015258789	189.04	143.36	55.8	197.44	153.92000000000004	62.5	105709.0	-5.254461	-47.734223	224.598839
79.0	164.3199920654297	198.3999938964844	63.79999923706055	162.24	192.88	59.5	166.48	201.36	65.9	104001.0	48.917814	-49.387791	231.82055
80.0	180.8000030517578	210.72000122070312	59.20000076293945	169.28	204.8	56.0	183.76	213.36	61.5	156067.0	48.240819	-62.017718	247.427827
81.0	155.36000061035156	115.83999633789062	64.40000152587889	153.84	113.68	61.5	160.08	118.0	67.5	57731.0	-4.215263	-24.284879	184.571266
82.0	201.59999084472656	123.1999969482422	62.4000015258789	198.48	121.36	60.5	204.72	125.28	64.9	81782.0	-26.264334	-41.552801	217.822189
83.0	133.1199951171875	142.0800018310547	67.0	131.44	139.92000000000002	63.3	135.44	145.6	69.9	57387.0	26.988219	-22.531499	184.613406
84.0	226.3999938964844	134.239990234375	67.20000457763672	223.2	131.52	64.8	230.4	135.84	70.5	74150.0	-32.042092	-47.457742	240.95228
85.0	218.55999755859372	164.0	64.0	215.12	161.44	62.1	223.6	167.04	65.60000000000001	101420.0	-6.800323	-56.105726	250.359842
86.0	170.72000122070312	178.239990234375	65.59999847412111	122.72	173.52	64.4	174.48	184.8	69.9	47516.0	30.751613	-44.30288	227.063715
87.0	141.44000244140625	211.67999267578125	66.0	138.24	207.76	64.3	145.12	214.8	68.0	72536.0	72.130243	-44.87507	224.755203
88.0	167.83999633789062	108.95999908447266	71.80000305175781	162.96	107.52	69.10000000000001	171.92000000000004	112.4	76.5	134020.0	-16.379326	-19.582479	192.667078
89.0	202.3999938964844	110.72000122070312	71.4000015258789	199.84	108.0	69.10000000000001	207.36	112.8	73.4	79695.0	-34.492832	-30.8671	215.352037
90.0	207.67999267578125	124.0	71.0	204.4	121.04	68.8	211.12	126.48	73.2	83106.0	-28.692376	-36.18039	225.811822
91.0	222.87998962402344	111.83999633789062	70.20000457763672	218.48	108.24	68.60000000000001	226.0	116.48	72.60000000000002	98727.0	-45.860713	-38.08673	229.092036
92.0	222.239990234375	108.63999938964844	69.40000152587889	219.92	106.24	67.4	225.04	110.8	71.60000000000002	60560.0	-47.453501	-37.794538	226.529134
93.0	137.59999084472656	136.80000305175778	71.20000457763672	135.52	135.28	68.0	139.6	139.68	74.60000000000002	61897.0	20.70018	-19.331699	186.930034
94.0	170.39999389648438	124.95999908447266	68.40000152587889	166.4	123.44	67.0	176.08	127.2	74.9	75683.0	-6.286248	-27.838917	200.449558
95.0	185.9199981689453	140.47999572753906	69.59999847412111	183.2	138.8	67.0	188.8	145.20000000000005	72.9	131274.0	-4.732531	-34.972919	219.209184
96.0	199.51998901367188	143.83999633789062	68.20000457763672	196.0	142.16	65.8	204.72	147.68	71.0	80672.0	-9.986209	-41.795492	229.520615
97.0	228.1599884033203	133.1199951171875	71.80000305175781	223.68	130.32	69.60000000000001	230.16	135.6	73.5	68389.0	-33.732103	-43.657842	243.73984
98.0	125.27999877929688	145.9199981689453	68.80000305175781	123.44	144.24	65.0	127.68	150.08	71.2	38437.0	34.487761	-19.651576	182.236991
99.0	129.27999877929688	150.39999389648438	65.0	126.96	146.96	65.0	131.36	152.4	67.10000000000001	39181.0	34.902659	-25.201693	185.25849
100.0	145.75999450683594	164.63999938964844	71.5999984741211	144.56	162.16	68.4	149.12	166.48	72.7	33718.0	36.050863	-28.518317	206.661397
101.0	162.239990234375	165.1199951171875	68.40000152587889	157.12	162.4	67.7	166.72	169.12	72.3	91715.0	26.739125	-36.471183	215.453856
102.0	177.27999877929688	187.0399932861328	68.80000305175781	174.48	183.76	65.60000000000001	182.88	189.52	72.10000000000002	130476.0	33.809237	-46.05427	236.700116
103.0	216.3199920654297	186.3999938964844	71.4000015258789	212.08	183.52	69.60000000000001	219.28	190.0	73.10000000000002	60036.0	10.795915	-55.509144	262.312801
104.0	228.63999938964844	186.72000122070312	71.4000015258789	225.68	183.52	68.7	231.6	189.68	73.7	101459.0	4.05029	-59.574136	271.25776
105.0	149.1199951171875	121.75999450683594	77.5999984741211	146.08	118.8	74.7	150.88	124.32	80.0	95670.0	3.962318	-12.674864	189.288944
106.0	153.75999450683594	120.15999603271484	77.20000457763672	150.96	117.92	74.0	156.08	122.8	79.4	82743.0	-0.361034	-14.40643	191.126382
107.0	186.3999938964844	122.39999389648438	75.5999984741211	183.2	119.92	73.5	188.16	125.92	78.2	90933.0	-17.327379	-25.107842	212.512879
108.0	128.95999145507812	140.95999145507812	74.4000015258789	126.0	135.84	74.5	132.16	142.24	80.7	4907.0	28.806916	-15.338375	184.303198
109.0	139.83999633789062	128.16000366210938	74.4000015258789	137.36	124.96	70.0	142.56	130.16	77.10000000000002	82595.0	13.255596	-14.982371	184.880344
110.0	199.67999267578125	141.59999084472656	75.20000457763672	198.16	140.24	73.2	205.04	146.96	81.4	113033.0	-11.172751	-35.494661	231.302379
111.0	137.59999084472656	162.39999389648438	75.20000457763672	135.28	158.24	72.8	140.16	171.04	77.2	94970.0	38.607591	-22.897704	201.149117
112.0	164.8000030517578	162.87998962402344	73.20000457763672	161.12	159.44	70.7	168.48	165.76	76.2	90243.0	23.764615	-32.68876	218.385693
113.0	222.55999755859372	150.239990234375	74.4000015258789	220.48	146.0	72.0	227.12	153.28	76.60000000000002	114957.0	-18.711364	-45.216394	249.875517
114.0	232.63999938964844	148.0	77.4000015258789	225.28	144.72	72.9	236.16	152.0	79.9	181149.0	-25.768163	-45.118799	256.554353
115.0	197.75999450683597	183.67999267578125	77.0	193.12	181.2	73.9	200.64	185.68	80.9	79217.0	19.900204	-44.781219	252.009592
116.0	135.52000427246094	195.3600006103516	75.5999984741211	133.92000000000002	191.52	73.0	138.24	198.64	78.5	87362.0	63.248669	-30.53891	216.912936
117.0	141.75999450683594	204.1599884033203	74.4000015258789	136.72	201.92	71.3	144.56	210.96	76.7	114977.0	66.138224	-36.399282	224.555287
118.0	230.239990234375	186.3999938964844	77.0	225.84	183.76	74.5	233.04	189.92	78.80000000000003	83415.0	2.967472	-54.660835	273.794899
119.0	149.9199981689453	208.63999938964844	73.20000457763672	148.0	206.8	70.10000000000001	153.20000000000005	214.0	75.3	104464.0	65.07056	-40.924557	231.875095
120.0	150.72000122070312	112.95999908447266	82.4000015258789	147.68	110.8	78.60000000000002	153.28	114.24	85.7	90817.0	-3.448653	-7.503739	187.638064
121.0	203.67999267578125	116.95999908447266	78.5999984741211	201.44	114.0	75.2	205.76	119.04	80.7	82509.0	-31.105575	-26.520704	222.870703
122.0	162.0800018310547	183.67999267578125	79.20000457763672	158.8	180.88	77.10000000000002	164.4	187.68	82.7	88294.0	40.616321	-32.639846	229.434888
123.0	202.3999938964844	183.67999267578125	79.80000305175781	200.56	181.36	77.60000000000002	209.76	189.84	81.4	87314.0	17.706724	-43.48225	255.802948
124.0	224.3199920654297	176.8000030517578	78.20000457763672	221.2	175.04	76.0	228.88	178.88	80.2	72597.0	0.044303	-49.622259	265.753739
125.0	200.63999938964844	124.31999969482422	84.4000015258789	195.2	119.28	82.5	204.72	128.16	86.30000000000003	106397.0	-24.240338	-23.4558	226.451736
126.0	126.7199935913086	143.36000061035156	83.4000015258789	121.76	143.04	81.10000000000002	129.36	148.32	86.4	2531.0	31.678435	-7.907252	187.603935
127.0	142.72000122070312	137.1199951171875	83.4000015258789	139.6	134.56	80.9	144.8	140.4	85.60000000000002	103843.0	18.235641	-10.928166	194.961912
128.0	175.36000061035156	129.1199951171875	87.80000305175781	170.32	127.76	82.9	177.6	131.92000000000002	91.9	94670.0	-5.638206	-13.957522	213.691733
129.0	159.0399932861328	159.36000061035156	84.5999984741211	157.44	155.28	82.80000000000003	162.16	162.08	86.7	85020.0	24.765786	-19.981061	217.256214
130.0	181.27999877929688	156.16000366210938	87.0	178.48	153.68	84.2	185.28	159.44	88.80000000000003	93700.0	10.081492	-23.930395	230.82206
131.0	163.67999267578125	181.75999450683597	85.5999984741211	112.64	179.92000000000004	83.30000000000003	167.36	194.48	88.4	111126.0	38.282619	-26.922225	232.515115
132.0	199.3600006103516	203.1999969482422	86.20000457763672	196.4	201.04	83.80000000000003	202.96	206.24	89.9	91550.0	33.136593	-42.885081	265.842235
133.0	183.51998901367188	121.43999481201172	87.0	178.16	119.12	85.7	187.52	125.76	89.5	104893.0	-16.521388	-15.210742	215.096375
134.0	141.75999450683594	185.44000244140625	87.80000305175781	138.72	180.56	85.5	146.0	188.24	91.0	122080.0	53.101366	-19.685705	220.544509
135.0	183.67999267578125	188.0	90.5999984741211	177.6	182.88	89.30000000000003	186.8	191.2	94.4	107973.0	31.244591	-30.290108	250.523513
136.0	135.19999694824222	121.43999481201172	96.4000015258789	132.08	119.2	93.9	138.4	125.6	98.9	112563.0	11.886567	6.474071	186.873336
137.0	163.51998901367188	136.80000305175778	95.4000015258789	160.88	134.48	92.4	171.44	140.24	95.7	98031.0	6.593818	-7.190312	213.381491
138.0	173.1199951171875	132.80000305175778	94.5999984741211	168.16	131.28	91.1	178.24	136.0	99.9	97684.0	-1.412078	-8.718247	217.204757
139.0	184.63999938964844	159.36000061035156	94.0	179.04	154.88	91.2	187.2	161.20000000000005	96.9	44230.0	10.155221	-20.166622	237.725517
140.0	190.55999755859372	145.9199981689453	97.4000015258789	184.32	141.6	92.9	195.68	151.76	99.8	36607.0	-2.427358	-15.887203	236.252937
141.0	222.55999755859372	160.63999938964844	93.8000030517578	215.28	156.16	91.1	228.08	163.76	95.6	78020.0	-10.218993	-31.795867	263.406212
142.0	135.52000427246094	183.1999969482422	93.5999984741211	134.08	180.64	91.7	139.12	189.12	96.1	107767.0	55.322693	-12.457041	218.032076
143.0	175.83999633789062	172.16000366210938	94.5999984741211	160.16	165.76	90.7	179.20000000000005	186.88	100.9	125025.0	24.592994	-20.28404	238.845645
144.0	215.3600006103516	180.63999938964844	95.4000015258789	212.88	177.12	92.1	219.04	182.96	97.6	115652.0	8.621628	-34.123784	268.710246
145.0	162.239990234375	201.75999450683597	91.8000030517578	160.08	198.4	90.0	165.6	204.56	96.4	115227.0	53.849826	-26.890789	243.708587
146.0	175.83999633789062	192.47999572753903	95.5999984741211	132.72	109.68	94.2	180.56	194.56	98.2	110010.0	38.844973	-24.944796	249.343528
147.0	197.59999084472656	84.63999938964844	102.0	191.6	81.52	98.5	200.64	87.28	104.1	164651.0	-49.640367	2.902331	211.989432
148.0	113.91999816894531	143.0399932861328	97.0	112.24	140.72	95.5	117.6	148.4	99.8	50574.0	39.605568	7.388765	184.747272
149.0	127.1999969482422	126.39999389648438	106.0	120.24	123.12	99.2	129.68	128.88	109.2	152914.0	20.365936	15.654239	188.192357
150.0	178.239990234375	144.47999572753906	102.8000030517578	174.72	135.04	99.5	180.56	146.24	103.4	104009.0	3.80903	-6.617304	229.195885
151.0	111.04000091552734	164.95999145507812	98.8000030517578	107.04	158.96	96.5	112.96	167.68	100.7	85165.0	57.033738	3.876365	194.70618
152.0	200.9599914550781	146.0800018310547	102.20000457763672	196.24	143.44	99.8	204.72	149.04	105.8	141623.0	-7.995093	-14.69427	244.739301
153.0	145.9199981689453	186.87998962402344	101.0	143.52	182.08	98.6	149.04	188.8	103.1	95785.0	52.665858	-10.717025	229.335874
154.0	171.1999969482422	188.47999572753903	101.5999984741211	166.72	183.76	98.5	173.44	191.36	104.1	122224.0	39.070883	-17.459481	246.470419
155.0	208.79998779296875	183.67999267578125	100.20000457763672	206.56	180.08	98.5	212.8	187.76	103.9	122555.0	14.363932	-29.087554	268.32377
156.0	131.83999633789062	205.59999084472656	100.20000457763672	130.08	203.6	95.7	134.4	213.44	101.2	91266.0	74.169815	-12.664777	229.441947
157.0	182.3999938964844	200.63999938964844	102.20000457763672	179.12	197.92	98.4	185.04	204.88	106.7	92578.0	42.003437	-24.230796	260.17636
158.0	191.51998901367188	189.75999450683597	101.0	190.4	183.44	98.4	199.92	191.44	102.4	85187.0	28.41392	-24.953238	260.715372
159.0	219.51998901367188	124.63999938964844	104.20000457763672	216.88	119.44	100.0	221.44	130.96	106.4	123995.0	-33.755175	-12.834492	247.268287
160.0	118.87999725341795	131.83999633789062	107.5999984741211	116.48	128.0	104.5	122.32	134.8	110.6	106488.0	29.287315	17.985906	186.825849
161.0	144.16000366210938	139.67999267578122	104.8000030517578	141.44	137.76	100.5	146.56	143.6	107.0	112382.0	20.534313	6.03737	205.899829
162.0	158.72000122070312	165.9199981689453	103.20000457763672	150.4	163.36	100.7	159.92000000000004	170.4	103.4	73040.0	30.347258	-7.107617	227.969473
163.0	208.1599884033203	167.51998901367188	103.4000015258789	204.0	160.32	102.6	209.76	170.4	105.3	88753.0	3.663661	-21.944517	260.791711
164.0	115.04000091552734	202.3999938964844	106.4000015258789	111.6	198.88	101.4	118.32	205.84	108.7	102132.0	81.278688	-1.680202	218.778062
165.0	186.3999938964844	191.51998901367188	104.8000030517578	180.08	188.64	104.0	190.56	194.24	106.3	74333.0	33.411693	-20.464677	259.425133
166.0	195.51998901367188	194.87998962402344	106.4000015258789	191.6	191.36	104.1	200.96	196.88	109.3	92522.0	29.842258	-23.381314	267.831116
167.0	143.1999969482422	101.91999816894531	108.8000030517578	141.04	99.92	106.4	148.56	104.24	113.3	64145.0	-5.772547	20.033012	187.657598
168.0	162.72000122070312	110.72000122070312	106.8000030517578	157.68	108.0	105.0	164.88	113.68	109.0	101365.0	-10.913115	10.09017	204.389186
169.0	112.31999969482422	134.72000122070312	108.5999984741211	110.24	130.32	105.7	114.88	138.56	113.3	108742.0	35.468745	20.026554	184.194902
170.0	184.9599914550781	161.9199981689453	111.4000015258789	181.84	160.24	109.2	187.04	166.8	113.5	90450.0	12.859406	-7.018464	246.020152
171.0	208.0	156.8000030517578	109.8000030517578	203.84	154.72	107.7	210.64	162.16	112.2	113766.0	-3.921145	-13.176537	258.028891
172.0	208.9599914550781	166.55999755859375	110.8000030517578	205.52	161.68	108.6	210.4	174.64	113.6	91759.0	2.648071	-15.387622	264.12647
173.0	173.9199981689453	172.47999572753906	113.4000015258789	172.0	168.64	109.5	176.48	175.20000000000005	115.7	99351.0	26.345198	-4.908492	244.725766
174.0	120.79999542236328	200.47999572753903	110.4000015258789	118.88	194.88	108.3	124.16	203.2	113.3	108292.0	76.549824	0.405609	223.258783
175.0	139.19999694824222	202.0800018310547	107.4000015258789	137.6	198.24	105.6	142.24	208.88	109.9	96138.0	67.546375	-7.856926	234.758422
176.0	167.67999267578125	186.72000122070312	111.4000015258789	165.84	184.32	107.3	173.52	192.64	112.7	128692.0	40.383227	-8.91437	247.607063
177.0	158.87998962402344	213.1199951171875	110.5999984741211	155.20000000000005	210.24	106.1	161.12	215.2	113.6	99742.0	64.029325	-13.417244	254.892778
178.0	121.27999877929688	119.04000091552734	115.8000030517578	119.36	116.56	113.7	126.32	122.32	122.4	75643.0	19.167125	27.540728	184.750395
179.0	176.8000030517578	125.75999450683594	115.5999984741211	174.64	119.44	112.3	180.48	129.12	117.8	57584.0	-7.976943	9.291954	224.64202
180.0	186.87998962402344	109.27999877929688	114.4000015258789	180.96	104.08	113.2	189.2	110.48	116.5	74250.0	-25.865583	9.392481	221.752499
181.0	114.39999389648438	142.239990234375	114.8000030517578	112.48	140.88	112.5	117.92	145.84	118.9	89317.0	39.499693	22.45523	191.420902
182.0	190.0800018310547	131.19999694824222	116.8000030517578	188.16	129.92000000000002	110.0	193.44	132.72	119.8	97997.0	-11.845281	4.952247	236.005605
183.0	171.36000061035156	152.16000366210938	113.0	169.76	150.32	110.5	173.44	155.76	115.4	72699.0	13.847574	1.448876	232.678998
184.0	139.19999694824222	179.67999267578125	115.5999984741211	128.56	173.52	114.1	142.48	184.24	119.9	110242.0	52.208695	5.570051	227.238733
185.0	130.08000183105472	192.9599914550781	113.0	125.84	190.16	111.0	131.84	195.28	115.8	90930.0	66.512014	2.165447	226.763619
186.0	135.83999633789062	199.83999633789062	115.4000015258789	130.64	198.4	112.9	137.6	205.2	117.1	106020.0	68.114187	0.140517	234.991303
