label_id	gene_umap_x	gene_umap_y
3	-2.614822626113892	2.2647175788879395
4	-2.7977523803710938	2.399435520172119
6	-2.56597900390625	2.520042181015014
8	-2.71748685836792	2.422108888626098
9	-2.810275793075561	2.303898334503174
11	-2.540163993835449	2.2463738918304443
14	-2.759761333465576	2.351595640182495
15	-2.6709959506988525	1.976040244102478
16	-2.70932674407959	2.2935009002685547
19	-2.849086284637451	2.3400394916534424
31	-2.098428010940552	2.3556454181671143
36	-2.131048679351806	2.445332765579224
37	-1.917173862457276	2.101215362548828
40	-1.878546953201294	1.956383228302002
41	-2.6859326362609863	2.273437738418579
42	-2.112735748291016	2.368530511856079
46	-1.8387936353683472	1.97844672203064
50	-1.9887475967407229	1.6031910181045532
53	-2.775631904602051	2.2861864566802983
54	-2.845083475112915	2.447018384933472
55	-2.6426029205322266	2.4601881504058842
56	-2.77868914604187	2.294283628463745
57	-2.7631187438964844	2.0190460681915283
58	-2.8005402088165283	2.379889249801636
59	-2.3733279705047607	1.842836141586304
63	-2.6438426971435547	1.8584474325180047
65	-2.4289395809173584	1.6641895771026611
68	-2.8630194664001465	2.1679046154022217
69	-2.2123050689697266	2.4126739501953125
77	-2.143470287322998	2.4280259609222408
78	-2.6382477283477783	2.5036723613739014
80	-4.401605129241943	-0.715493381023407
83	-3.3604211807250977	1.7629191875457764
84	-2.927253007888794	1.721651911735535
85	-2.7511823177337646	2.239718437194824
87	-2.872615337371826	2.3692502975463867
144	-2.5550861358642583	1.9700208902359009
145	-2.444920539855957	1.6973203420639038
149	-2.236907958984375	1.6322488784790041
150	-2.394988775253296	2.5434281826019287
153	-2.1033616065979004	2.2621123790740967
154	-2.0905754566192627	1.8749792575836184
157	-2.1010770797729488	1.48319411277771
158	-2.7229325771331787	2.4928736686706543
163	-2.894427537918092	2.487224817276001
166	-2.725107192993164	2.0638539791107178
168	-2.722660541534424	2.1077318191528316
169	-2.465527534484864	1.595575928688049
171	-2.7839243412017822	1.8997552394866943
173	-3.5375394821166988	1.3624598979949951
174	-2.8062059879302983	2.1246473789215092
177	-2.965782642364502	2.5185010433197017
178	-2.694114446640014	2.5261192321777344
180	-2.8837702274322514	2.4531166553497314
