label_id	ganglion_id	merged_bilateral_ganglion_id	ganglion_name	ganglion_name_short	gangliaColourScheme
1873	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1874	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1876	19.0		None	None	None
1877	19.0		None	None	None
1878	19.0		None	None	None
1881	19.0		None	None	None
1883	14.0	7.0	frontal ganglion	FG	255-15-187-253
1884	19.0		None	None	None
1885	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1886	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1887	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1888	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1889	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1890	9.0	5.0	antennal ganglia	AG	255-138-205-0
1891	19.0		None	None	None
1892	19.0		None	None	None
1893	9.0	5.0	antennal ganglia	AG	255-138-205-0
1894	9.0	5.0	antennal ganglia	AG	255-138-205-0
1895	9.0	5.0	antennal ganglia	AG	255-138-205-0
1896	9.0	5.0	antennal ganglia	AG	255-138-205-0
1897	9.0	5.0	antennal ganglia	AG	255-138-205-0
1898	19.0		None	None	None
1899	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1900	2.0	1.0	palpal ganglia	PG	255-181-131-84
1901	2.0	1.0	palpal ganglia	PG	255-181-131-84
1902	2.0	1.0	palpal ganglia	PG	255-181-131-84
1903	19.0		None	None	None
1904	2.0	1.0	palpal ganglia	PG	255-181-131-84
1905	2.0	1.0	palpal ganglia	PG	255-181-131-84
1906	19.0		None	None	None
1907	2.0	1.0	palpal ganglia	PG	255-181-131-84
1908	2.0	1.0	palpal ganglia	PG	255-181-131-84
1909	2.0	1.0	palpal ganglia	PG	255-181-131-84
1910	19.0		None	None	None
1912	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1913	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1914	19.0		None	None	None
1915	19.0		None	None	None
1916	19.0		None	None	None
1917	9.0	5.0	antennal ganglia	AG	255-138-205-0
1918	9.0	5.0	antennal ganglia	AG	255-138-205-0
1919	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1920	2.0	1.0	palpal ganglia	PG	255-181-131-84
1921	2.0	1.0	palpal ganglia	PG	255-181-131-84
1922	2.0	1.0	palpal ganglia	PG	255-181-131-84
1923	2.0	1.0	palpal ganglia	PG	255-181-131-84
1924	2.0	1.0	palpal ganglia	PG	255-181-131-84
1925	2.0	1.0	palpal ganglia	PG	255-181-131-84
1926	19.0		None	None	None
1927	2.0	1.0	palpal ganglia	PG	255-181-131-84
1928	2.0	1.0	palpal ganglia	PG	255-181-131-84
1929	2.0	1.0	palpal ganglia	PG	255-181-131-84
1930	2.0	1.0	palpal ganglia	PG	255-181-131-84
1931	2.0	1.0	palpal ganglia	PG	255-181-131-84
1932	17.0	9.0	mushroom bodies	MB	255-161-3-0
1933	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1934	19.0		None	None	None
1935	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1936	7.0	4.0	dorsal ganglion	DG	255-104-60-255
1937	19.0		None	None	None
1938	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1939	2.0	1.0	palpal ganglia	PG	255-181-131-84
1940	19.0		None	None	None
1941	2.0	1.0	palpal ganglia	PG	255-181-131-84
1942	2.0	1.0	palpal ganglia	PG	255-181-131-84
1943	19.0		None	None	None
1944	19.0		None	None	None
1945	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1946	19.0		None	None	None
1947	19.0		None	None	None
1948	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1949	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1950	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1951	19.0		None	None	None
1952	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1953	19.0		None	None	None
1954	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1955	19.0		None	None	None
1956	19.0		None	None	None
1957	19.0		None	None	None
1958	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1959	2.0	1.0	palpal ganglia	PG	255-181-131-84
1960	17.0	9.0	mushroom bodies	MB	255-161-3-0
1961	17.0	9.0	mushroom bodies	MB	255-161-3-0
1962	17.0	9.0	mushroom bodies	MB	255-161-3-0
1963	19.0		None	None	None
1964	19.0		None	None	None
1965	19.0		None	None	None
1966	19.0		None	None	None
1967	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1968	19.0		None	None	None
1969	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1970	8.0	4.0	dorsal ganglion	DG	255-104-60-255
1971	19.0		None	None	None
1972	19.0		None	None	None
1973	17.0	9.0	mushroom bodies	MB	255-161-3-0
1974	19.0		None	None	None
1975	19.0		None	None	None
1976	19.0		None	None	None
1977	19.0		None	None	None
1978	19.0		None	None	None
1979	19.0		None	None	None
1980	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1981	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1982	19.0		None	None	None
1983	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1984	1.0	1.0	palpal ganglia	PG	255-181-131-84
1985	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
1986	19.0		None	None	None
1987	19.0		None	None	None
1988	1.0	1.0	palpal ganglia	PG	255-181-131-84
1989	1.0	1.0	palpal ganglia	PG	255-181-131-84
1990	1.0	1.0	palpal ganglia	PG	255-181-131-84
1991	1.0	1.0	palpal ganglia	PG	255-181-131-84
1992	1.0	1.0	palpal ganglia	PG	255-181-131-84
1993	19.0		None	None	None
1994	1.0	1.0	palpal ganglia	PG	255-181-131-84
1995	1.0	1.0	palpal ganglia	PG	255-181-131-84
1996	1.0	1.0	palpal ganglia	PG	255-181-131-84
1997	19.0		None	None	None
1998	1.0	1.0	palpal ganglia	PG	255-181-131-84
1999	1.0	1.0	palpal ganglia	PG	255-181-131-84
2000	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2001	1.0	1.0	palpal ganglia	PG	255-181-131-84
2002	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2003	1.0	1.0	palpal ganglia	PG	255-181-131-84
2004	1.0	1.0	palpal ganglia	PG	255-181-131-84
2005	1.0	1.0	palpal ganglia	PG	255-181-131-84
2006	1.0	1.0	palpal ganglia	PG	255-181-131-84
2007	1.0	1.0	palpal ganglia	PG	255-181-131-84
2008	1.0	1.0	palpal ganglia	PG	255-181-131-84
2009	1.0	1.0	palpal ganglia	PG	255-181-131-84
2010	1.0	1.0	palpal ganglia	PG	255-181-131-84
2011	19.0		None	None	None
2012	18.0	9.0	mushroom bodies	MB	255-161-3-0
2013	19.0		None	None	None
2014	19.0		None	None	None
2018	13.0		None	None	None
2019	14.0	7.0	frontal ganglion	FG	255-15-187-253
2020	19.0		None	None	None
2021	18.0	9.0	mushroom bodies	MB	255-161-3-0
2022	18.0	9.0	mushroom bodies	MB	255-161-3-0
2023	18.0	9.0	mushroom bodies	MB	255-161-3-0
2024	18.0	9.0	mushroom bodies	MB	255-161-3-0
2025	18.0	9.0	mushroom bodies	MB	255-161-3-0
2026	18.0	9.0	mushroom bodies	MB	255-161-3-0
2027	18.0	9.0	mushroom bodies	MB	255-161-3-0
2029	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2030	19.0		None	None	None
2031	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2032	19.0		None	None	None
2034	19.0		None	None	None
2035	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2036	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2037	18.0	9.0	mushroom bodies	MB	255-161-3-0
2038	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2039	18.0	9.0	mushroom bodies	MB	255-161-3-0
2040	19.0		None	None	None
2041	19.0		None	None	None
2042	19.0		None	None	None
2043	19.0		None	None	None
2044	19.0		None	None	None
2045	2.0	1.0	palpal ganglia	PG	255-181-131-84
2046	19.0		None	None	None
2047	2.0	1.0	palpal ganglia	PG	255-181-131-84
2048	2.0	1.0	palpal ganglia	PG	255-181-131-84
2049	2.0	1.0	palpal ganglia	PG	255-181-131-84
2050	2.0	1.0	palpal ganglia	PG	255-181-131-84
2051	19.0		None	None	None
2052	2.0	1.0	palpal ganglia	PG	255-181-131-84
2053	2.0	1.0	palpal ganglia	PG	255-181-131-84
2054	19.0		None	None	None
2055	2.0	1.0	palpal ganglia	PG	255-181-131-84
2056	2.0	1.0	palpal ganglia	PG	255-181-131-84
2057	2.0	1.0	palpal ganglia	PG	255-181-131-84
2059	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2060	14.0	7.0	frontal ganglion	FG	255-15-187-253
2061	19.0		None	None	None
2062	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2063	19.0		None	None	None
2064	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2065	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2066	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2067	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2068	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2069	9.0	5.0	antennal ganglia	AG	255-138-205-0
2070	9.0	5.0	antennal ganglia	AG	255-138-205-0
2071	9.0	5.0	antennal ganglia	AG	255-138-205-0
2072	9.0	5.0	antennal ganglia	AG	255-138-205-0
2073	19.0		None	None	None
2074	19.0		None	None	None
2075	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2076	2.0	1.0	palpal ganglia	PG	255-181-131-84
2077	2.0	1.0	palpal ganglia	PG	255-181-131-84
2078	19.0		None	None	None
2079	2.0	1.0	palpal ganglia	PG	255-181-131-84
2080	2.0	1.0	palpal ganglia	PG	255-181-131-84
2081	2.0	1.0	palpal ganglia	PG	255-181-131-84
2082	2.0	1.0	palpal ganglia	PG	255-181-131-84
2083	17.0	9.0	mushroom bodies	MB	255-161-3-0
2084	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2085	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2086	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2087	19.0		None	None	None
2088	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2089	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2090	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2091	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2092	19.0		None	None	None
2093	19.0		None	None	None
2094	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2095	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2096	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2097	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2098	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2099	19.0		None	None	None
2101	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2102	19.0		None	None	None
2103	19.0		None	None	None
2104	19.0		None	None	None
2105	2.0	1.0	palpal ganglia	PG	255-181-131-84
2106	19.0		None	None	None
2107	19.0		None	None	None
2108	19.0		None	None	None
2109	17.0	9.0	mushroom bodies	MB	255-161-3-0
2110	17.0	9.0	mushroom bodies	MB	255-161-3-0
2111	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2112	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2113	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2114	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2115	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2116	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2117	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2118	19.0		None	None	None
2119	19.0		None	None	None
2120	17.0	9.0	mushroom bodies	MB	255-161-3-0
2121	17.0	9.0	mushroom bodies	MB	255-161-3-0
2122	17.0	9.0	mushroom bodies	MB	255-161-3-0
2123	17.0	9.0	mushroom bodies	MB	255-161-3-0
2124	19.0		None	None	None
2125	19.0		None	None	None
2126	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2127	19.0		None	None	None
2128	19.0		None	None	None
2129	17.0	9.0	mushroom bodies	MB	255-161-3-0
2130	19.0		None	None	None
2131	17.0	9.0	mushroom bodies	MB	255-161-3-0
2132	17.0	9.0	mushroom bodies	MB	255-161-3-0
2133	17.0	9.0	mushroom bodies	MB	255-161-3-0
2134	17.0	9.0	mushroom bodies	MB	255-161-3-0
2135	17.0	9.0	mushroom bodies	MB	255-161-3-0
2136	10.0	5.0	antennal ganglia	AG	255-138-205-0
2137	10.0	5.0	antennal ganglia	AG	255-138-205-0
2138	10.0	5.0	antennal ganglia	AG	255-138-205-0
2139	10.0	5.0	antennal ganglia	AG	255-138-205-0
2140	10.0	5.0	antennal ganglia	AG	255-138-205-0
2141	19.0		None	None	None
2142	19.0		None	None	None
2143	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2144	19.0		None	None	None
2145	19.0		None	None	None
2146	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2147	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2148	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2149	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2150	19.0		None	None	None
2151	1.0	1.0	palpal ganglia	PG	255-181-131-84
2152	19.0		None	None	None
2153	19.0		None	None	None
2154	1.0	1.0	palpal ganglia	PG	255-181-131-84
2155	1.0	1.0	palpal ganglia	PG	255-181-131-84
2156	1.0	1.0	palpal ganglia	PG	255-181-131-84
2157	1.0	1.0	palpal ganglia	PG	255-181-131-84
2158	19.0		None	None	None
2159	1.0	1.0	palpal ganglia	PG	255-181-131-84
2160	19.0		None	None	None
2161	18.0	9.0	mushroom bodies	MB	255-161-3-0
2162	19.0		None	None	None
2164	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2166	19.0		None	None	None
2167	1.0	1.0	palpal ganglia	PG	255-181-131-84
2168	1.0	1.0	palpal ganglia	PG	255-181-131-84
2169	1.0	1.0	palpal ganglia	PG	255-181-131-84
2170	1.0	1.0	palpal ganglia	PG	255-181-131-84
2171	19.0		None	None	None
2172	19.0		None	None	None
2173	1.0	1.0	palpal ganglia	PG	255-181-131-84
2174	1.0	1.0	palpal ganglia	PG	255-181-131-84
2175	18.0	9.0	mushroom bodies	MB	255-161-3-0
2176	18.0	9.0	mushroom bodies	MB	255-161-3-0
2179	19.0		None	None	None
2180	19.0		None	None	None
2181	1.0	1.0	palpal ganglia	PG	255-181-131-84
2182	19.0		None	None	None
2183	18.0	9.0	mushroom bodies	MB	255-161-3-0
2184	19.0		None	None	None
2185	19.0		None	None	None
2186	18.0	9.0	mushroom bodies	MB	255-161-3-0
2188	19.0		None	None	None
2189	19.0		None	None	None
2190	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2192	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2194	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2195	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2196	9.0	5.0	antennal ganglia	AG	255-138-205-0
2197	9.0	5.0	antennal ganglia	AG	255-138-205-0
2198	19.0		None	None	None
2199	9.0	5.0	antennal ganglia	AG	255-138-205-0
2200	18.0	9.0	mushroom bodies	MB	255-161-3-0
2201	19.0		None	None	None
2202	19.0		None	None	None
2203	19.0		None	None	None
2207	2.0	1.0	palpal ganglia	PG	255-181-131-84
2208	19.0		None	None	None
2209	2.0	1.0	palpal ganglia	PG	255-181-131-84
2210	2.0	1.0	palpal ganglia	PG	255-181-131-84
2211	19.0		None	None	None
2212	19.0		None	None	None
2213	19.0		None	None	None
2214	19.0		None	None	None
2215	2.0	1.0	palpal ganglia	PG	255-181-131-84
2217	19.0		None	None	None
2218	19.0		None	None	None
2219	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2220	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2221	9.0	5.0	antennal ganglia	AG	255-138-205-0
2222	19.0		None	None	None
2223	19.0		None	None	None
2224	19.0		None	None	None
2225	19.0		None	None	None
2226	19.0		None	None	None
2227	19.0		None	None	None
2228	2.0	1.0	palpal ganglia	PG	255-181-131-84
2229	2.0	1.0	palpal ganglia	PG	255-181-131-84
2230	2.0	1.0	palpal ganglia	PG	255-181-131-84
2231	19.0		None	None	None
2232	19.0		None	None	None
2233	19.0		None	None	None
2234	2.0	1.0	palpal ganglia	PG	255-181-131-84
2235	2.0	1.0	palpal ganglia	PG	255-181-131-84
2236	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2237	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2238	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2239	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2240	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2241	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2242	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2244	19.0		None	None	None
2245	19.0		None	None	None
2246	2.0	1.0	palpal ganglia	PG	255-181-131-84
2247	19.0		None	None	None
2248	17.0	9.0	mushroom bodies	MB	255-161-3-0
2249	17.0	9.0	mushroom bodies	MB	255-161-3-0
2250	17.0	9.0	mushroom bodies	MB	255-161-3-0
2251	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2252	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2253	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2254	19.0		None	None	None
2255	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2256	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2257	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2258	19.0		None	None	None
2259	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2260	19.0		None	None	None
2261	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2262	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2263	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2264	19.0		None	None	None
2265	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2266	19.0		None	None	None
2267	19.0		None	None	None
2268	17.0	9.0	mushroom bodies	MB	255-161-3-0
2269	17.0	9.0	mushroom bodies	MB	255-161-3-0
2270	17.0	9.0	mushroom bodies	MB	255-161-3-0
2271	19.0		None	None	None
2272	17.0	9.0	mushroom bodies	MB	255-161-3-0
2273	19.0		None	None	None
2274	17.0	9.0	mushroom bodies	MB	255-161-3-0
2275	19.0		None	None	None
2276	19.0		None	None	None
2277	19.0		None	None	None
2278	10.0	5.0	antennal ganglia	AG	255-138-205-0
2279	10.0	5.0	antennal ganglia	AG	255-138-205-0
2280	19.0		None	None	None
2281	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2282	19.0		None	None	None
2283	19.0		None	None	None
2284	17.0	9.0	mushroom bodies	MB	255-161-3-0
2285	17.0	9.0	mushroom bodies	MB	255-161-3-0
2286	17.0	9.0	mushroom bodies	MB	255-161-3-0
2287	17.0	9.0	mushroom bodies	MB	255-161-3-0
2288	17.0	9.0	mushroom bodies	MB	255-161-3-0
2289	17.0	9.0	mushroom bodies	MB	255-161-3-0
2290	19.0		None	None	None
2291	19.0		None	None	None
2292	19.0		None	None	None
2293	10.0	5.0	antennal ganglia	AG	255-138-205-0
2294	10.0	5.0	antennal ganglia	AG	255-138-205-0
2295	10.0	5.0	antennal ganglia	AG	255-138-205-0
2296	10.0	5.0	antennal ganglia	AG	255-138-205-0
2297	10.0	5.0	antennal ganglia	AG	255-138-205-0
2298	10.0	5.0	antennal ganglia	AG	255-138-205-0
2299	10.0	5.0	antennal ganglia	AG	255-138-205-0
2300	19.0		None	None	None
2301	19.0		None	None	None
2303	19.0		None	None	None
2304	19.0		None	None	None
2305	19.0		None	None	None
2306	19.0		None	None	None
2307	19.0		None	None	None
2308	19.0		None	None	None
2309	19.0		None	None	None
2310	19.0		None	None	None
2311	1.0	1.0	palpal ganglia	PG	255-181-131-84
2312	1.0	1.0	palpal ganglia	PG	255-181-131-84
2313	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2314	19.0		None	None	None
2315	19.0		None	None	None
2316	19.0		None	None	None
2317	1.0	1.0	palpal ganglia	PG	255-181-131-84
2318	1.0	1.0	palpal ganglia	PG	255-181-131-84
2319	1.0	1.0	palpal ganglia	PG	255-181-131-84
2320	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2321	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2322	1.0	1.0	palpal ganglia	PG	255-181-131-84
2323	1.0	1.0	palpal ganglia	PG	255-181-131-84
2324	19.0		None	None	None
2325	18.0	9.0	mushroom bodies	MB	255-161-3-0
2326	1.0	1.0	palpal ganglia	PG	255-181-131-84
2327	1.0	1.0	palpal ganglia	PG	255-181-131-84
2328	1.0	1.0	palpal ganglia	PG	255-181-131-84
2329	1.0	1.0	palpal ganglia	PG	255-181-131-84
2330	1.0	1.0	palpal ganglia	PG	255-181-131-84
2331	18.0	9.0	mushroom bodies	MB	255-161-3-0
2332	18.0	9.0	mushroom bodies	MB	255-161-3-0
2336	19.0		None	None	None
2337	1.0	1.0	palpal ganglia	PG	255-181-131-84
2338	19.0		None	None	None
2339	1.0	1.0	palpal ganglia	PG	255-181-131-84
2340	18.0	9.0	mushroom bodies	MB	255-161-3-0
2341	18.0	9.0	mushroom bodies	MB	255-161-3-0
2345	13.0		None	None	None
2347	19.0		None	None	None
2348	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2349	5.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2350	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2351	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2352	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2353	19.0		None	None	None
2354	19.0		None	None	None
2355	19.0		None	None	None
2356	9.0	5.0	antennal ganglia	AG	255-138-205-0
2357	9.0	5.0	antennal ganglia	AG	255-138-205-0
2358	19.0		None	None	None
2359	18.0	9.0	mushroom bodies	MB	255-161-3-0
2364	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2367	19.0		None	None	None
2368	2.0	1.0	palpal ganglia	PG	255-181-131-84
2369	2.0	1.0	palpal ganglia	PG	255-181-131-84
2370	19.0		None	None	None
2371	2.0	1.0	palpal ganglia	PG	255-181-131-84
2372	2.0	1.0	palpal ganglia	PG	255-181-131-84
2373	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2374	19.0		None	None	None
2375	19.0		None	None	None
2376	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2377	6.0	3.0	ventro-medial ganglia	VMG	255-141-254-193
2378	19.0		None	None	None
2379	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2380	19.0		None	None	None
2381	19.0		None	None	None
2382	19.0		None	None	None
2383	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2384	19.0		None	None	None
2385	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2386	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2387	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2388	9.0	5.0	antennal ganglia	AG	255-138-205-0
2389	9.0	5.0	antennal ganglia	AG	255-138-205-0
2390	19.0		None	None	None
2391	19.0		None	None	None
2392	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2393	19.0		None	None	None
2394	2.0	1.0	palpal ganglia	PG	255-181-131-84
2395	2.0	1.0	palpal ganglia	PG	255-181-131-84
2396	17.0	9.0	mushroom bodies	MB	255-161-3-0
2397	2.0	1.0	palpal ganglia	PG	255-181-131-84
2398	19.0		None	None	None
2399	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2400	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2401	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2402	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2403	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2404	19.0		None	None	None
2405	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2406	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2407	7.0	4.0	dorsal ganglion	DG	255-104-60-255
2408	19.0		None	None	None
2409	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2410	19.0		None	None	None
2411	11.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2412	2.0	1.0	palpal ganglia	PG	255-181-131-84
2413	19.0		None	None	None
2414	2.0	1.0	palpal ganglia	PG	255-181-131-84
2415	17.0	9.0	mushroom bodies	MB	255-161-3-0
2416	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2417	19.0		None	None	None
2418	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2419	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2420	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2421	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2422	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2423	17.0	9.0	mushroom bodies	MB	255-161-3-0
2424	17.0	9.0	mushroom bodies	MB	255-161-3-0
2425	17.0	9.0	mushroom bodies	MB	255-161-3-0
2426	17.0	9.0	mushroom bodies	MB	255-161-3-0
2427	17.0	9.0	mushroom bodies	MB	255-161-3-0
2428	17.0	9.0	mushroom bodies	MB	255-161-3-0
2429	17.0	9.0	mushroom bodies	MB	255-161-3-0
2430	10.0	5.0	antennal ganglia	AG	255-138-205-0
2431	19.0		None	None	None
2432	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2433	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2434	19.0		None	None	None
2435	19.0		None	None	None
2436	8.0	4.0	dorsal ganglion	DG	255-104-60-255
2437	17.0	9.0	mushroom bodies	MB	255-161-3-0
2438	19.0		None	None	None
2439	19.0		None	None	None
2440	17.0	9.0	mushroom bodies	MB	255-161-3-0
2441	17.0	9.0	mushroom bodies	MB	255-161-3-0
2442	17.0	9.0	mushroom bodies	MB	255-161-3-0
2443	17.0	9.0	mushroom bodies	MB	255-161-3-0
2444	10.0	5.0	antennal ganglia	AG	255-138-205-0
2445	10.0	5.0	antennal ganglia	AG	255-138-205-0
2446	10.0	5.0	antennal ganglia	AG	255-138-205-0
2447	10.0	5.0	antennal ganglia	AG	255-138-205-0
2448	19.0		None	None	None
2449	19.0		None	None	None
2450	19.0		None	None	None
2451	17.0	9.0	mushroom bodies	MB	255-161-3-0
2452	17.0	9.0	mushroom bodies	MB	255-161-3-0
2453	17.0	9.0	mushroom bodies	MB	255-161-3-0
2454	19.0		None	None	None
2455	19.0		None	None	None
2456	19.0		None	None	None
2459	19.0		None	None	None
2462	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2463	19.0		None	None	None
2465	1.0	1.0	palpal ganglia	PG	255-181-131-84
2466	1.0	1.0	palpal ganglia	PG	255-181-131-84
2467	19.0		None	None	None
2468	12.0	6.0	circumpalpal ganglia	CpG	255-255-203-255
2471	19.0		None	None	None
2472	19.0		None	None	None
2473	1.0	1.0	palpal ganglia	PG	255-181-131-84
2474	1.0	1.0	palpal ganglia	PG	255-181-131-84
2475	1.0	1.0	palpal ganglia	PG	255-181-131-84
2476	19.0		None	None	None
2477	1.0	1.0	palpal ganglia	PG	255-181-131-84
2478	1.0	1.0	palpal ganglia	PG	255-181-131-84
2479	1.0	1.0	palpal ganglia	PG	255-181-131-84
2480	1.0	1.0	palpal ganglia	PG	255-181-131-84
2481	19.0		None	None	None
2482	1.0	1.0	palpal ganglia	PG	255-181-131-84
2483	18.0	9.0	mushroom bodies	MB	255-161-3-0
2484	19.0		None	None	None
2485	19.0		None	None	None
2486	19.0		None	None	None
2489	19.0		None	None	None
2490	1.0	1.0	palpal ganglia	PG	255-181-131-84
2491	1.0	1.0	palpal ganglia	PG	255-181-131-84
