label_id	clusters	geneColourScheme
3686	2.0	255-166-250-255
3687	2.0	255-166-250-255
3688	2.0	255-166-250-255
3689	2.0	255-166-250-255
3697	1.0	255-176-26-229
3698	1.0	255-176-26-229
3700	4.0	255-207-149-0
3701	4.0	255-207-149-0
3702	4.0	255-207-149-0
3703	4.0	255-207-149-0
3705	4.0	255-207-149-0
3708	4.0	255-207-149-0
3709	2.0	255-166-250-255
3710	2.0	255-166-250-255
3711	2.0	255-166-250-255
3712	2.0	255-166-250-255
3713	2.0	255-166-250-255
3714	10.0	255-55-0-49
3715	2.0	255-166-250-255
3717	1.0	255-176-26-229
3719	1.0	255-176-26-229
3726	1.0	255-176-26-229
3728	4.0	255-207-149-0
3729	4.0	255-207-149-0
3730	6.0	255-251-118-111
3731	2.0	255-166-250-255
3732	2.0	255-166-250-255
3734	2.0	255-166-250-255
3735	2.0	255-166-250-255
3736	2.0	255-166-250-255
3738	2.0	255-166-250-255
3739	2.0	255-166-250-255
3740	2.0	255-166-250-255
3741	2.0	255-166-250-255
3742	11.0	255-104-60-255
3749	4.0	255-207-149-0
3751	1.0	255-176-26-229
3756	2.0	255-166-250-255
3757	6.0	255-251-118-111
3760	2.0	255-166-250-255
3761	2.0	255-166-250-255
3763	2.0	255-166-250-255
3765	4.0	255-207-149-0
3768	4.0	255-207-149-0
3769	4.0	255-207-149-0
3771	6.0	255-251-118-111
3772	6.0	255-251-118-111
3773	6.0	255-251-118-111
3774	6.0	255-251-118-111
3776	2.0	255-166-250-255
3778	7.0	255-139-83-37
3780	4.0	255-207-149-0
3782	4.0	255-207-149-0
3783	6.0	255-251-118-111
3784	6.0	255-251-118-111
3785	6.0	255-251-118-111
3786	6.0	255-251-118-111
3787	6.0	255-251-118-111
3788	2.0	255-166-250-255
3789	2.0	255-166-250-255
3794	4.0	255-207-149-0
3796	4.0	255-207-149-0
3797	6.0	255-251-118-111
3800	9.0	255-255-203-255
3805	2.0	255-166-250-255
3808	2.0	255-166-250-255
3809	2.0	255-166-250-255
3811	2.0	255-166-250-255
3812	2.0	255-166-250-255
3813	2.0	255-166-250-255
3814	6.0	255-251-118-111
3815	6.0	255-251-118-111
3816	6.0	255-251-118-111
3817	6.0	255-251-118-111
3819	6.0	255-251-118-111
3827	2.0	255-166-250-255
3828	2.0	255-166-250-255
3829	2.0	255-166-250-255
3831	2.0	255-166-250-255
3832	2.0	255-166-250-255
3836	6.0	255-251-118-111
3837	2.0	255-166-250-255
3838	6.0	255-251-118-111
3839	6.0	255-251-118-111
3840	2.0	255-166-250-255
3841	2.0	255-166-250-255
3847	2.0	255-166-250-255
3848	2.0	255-166-250-255
3849	2.0	255-166-250-255
3850	2.0	255-166-250-255
3851	2.0	255-166-250-255
3852	6.0	255-251-118-111
3863	7.0	255-139-83-37
3866	4.0	255-207-149-0
3868	4.0	255-207-149-0
3869	4.0	255-207-149-0
3870	4.0	255-207-149-0
3871	4.0	255-207-149-0
3872	2.0	255-166-250-255
3875	2.0	255-166-250-255
3877	2.0	255-166-250-255
3878	11.0	255-104-60-255
3881	11.0	255-104-60-255
3883	1.0	255-176-26-229
3885	4.0	255-207-149-0
3886	4.0	255-207-149-0
3887	4.0	255-207-149-0
3888	2.0	255-166-250-255
3889	2.0	255-166-250-255
3890	2.0	255-166-250-255
3891	2.0	255-166-250-255
3895	1.0	255-176-26-229
3896	7.0	255-139-83-37
3897	4.0	255-207-149-0
3898	6.0	255-251-118-111
3899	2.0	255-166-250-255
3900	2.0	255-166-250-255
3901	2.0	255-166-250-255
3902	2.0	255-166-250-255
3903	7.0	255-139-83-37
3905	7.0	255-139-83-37
3906	1.0	255-176-26-229
3907	1.0	255-176-26-229
3909	4.0	255-207-149-0
3911	1.0	255-176-26-229
3912	1.0	255-176-26-229
3913	11.0	255-104-60-255
3915	7.0	255-139-83-37
3916	6.0	255-251-118-111
3917	6.0	255-251-118-111
3918	6.0	255-251-118-111
3919	2.0	255-166-250-255
3920	6.0	255-251-118-111
3926	4.0	255-207-149-0
3927	4.0	255-207-149-0
3928	4.0	255-207-149-0
3930	4.0	255-207-149-0
3931	4.0	255-207-149-0
3932	4.0	255-207-149-0
3935	6.0	255-251-118-111
3936	9.0	255-255-203-255
3937	2.0	255-166-250-255
3940	4.0	255-207-149-0
3941	4.0	255-207-149-0
3942	4.0	255-207-149-0
3944	4.0	255-207-149-0
3948	6.0	255-251-118-111
3949	6.0	255-251-118-111
3951	6.0	255-251-118-111
3952	2.0	255-166-250-255
3953	2.0	255-166-250-255
3959	6.0	255-251-118-111
3960	2.0	255-166-250-255
3962	6.0	255-251-118-111
3964	6.0	255-251-118-111
3967	6.0	255-251-118-111
3968	6.0	255-251-118-111
3969	9.0	255-255-203-255
3970	9.0	255-255-203-255
3971	9.0	255-255-203-255
3972	9.0	255-255-203-255
3973	9.0	255-255-203-255
3974	9.0	255-255-203-255
3979	2.0	255-166-250-255
3982	2.0	255-166-250-255
3983	6.0	255-251-118-111
3984	6.0	255-251-118-111
3985	6.0	255-251-118-111
3987	6.0	255-251-118-111
3988	9.0	255-255-203-255
3989	9.0	255-255-203-255
3992	2.0	255-166-250-255
3994	2.0	255-166-250-255
3996	2.0	255-166-250-255
3997	6.0	255-251-118-111
3998	2.0	255-166-250-255
3999	2.0	255-166-250-255
4000	6.0	255-251-118-111
4001	2.0	255-166-250-255
4002	2.0	255-166-250-255
4003	2.0	255-166-250-255
4005	2.0	255-166-250-255
4006	2.0	255-166-250-255
4008	9.0	255-255-203-255
4011	11.0	255-104-60-255
4012	4.0	255-207-149-0
4013	4.0	255-207-149-0
4014	2.0	255-166-250-255
4015	2.0	255-166-250-255
4017	11.0	255-104-60-255
4019	11.0	255-104-60-255
4020	7.0	255-139-83-37
4025	4.0	255-207-149-0
4027	4.0	255-207-149-0
4029	4.0	255-207-149-0
4030	2.0	255-166-250-255
4031	2.0	255-166-250-255
4032	2.0	255-166-250-255
4033	2.0	255-166-250-255
4034	2.0	255-166-250-255
4036	11.0	255-104-60-255
4040	1.0	255-176-26-229
4043	4.0	255-207-149-0
4045	2.0	255-166-250-255
4046	2.0	255-166-250-255
4047	2.0	255-166-250-255
4048	11.0	255-104-60-255
4049	9.0	255-255-203-255
4057	4.0	255-207-149-0
4059	6.0	255-251-118-111
4060	2.0	255-166-250-255
4061	2.0	255-166-250-255
4062	2.0	255-166-250-255
4063	2.0	255-166-250-255
4065	3.0	255-49-34-78
4071	7.0	255-139-83-37
4078	6.0	255-251-118-111
4079	2.0	255-166-250-255
4082	6.0	255-251-118-111
4085	4.0	255-207-149-0
4086	4.0	255-207-149-0
4087	7.0	255-139-83-37
4088	4.0	255-207-149-0
4094	6.0	255-251-118-111
4095	6.0	255-251-118-111
4098	6.0	255-251-118-111
4101	6.0	255-251-118-111
4104	4.0	255-207-149-0
4106	4.0	255-207-149-0
4107	4.0	255-207-149-0
4108	8.0	255-200-255-0
4110	6.0	255-251-118-111
4111	6.0	255-251-118-111
4112	6.0	255-251-118-111
4113	2.0	255-166-250-255
4116	4.0	255-207-149-0
4117	4.0	255-207-149-0
4122	6.0	255-251-118-111
4123	6.0	255-251-118-111
4130	2.0	255-166-250-255
4131	4.0	255-207-149-0
4132	4.0	255-207-149-0
4133	2.0	255-166-250-255
4134	2.0	255-166-250-255
4135	2.0	255-166-250-255
4136	6.0	255-251-118-111
4137	6.0	255-251-118-111
4138	6.0	255-251-118-111
4139	6.0	255-251-118-111
4140	6.0	255-251-118-111
4143	6.0	255-251-118-111
4144	6.0	255-251-118-111
4145	6.0	255-251-118-111
4147	6.0	255-251-118-111
4148	6.0	255-251-118-111
4149	9.0	255-255-203-255
4150	9.0	255-255-203-255
4154	2.0	255-166-250-255
4156	2.0	255-166-250-255
4157	2.0	255-166-250-255
4160	2.0	255-166-250-255
4161	2.0	255-166-250-255
4162	2.0	255-166-250-255
4163	2.0	255-166-250-255
4164	2.0	255-166-250-255
4167	2.0	255-166-250-255
4168	6.0	255-251-118-111
4169	2.0	255-166-250-255
4170	9.0	255-255-203-255
4171	9.0	255-255-203-255
4172	9.0	255-255-203-255
4173	9.0	255-255-203-255
4176	10.0	255-55-0-49
4179	10.0	255-55-0-49
4181	10.0	255-55-0-49
4182	4.0	255-207-149-0
4186	4.0	255-207-149-0
4188	4.0	255-207-149-0
4189	4.0	255-207-149-0
4192	11.0	255-104-60-255
4193	11.0	255-104-60-255
4194	7.0	255-139-83-37
4197	4.0	255-207-149-0
4198	4.0	255-207-149-0
4199	4.0	255-207-149-0
4200	2.0	255-166-250-255
4201	2.0	255-166-250-255
4202	2.0	255-166-250-255
4203	10.0	255-55-0-49
4206	11.0	255-104-60-255
4215	1.0	255-176-26-229
4216	4.0	255-207-149-0
4219	4.0	255-207-149-0
4220	2.0	255-166-250-255
4221	2.0	255-166-250-255
4222	4.0	255-207-149-0
4223	2.0	255-166-250-255
4225	2.0	255-166-250-255
4226	2.0	255-166-250-255
4227	2.0	255-166-250-255
4228	2.0	255-166-250-255
4229	2.0	255-166-250-255
4231	2.0	255-166-250-255
4234	1.0	255-176-26-229
4237	2.0	255-166-250-255
4238	6.0	255-251-118-111
4239	2.0	255-166-250-255
4241	2.0	255-166-250-255
4242	2.0	255-166-250-255
4244	11.0	255-104-60-255
4249	7.0	255-139-83-37
4252	6.0	255-251-118-111
4254	6.0	255-251-118-111
4255	2.0	255-166-250-255
4257	2.0	255-166-250-255
4258	2.0	255-166-250-255
4261	7.0	255-139-83-37
4263	4.0	255-207-149-0
4265	4.0	255-207-149-0
4267	4.0	255-207-149-0
4270	6.0	255-251-118-111
4271	6.0	255-251-118-111
4272	6.0	255-251-118-111
4273	2.0	255-166-250-255
4277	4.0	255-207-149-0
4278	4.0	255-207-149-0
4281	8.0	255-200-255-0
4284	6.0	255-251-118-111
4285	6.0	255-251-118-111
4287	6.0	255-251-118-111
4288	6.0	255-251-118-111
4289	2.0	255-166-250-255
4290	2.0	255-166-250-255
4292	9.0	255-255-203-255
4295	4.0	255-207-149-0
4298	4.0	255-207-149-0
4300	4.0	255-207-149-0
4301	4.0	255-207-149-0
4303	4.0	255-207-149-0
4304	2.0	255-166-250-255
4305	8.0	255-200-255-0
4309	6.0	255-251-118-111
4310	8.0	255-200-255-0
4311	6.0	255-251-118-111
4313	9.0	255-255-203-255
4314	9.0	255-255-203-255
4316	4.0	255-207-149-0
4317	2.0	255-166-250-255
4318	2.0	255-166-250-255
4319	6.0	255-251-118-111
4320	6.0	255-251-118-111
4321	6.0	255-251-118-111
4322	8.0	255-200-255-0
4323	6.0	255-251-118-111
4324	6.0	255-251-118-111
4326	9.0	255-255-203-255
4327	9.0	255-255-203-255
4329	2.0	255-166-250-255
4330	2.0	255-166-250-255
4332	2.0	255-166-250-255
4333	2.0	255-166-250-255
4335	2.0	255-166-250-255
4336	2.0	255-166-250-255
4337	2.0	255-166-250-255
4338	6.0	255-251-118-111
4340	2.0	255-166-250-255
4341	2.0	255-166-250-255
4342	10.0	255-55-0-49
4346	9.0	255-255-203-255
4347	9.0	255-255-203-255
4349	10.0	255-55-0-49
4355	4.0	255-207-149-0
4357	4.0	255-207-149-0
4361	4.0	255-207-149-0
4362	2.0	255-166-250-255
4363	2.0	255-166-250-255
4374	4.0	255-207-149-0
4375	4.0	255-207-149-0
4376	4.0	255-207-149-0
4377	2.0	255-166-250-255
4378	2.0	255-166-250-255
4379	2.0	255-166-250-255
4380	2.0	255-166-250-255
4381	2.0	255-166-250-255
4391	1.0	255-176-26-229
4396	4.0	255-207-149-0
4397	4.0	255-207-149-0
4398	8.0	255-200-255-0
4403	1.0	255-176-26-229
4411	4.0	255-207-149-0
4414	2.0	255-166-250-255
4415	2.0	255-166-250-255
4416	2.0	255-166-250-255
4418	10.0	255-55-0-49
4423	1.0	255-176-26-229
4428	3.0	255-49-34-78
4430	6.0	255-251-118-111
4431	6.0	255-251-118-111
4432	6.0	255-251-118-111
4434	2.0	255-166-250-255
4435	6.0	255-251-118-111
4437	10.0	255-55-0-49
4438	10.0	255-55-0-49
4447	6.0	255-251-118-111
4448	6.0	255-251-118-111
4449	6.0	255-251-118-111
4450	2.0	255-166-250-255
4451	2.0	255-166-250-255
4452	9.0	255-255-203-255
4455	10.0	255-55-0-49
4457	4.0	255-207-149-0
4458	4.0	255-207-149-0
4463	7.0	255-139-83-37
4465	6.0	255-251-118-111
4466	6.0	255-251-118-111
4467	6.0	255-251-118-111
4468	6.0	255-251-118-111
4469	2.0	255-166-250-255
4470	6.0	255-251-118-111
4471	10.0	255-55-0-49
4473	4.0	255-207-149-0
4474	4.0	255-207-149-0
4475	4.0	255-207-149-0
4476	4.0	255-207-149-0
4477	4.0	255-207-149-0
4478	9.0	255-255-203-255
4479	9.0	255-255-203-255
4480	10.0	255-55-0-49
4481	2.0	255-166-250-255
4482	4.0	255-207-149-0
4483	2.0	255-166-250-255
4484	4.0	255-207-149-0
4485	8.0	255-200-255-0
4487	2.0	255-166-250-255
4488	2.0	255-166-250-255
4489	2.0	255-166-250-255
4490	6.0	255-251-118-111
4491	6.0	255-251-118-111
4492	6.0	255-251-118-111
4493	6.0	255-251-118-111
4494	6.0	255-251-118-111
4495	6.0	255-251-118-111
4496	9.0	255-255-203-255
4497	9.0	255-255-203-255
4501	2.0	255-166-250-255
4502	2.0	255-166-250-255
4504	6.0	255-251-118-111
4505	2.0	255-166-250-255
4506	2.0	255-166-250-255
4507	2.0	255-166-250-255
4508	9.0	255-255-203-255
4509	2.0	255-166-250-255
4512	2.0	255-166-250-255
4517	7.0	255-139-83-37
4518	10.0	255-55-0-49
4523	12.0	255-254-100-0
4524	4.0	255-207-149-0
4525	4.0	255-207-149-0
4530	11.0	255-104-60-255
4532	11.0	255-104-60-255
4536	1.0	255-176-26-229
4537	1.0	255-176-26-229
4538	4.0	255-207-149-0
4539	2.0	255-166-250-255
4540	2.0	255-166-250-255
4541	2.0	255-166-250-255
4544	10.0	255-55-0-49
4546	11.0	255-104-60-255
4553	1.0	255-176-26-229
4555	4.0	255-207-149-0
4557	4.0	255-207-149-0
4560	2.0	255-166-250-255
4561	2.0	255-166-250-255
4562	2.0	255-166-250-255
4563	2.0	255-166-250-255
4564	2.0	255-166-250-255
4570	6.0	255-251-118-111
4571	6.0	255-251-118-111
4574	2.0	255-166-250-255
4575	2.0	255-166-250-255
4576	2.0	255-166-250-255
4577	2.0	255-166-250-255
4580	10.0	255-55-0-49
4584	1.0	255-176-26-229
4592	6.0	255-251-118-111
4594	2.0	255-166-250-255
4595	6.0	255-251-118-111
4596	2.0	255-166-250-255
4597	2.0	255-166-250-255
4601	7.0	255-139-83-37
4603	7.0	255-139-83-37
4611	3.0	255-49-34-78
4616	11.0	255-104-60-255
4617	6.0	255-251-118-111
4618	6.0	255-251-118-111
4619	6.0	255-251-118-111
4620	2.0	255-166-250-255
4621	10.0	255-55-0-49
4622	10.0	255-55-0-49
4625	4.0	255-207-149-0
4626	6.0	255-251-118-111
4627	6.0	255-251-118-111
4628	6.0	255-251-118-111
4629	10.0	255-55-0-49
4630	4.0	255-207-149-0
4631	0.0	255-115-102-255
4632	4.0	255-207-149-0
4633	4.0	255-207-149-0
4635	8.0	255-200-255-0
4636	6.0	255-251-118-111
4637	9.0	255-255-203-255
4639	9.0	255-255-203-255
4640	0.0	255-115-102-255
4642	2.0	255-166-250-255
4643	4.0	255-207-149-0
4646	2.0	255-166-250-255
4647	6.0	255-251-118-111
4648	6.0	255-251-118-111
4649	6.0	255-251-118-111
4650	6.0	255-251-118-111
4652	6.0	255-251-118-111
4654	6.0	255-251-118-111
4655	9.0	255-255-203-255
4656	9.0	255-255-203-255
4660	2.0	255-166-250-255
4663	2.0	255-166-250-255
4664	2.0	255-166-250-255
4665	2.0	255-166-250-255
4670	2.0	255-166-250-255
4676	10.0	255-55-0-49
4677	10.0	255-55-0-49
4680	4.0	255-207-149-0
4681	4.0	255-207-149-0
4682	2.0	255-166-250-255
4683	2.0	255-166-250-255
4690	12.0	255-254-100-0
4692	4.0	255-207-149-0
4693	7.0	255-139-83-37
4697	4.0	255-207-149-0
4698	2.0	255-166-250-255
4699	12.0	255-254-100-0
4706	7.0	255-139-83-37
4713	1.0	255-176-26-229
4714	4.0	255-207-149-0
4716	10.0	255-55-0-49
4719	1.0	255-176-26-229
4726	2.0	255-166-250-255
4727	2.0	255-166-250-255
4728	2.0	255-166-250-255
4729	2.0	255-166-250-255
4732	7.0	255-139-83-37
4738	3.0	255-49-34-78
4751	7.0	255-139-83-37
4752	7.0	255-139-83-37
4753	3.0	255-49-34-78
4754	6.0	255-251-118-111
4755	6.0	255-251-118-111
4756	2.0	255-166-250-255
4757	2.0	255-166-250-255
4759	2.0	255-166-250-255
4760	2.0	255-166-250-255
4761	10.0	255-55-0-49
4765	4.0	255-207-149-0
4767	7.0	255-139-83-37
4769	7.0	255-139-83-37
4774	3.0	255-49-34-78
4776	6.0	255-251-118-111
4777	6.0	255-251-118-111
4778	6.0	255-251-118-111
4779	6.0	255-251-118-111
4780	6.0	255-251-118-111
4785	6.0	255-251-118-111
4786	6.0	255-251-118-111
4787	2.0	255-166-250-255
4788	9.0	255-255-203-255
4790	4.0	255-207-149-0
4791	4.0	255-207-149-0
4792	8.0	255-200-255-0
4793	8.0	255-200-255-0
4794	4.0	255-207-149-0
4796	6.0	255-251-118-111
4797	9.0	255-255-203-255
4803	2.0	255-166-250-255
4805	6.0	255-251-118-111
4806	6.0	255-251-118-111
4807	6.0	255-251-118-111
4808	6.0	255-251-118-111
4810	9.0	255-255-203-255
4812	9.0	255-255-203-255
4813	9.0	255-255-203-255
4815	9.0	255-255-203-255
4817	2.0	255-166-250-255
4818	2.0	255-166-250-255
4819	6.0	255-251-118-111
4820	2.0	255-166-250-255
4821	9.0	255-255-203-255
4822	9.0	255-255-203-255
4826	9.0	255-255-203-255
4827	9.0	255-255-203-255
4828	3.0	255-49-34-78
4830	9.0	255-255-203-255
4831	10.0	255-55-0-49
4832	7.0	255-139-83-37
4833	7.0	255-139-83-37
4838	4.0	255-207-149-0
4839	4.0	255-207-149-0
4840	4.0	255-207-149-0
4841	4.0	255-207-149-0
4843	4.0	255-207-149-0
4848	11.0	255-104-60-255
4850	7.0	255-139-83-37
4851	4.0	255-207-149-0
4852	4.0	255-207-149-0
4853	4.0	255-207-149-0
4854	2.0	255-166-250-255
4858	4.0	255-207-149-0
4859	12.0	255-254-100-0
4868	1.0	255-176-26-229
4869	1.0	255-176-26-229
4870	1.0	255-176-26-229
4879	8.0	255-200-255-0
4880	4.0	255-207-149-0
4881	2.0	255-166-250-255
4882	2.0	255-166-250-255
4885	12.0	255-254-100-0
4888	1.0	255-176-26-229
4892	3.0	255-49-34-78
4896	6.0	255-251-118-111
4897	2.0	255-166-250-255
4898	2.0	255-166-250-255
4900	7.0	255-139-83-37
4909	3.0	255-49-34-78
4915	3.0	255-49-34-78
4927	3.0	255-49-34-78
4929	3.0	255-49-34-78
4930	7.0	255-139-83-37
4932	7.0	255-139-83-37
4933	3.0	255-49-34-78
4934	7.0	255-139-83-37
4935	7.0	255-139-83-37
4936	7.0	255-139-83-37
4938	6.0	255-251-118-111
4939	2.0	255-166-250-255
4944	6.0	255-251-118-111
4945	6.0	255-251-118-111
4946	6.0	255-251-118-111
4947	9.0	255-255-203-255
4948	9.0	255-255-203-255
4950	10.0	255-55-0-49
4951	10.0	255-55-0-49
4952	10.0	255-55-0-49
4953	10.0	255-55-0-49
4954	10.0	255-55-0-49
4955	4.0	255-207-149-0
4957	9.0	255-255-203-255
4961	10.0	255-55-0-49
4962	0.0	255-115-102-255
4964	0.0	255-115-102-255
4965	4.0	255-207-149-0
4966	4.0	255-207-149-0
4967	4.0	255-207-149-0
4968	2.0	255-166-250-255
4969	9.0	255-255-203-255
4972	6.0	255-251-118-111
4974	6.0	255-251-118-111
4975	6.0	255-251-118-111
4977	6.0	255-251-118-111
4978	9.0	255-255-203-255
4979	6.0	255-251-118-111
4985	2.0	255-166-250-255
4986	2.0	255-166-250-255
4987	9.0	255-255-203-255
4988	6.0	255-251-118-111
4989	9.0	255-255-203-255
4990	9.0	255-255-203-255
4991	9.0	255-255-203-255
4992	9.0	255-255-203-255
4995	2.0	255-166-250-255
4997	10.0	255-55-0-49
4998	2.0	255-166-250-255
5001	10.0	255-55-0-49
5002	8.0	255-200-255-0
5003	10.0	255-55-0-49
5004	10.0	255-55-0-49
5005	10.0	255-55-0-49
5006	0.0	255-115-102-255
5009	10.0	255-55-0-49
5011	12.0	255-254-100-0
5014	11.0	255-104-60-255
5015	11.0	255-104-60-255
5016	4.0	255-207-149-0
5017	10.0	255-55-0-49
5018	4.0	255-207-149-0
5021	8.0	255-200-255-0
5028	4.0	255-207-149-0
5033	4.0	255-207-149-0
5037	4.0	255-207-149-0
5038	2.0	255-166-250-255
5039	2.0	255-166-250-255
5040	2.0	255-166-250-255
5041	2.0	255-166-250-255
5042	2.0	255-166-250-255
5043	2.0	255-166-250-255
5044	11.0	255-104-60-255
5046	4.0	255-207-149-0
5047	4.0	255-207-149-0
5049	12.0	255-254-100-0
5065	7.0	255-139-83-37
5067	4.0	255-207-149-0
5068	12.0	255-254-100-0
5069	4.0	255-207-149-0
5073	2.0	255-166-250-255
5074	2.0	255-166-250-255
5075	2.0	255-166-250-255
5077	2.0	255-166-250-255
5078	2.0	255-166-250-255
5079	2.0	255-166-250-255
5080	2.0	255-166-250-255
5084	1.0	255-176-26-229
5088	3.0	255-49-34-78
5094	3.0	255-49-34-78
5096	7.0	255-139-83-37
5099	2.0	255-166-250-255
5100	2.0	255-166-250-255
5101	2.0	255-166-250-255
5102	2.0	255-166-250-255
5123	6.0	255-251-118-111
5124	6.0	255-251-118-111
5125	6.0	255-251-118-111
5128	12.0	255-254-100-0
5129	7.0	255-139-83-37
5131	7.0	255-139-83-37
5133	7.0	255-139-83-37
5134	3.0	255-49-34-78
5141	3.0	255-49-34-78
5143	6.0	255-251-118-111
5144	6.0	255-251-118-111
5145	3.0	255-49-34-78
5148	7.0	255-139-83-37
5149	7.0	255-139-83-37
5151	4.0	255-207-149-0
5152	4.0	255-207-149-0
5153	9.0	255-255-203-255
5157	5.0	255-134-137-48
5158	4.0	255-207-149-0
5161	9.0	255-255-203-255
5165	0.0	255-115-102-255
5166	0.0	255-115-102-255
5169	2.0	255-166-250-255
5172	9.0	255-255-203-255
5173	6.0	255-251-118-111
5175	9.0	255-255-203-255
5176	9.0	255-255-203-255
5178	9.0	255-255-203-255
5179	9.0	255-255-203-255
5180	9.0	255-255-203-255
5183	2.0	255-166-250-255
5185	2.0	255-166-250-255
5186	2.0	255-166-250-255
5187	2.0	255-166-250-255
5188	2.0	255-166-250-255
5189	2.0	255-166-250-255
5191	2.0	255-166-250-255
5193	2.0	255-166-250-255
5194	2.0	255-166-250-255
5195	2.0	255-166-250-255
5196	9.0	255-255-203-255
5197	9.0	255-255-203-255
5198	9.0	255-255-203-255
5200	9.0	255-255-203-255
5202	9.0	255-255-203-255
5204	2.0	255-166-250-255
5205	2.0	255-166-250-255
5206	2.0	255-166-250-255
5207	10.0	255-55-0-49
5208	10.0	255-55-0-49
5214	8.0	255-200-255-0
5215	8.0	255-200-255-0
5217	10.0	255-55-0-49
5218	12.0	255-254-100-0
5219	12.0	255-254-100-0
5220	4.0	255-207-149-0
5221	11.0	255-104-60-255
5223	4.0	255-207-149-0
5224	7.0	255-139-83-37
5225	7.0	255-139-83-37
5229	8.0	255-200-255-0
5230	8.0	255-200-255-0
5234	10.0	255-55-0-49
5244	7.0	255-139-83-37
5247	8.0	255-200-255-0
5248	4.0	255-207-149-0
5249	4.0	255-207-149-0
5250	4.0	255-207-149-0
5251	4.0	255-207-149-0
5253	2.0	255-166-250-255
5254	2.0	255-166-250-255
5257	11.0	255-104-60-255
5260	7.0	255-139-83-37
5261	11.0	255-104-60-255
5269	7.0	255-139-83-37
5270	7.0	255-139-83-37
5271	4.0	255-207-149-0
5272	9.0	255-255-203-255
5273	4.0	255-207-149-0
5274	2.0	255-166-250-255
5275	9.0	255-255-203-255
5276	9.0	255-255-203-255
5277	9.0	255-255-203-255
5278	2.0	255-166-250-255
5279	2.0	255-166-250-255
5280	2.0	255-166-250-255
5281	2.0	255-166-250-255
5283	2.0	255-166-250-255
5284	11.0	255-104-60-255
5286	12.0	255-254-100-0
5287	7.0	255-139-83-37
5300	3.0	255-49-34-78
5303	7.0	255-139-83-37
5304	9.0	255-255-203-255
5305	2.0	255-166-250-255
5307	8.0	255-200-255-0
5316	3.0	255-49-34-78
5325	3.0	255-49-34-78
5330	3.0	255-49-34-78
5332	3.0	255-49-34-78
5334	7.0	255-139-83-37
5335	2.0	255-166-250-255
5336	2.0	255-166-250-255
5337	6.0	255-251-118-111
5338	6.0	255-251-118-111
5339	9.0	255-255-203-255
5340	9.0	255-255-203-255
5341	9.0	255-255-203-255
5342	9.0	255-255-203-255
5343	8.0	255-200-255-0
5344	8.0	255-200-255-0
5345	8.0	255-200-255-0
5346	8.0	255-200-255-0
5350	3.0	255-49-34-78
5351	7.0	255-139-83-37
5353	7.0	255-139-83-37
5356	3.0	255-49-34-78
5358	3.0	255-49-34-78
5359	7.0	255-139-83-37
5361	6.0	255-251-118-111
5363	6.0	255-251-118-111
5365	11.0	255-104-60-255
5366	4.0	255-207-149-0
5368	7.0	255-139-83-37
5370	6.0	255-251-118-111
5372	9.0	255-255-203-255
5373	9.0	255-255-203-255
5377	11.0	255-104-60-255
5379	0.0	255-115-102-255
5381	7.0	255-139-83-37
5382	7.0	255-139-83-37
5384	6.0	255-251-118-111
5385	9.0	255-255-203-255
5386	9.0	255-255-203-255
5389	0.0	255-115-102-255
5390	0.0	255-115-102-255
5391	9.0	255-255-203-255
5392	9.0	255-255-203-255
5393	9.0	255-255-203-255
5394	2.0	255-166-250-255
5397	9.0	255-255-203-255
5398	9.0	255-255-203-255
5401	2.0	255-166-250-255
5402	9.0	255-255-203-255
5403	2.0	255-166-250-255
5404	2.0	255-166-250-255
5405	6.0	255-251-118-111
5406	9.0	255-255-203-255
5407	9.0	255-255-203-255
5408	9.0	255-255-203-255
5409	9.0	255-255-203-255
5412	10.0	255-55-0-49
5414	9.0	255-255-203-255
5416	2.0	255-166-250-255
5417	2.0	255-166-250-255
5418	2.0	255-166-250-255
5419	2.0	255-166-250-255
5421	2.0	255-166-250-255
5422	2.0	255-166-250-255
5424	11.0	255-104-60-255
5426	9.0	255-255-203-255
5427	9.0	255-255-203-255
5428	9.0	255-255-203-255
5429	9.0	255-255-203-255
5431	9.0	255-255-203-255
5435	2.0	255-166-250-255
5436	2.0	255-166-250-255
5437	9.0	255-255-203-255
5438	10.0	255-55-0-49
5444	12.0	255-254-100-0
5445	8.0	255-200-255-0
5446	8.0	255-200-255-0
5448	10.0	255-55-0-49
5449	4.0	255-207-149-0
5455	0.0	255-115-102-255
5456	3.0	255-49-34-78
5457	10.0	255-55-0-49
5467	4.0	255-207-149-0
5469	7.0	255-139-83-37
5472	8.0	255-200-255-0
5474	4.0	255-207-149-0
5475	2.0	255-166-250-255
5476	2.0	255-166-250-255
5477	4.0	255-207-149-0
5496	3.0	255-49-34-78
5500	9.0	255-255-203-255
5501	9.0	255-255-203-255
5502	2.0	255-166-250-255
5503	2.0	255-166-250-255
5504	2.0	255-166-250-255
5505	2.0	255-166-250-255
5506	2.0	255-166-250-255
5507	2.0	255-166-250-255
5510	4.0	255-207-149-0
5511	11.0	255-104-60-255
5514	3.0	255-49-34-78
5522	3.0	255-49-34-78
5524	7.0	255-139-83-37
5529	9.0	255-255-203-255
5530	2.0	255-166-250-255
5531	2.0	255-166-250-255
5532	2.0	255-166-250-255
5533	5.0	255-134-137-48
5534	8.0	255-200-255-0
5537	7.0	255-139-83-37
5544	3.0	255-49-34-78
