label_id	clusters	geneColourScheme
518	0.0	255-115-102-255
521	0.0	255-115-102-255
523	0.0	255-115-102-255
526	1.0	255-176-26-229
527	1.0	255-176-26-229
530	1.0	255-176-26-229
531	1.0	255-176-26-229
532	1.0	255-176-26-229
534	1.0	255-176-26-229
535	1.0	255-176-26-229
536	2.0	255-166-250-255
537	2.0	255-166-250-255
538	2.0	255-166-250-255
539	0.0	255-115-102-255
542	4.0	255-207-149-0
546	0.0	255-115-102-255
547	0.0	255-115-102-255
548	0.0	255-115-102-255
549	1.0	255-176-26-229
550	2.0	255-166-250-255
554	0.0	255-115-102-255
555	0.0	255-115-102-255
556	0.0	255-115-102-255
557	2.0	255-166-250-255
558	2.0	255-166-250-255
559	2.0	255-166-250-255
560	2.0	255-166-250-255
561	0.0	255-115-102-255
563	0.0	255-115-102-255
564	0.0	255-115-102-255
572	4.0	255-207-149-0
577	4.0	255-207-149-0
581	1.0	255-176-26-229
584	4.0	255-207-149-0
586	4.0	255-207-149-0
588	4.0	255-207-149-0
589	4.0	255-207-149-0
591	0.0	255-115-102-255
595	1.0	255-176-26-229
596	0.0	255-115-102-255
601	1.0	255-176-26-229
604	4.0	255-207-149-0
605	1.0	255-176-26-229
606	1.0	255-176-26-229
607	1.0	255-176-26-229
610	1.0	255-176-26-229
613	1.0	255-176-26-229
614	1.0	255-176-26-229
615	1.0	255-176-26-229
616	1.0	255-176-26-229
617	0.0	255-115-102-255
618	0.0	255-115-102-255
620	0.0	255-115-102-255
621	0.0	255-115-102-255
622	0.0	255-115-102-255
628	0.0	255-115-102-255
630	0.0	255-115-102-255
639	2.0	255-166-250-255
644	0.0	255-115-102-255
647	0.0	255-115-102-255
649	4.0	255-207-149-0
650	0.0	255-115-102-255
651	0.0	255-115-102-255
653	6.0	255-251-118-111
654	2.0	255-166-250-255
658	2.0	255-166-250-255
659	2.0	255-166-250-255
661	0.0	255-115-102-255
662	0.0	255-115-102-255
665	0.0	255-115-102-255
666	0.0	255-115-102-255
668	2.0	255-166-250-255
669	2.0	255-166-250-255
671	0.0	255-115-102-255
672	0.0	255-115-102-255
676	0.0	255-115-102-255
677	0.0	255-115-102-255
681	0.0	255-115-102-255
682	0.0	255-115-102-255
684	1.0	255-176-26-229
688	1.0	255-176-26-229
692	1.0	255-176-26-229
696	0.0	255-115-102-255
697	4.0	255-207-149-0
701	4.0	255-207-149-0
708	4.0	255-207-149-0
709	0.0	255-115-102-255
712	4.0	255-207-149-0
713	4.0	255-207-149-0
715	0.0	255-115-102-255
720	1.0	255-176-26-229
722	1.0	255-176-26-229
725	1.0	255-176-26-229
726	6.0	255-251-118-111
727	0.0	255-115-102-255
728	0.0	255-115-102-255
729	0.0	255-115-102-255
730	0.0	255-115-102-255
733	0.0	255-115-102-255
734	0.0	255-115-102-255
737	4.0	255-207-149-0
741	4.0	255-207-149-0
743	4.0	255-207-149-0
745	4.0	255-207-149-0
746	7.0	255-139-83-37
748	1.0	255-176-26-229
749	1.0	255-176-26-229
750	1.0	255-176-26-229
753	2.0	255-166-250-255
756	1.0	255-176-26-229
757	4.0	255-207-149-0
759	0.0	255-115-102-255
761	6.0	255-251-118-111
763	6.0	255-251-118-111
767	2.0	255-166-250-255
769	0.0	255-115-102-255
772	0.0	255-115-102-255
773	0.0	255-115-102-255
774	0.0	255-115-102-255
776	0.0	255-115-102-255
777	0.0	255-115-102-255
778	0.0	255-115-102-255
779	0.0	255-115-102-255
781	0.0	255-115-102-255
783	2.0	255-166-250-255
785	2.0	255-166-250-255
786	2.0	255-166-250-255
787	2.0	255-166-250-255
790	2.0	255-166-250-255
792	2.0	255-166-250-255
794	2.0	255-166-250-255
796	0.0	255-115-102-255
798	0.0	255-115-102-255
800	0.0	255-115-102-255
804	1.0	255-176-26-229
806	1.0	255-176-26-229
811	0.0	255-115-102-255
812	0.0	255-115-102-255
818	1.0	255-176-26-229
824	4.0	255-207-149-0
825	4.0	255-207-149-0
826	0.0	255-115-102-255
827	0.0	255-115-102-255
828	0.0	255-115-102-255
830	1.0	255-176-26-229
831	7.0	255-139-83-37
832	0.0	255-115-102-255
833	2.0	255-166-250-255
834	0.0	255-115-102-255
835	0.0	255-115-102-255
836	2.0	255-166-250-255
846	1.0	255-176-26-229
847	1.0	255-176-26-229
848	1.0	255-176-26-229
849	1.0	255-176-26-229
851	6.0	255-251-118-111
852	6.0	255-251-118-111
853	0.0	255-115-102-255
854	6.0	255-251-118-111
856	0.0	255-115-102-255
857	0.0	255-115-102-255
860	0.0	255-115-102-255
861	0.0	255-115-102-255
863	1.0	255-176-26-229
870	4.0	255-207-149-0
871	4.0	255-207-149-0
874	4.0	255-207-149-0
875	4.0	255-207-149-0
878	7.0	255-139-83-37
879	7.0	255-139-83-37
881	4.0	255-207-149-0
882	6.0	255-251-118-111
884	6.0	255-251-118-111
886	6.0	255-251-118-111
887	6.0	255-251-118-111
892	4.0	255-207-149-0
894	4.0	255-207-149-0
895	4.0	255-207-149-0
896	0.0	255-115-102-255
899	6.0	255-251-118-111
900	6.0	255-251-118-111
901	2.0	255-166-250-255
904	8.0	255-200-255-0
905	2.0	255-166-250-255
906	2.0	255-166-250-255
907	6.0	255-251-118-111
908	2.0	255-166-250-255
910	2.0	255-166-250-255
911	2.0	255-166-250-255
913	4.0	255-207-149-0
916	0.0	255-115-102-255
918	2.0	255-166-250-255
919	2.0	255-166-250-255
920	2.0	255-166-250-255
921	0.0	255-115-102-255
923	0.0	255-115-102-255
924	2.0	255-166-250-255
927	0.0	255-115-102-255
928	0.0	255-115-102-255
929	0.0	255-115-102-255
932	2.0	255-166-250-255
933	0.0	255-115-102-255
935	2.0	255-166-250-255
936	0.0	255-115-102-255
937	2.0	255-166-250-255
939	1.0	255-176-26-229
941	1.0	255-176-26-229
942	1.0	255-176-26-229
943	1.0	255-176-26-229
944	4.0	255-207-149-0
945	4.0	255-207-149-0
946	2.0	255-166-250-255
947	2.0	255-166-250-255
949	1.0	255-176-26-229
950	4.0	255-207-149-0
952	0.0	255-115-102-255
953	4.0	255-207-149-0
956	4.0	255-207-149-0
957	0.0	255-115-102-255
958	0.0	255-115-102-255
959	0.0	255-115-102-255
960	0.0	255-115-102-255
961	0.0	255-115-102-255
962	1.0	255-176-26-229
963	4.0	255-207-149-0
964	4.0	255-207-149-0
965	4.0	255-207-149-0
967	4.0	255-207-149-0
969	0.0	255-115-102-255
970	0.0	255-115-102-255
971	2.0	255-166-250-255
972	2.0	255-166-250-255
976	1.0	255-176-26-229
977	1.0	255-176-26-229
979	1.0	255-176-26-229
980	1.0	255-176-26-229
984	7.0	255-139-83-37
985	4.0	255-207-149-0
988	6.0	255-251-118-111
992	6.0	255-251-118-111
993	6.0	255-251-118-111
995	0.0	255-115-102-255
996	0.0	255-115-102-255
997	0.0	255-115-102-255
1001	4.0	255-207-149-0
1005	4.0	255-207-149-0
1006	4.0	255-207-149-0
1008	4.0	255-207-149-0
1009	6.0	255-251-118-111
1011	7.0	255-139-83-37
1012	7.0	255-139-83-37
1014	4.0	255-207-149-0
1017	6.0	255-251-118-111
1019	6.0	255-251-118-111
1021	6.0	255-251-118-111
1022	0.0	255-115-102-255
1023	0.0	255-115-102-255
1024	2.0	255-166-250-255
1025	0.0	255-115-102-255
1026	2.0	255-166-250-255
1028	4.0	255-207-149-0
1031	4.0	255-207-149-0
1032	4.0	255-207-149-0
1033	4.0	255-207-149-0
1034	4.0	255-207-149-0
1035	6.0	255-251-118-111
1037	6.0	255-251-118-111
1040	6.0	255-251-118-111
1042	0.0	255-115-102-255
1043	6.0	255-251-118-111
1044	6.0	255-251-118-111
1045	6.0	255-251-118-111
1046	6.0	255-251-118-111
1049	6.0	255-251-118-111
1050	6.0	255-251-118-111
1051	2.0	255-166-250-255
791	2.0	255-166-250-255
1052	2.0	255-166-250-255
1054	0.0	255-115-102-255
1055	0.0	255-115-102-255
1056	0.0	255-115-102-255
1057	0.0	255-115-102-255
1058	0.0	255-115-102-255
1059	6.0	255-251-118-111
1060	2.0	255-166-250-255
1061	2.0	255-166-250-255
1062	0.0	255-115-102-255
1063	0.0	255-115-102-255
1064	2.0	255-166-250-255
1066	0.0	255-115-102-255
1067	0.0	255-115-102-255
1071	0.0	255-115-102-255
1076	4.0	255-207-149-0
1077	4.0	255-207-149-0
1078	1.0	255-176-26-229
1082	1.0	255-176-26-229
1084	4.0	255-207-149-0
1086	1.0	255-176-26-229
1088	4.0	255-207-149-0
1089	1.0	255-176-26-229
1090	4.0	255-207-149-0
1092	2.0	255-166-250-255
1093	2.0	255-166-250-255
1094	4.0	255-207-149-0
1095	4.0	255-207-149-0
1097	4.0	255-207-149-0
1098	4.0	255-207-149-0
1099	4.0	255-207-149-0
1102	4.0	255-207-149-0
1103	4.0	255-207-149-0
1104	4.0	255-207-149-0
1105	4.0	255-207-149-0
1106	4.0	255-207-149-0
1108	4.0	255-207-149-0
1109	0.0	255-115-102-255
1110	0.0	255-115-102-255
1111	2.0	255-166-250-255
1112	0.0	255-115-102-255
1113	0.0	255-115-102-255
1114	0.0	255-115-102-255
1117	4.0	255-207-149-0
1118	4.0	255-207-149-0
1119	4.0	255-207-149-0
1120	6.0	255-251-118-111
1121	6.0	255-251-118-111
1122	2.0	255-166-250-255
1123	0.0	255-115-102-255
1124	2.0	255-166-250-255
1125	0.0	255-115-102-255
1127	1.0	255-176-26-229
1129	1.0	255-176-26-229
1130	1.0	255-176-26-229
1131	1.0	255-176-26-229
1132	1.0	255-176-26-229
1138	6.0	255-251-118-111
1139	6.0	255-251-118-111
1142	4.0	255-207-149-0
1143	1.0	255-176-26-229
1146	4.0	255-207-149-0
1148	4.0	255-207-149-0
1150	4.0	255-207-149-0
1153	6.0	255-251-118-111
1154	6.0	255-251-118-111
1156	6.0	255-251-118-111
1157	6.0	255-251-118-111
1158	6.0	255-251-118-111
1159	0.0	255-115-102-255
1160	2.0	255-166-250-255
1162	4.0	255-207-149-0
1165	4.0	255-207-149-0
1168	4.0	255-207-149-0
1169	4.0	255-207-149-0
1170	4.0	255-207-149-0
1171	4.0	255-207-149-0
1172	4.0	255-207-149-0
1173	6.0	255-251-118-111
1174	6.0	255-251-118-111
1176	6.0	255-251-118-111
1177	6.0	255-251-118-111
1179	6.0	255-251-118-111
1180	6.0	255-251-118-111
1181	6.0	255-251-118-111
1184	2.0	255-166-250-255
1186	2.0	255-166-250-255
1189	4.0	255-207-149-0
1190	0.0	255-115-102-255
1191	0.0	255-115-102-255
1194	0.0	255-115-102-255
1196	6.0	255-251-118-111
1197	6.0	255-251-118-111
1198	6.0	255-251-118-111
1199	2.0	255-166-250-255
1200	2.0	255-166-250-255
1201	6.0	255-251-118-111
1202	2.0	255-166-250-255
1206	2.0	255-166-250-255
1207	2.0	255-166-250-255
1209	2.0	255-166-250-255
1211	0.0	255-115-102-255
1212	0.0	255-115-102-255
1215	2.0	255-166-250-255
1218	2.0	255-166-250-255
1219	2.0	255-166-250-255
1220	2.0	255-166-250-255
1221	2.0	255-166-250-255
1223	0.0	255-115-102-255
1224	2.0	255-166-250-255
1225	0.0	255-115-102-255
1227	2.0	255-166-250-255
1228	1.0	255-176-26-229
1229	1.0	255-176-26-229
1230	4.0	255-207-149-0
1235	4.0	255-207-149-0
1237	4.0	255-207-149-0
1239	4.0	255-207-149-0
1240	1.0	255-176-26-229
1241	4.0	255-207-149-0
1242	4.0	255-207-149-0
1244	4.0	255-207-149-0
1246	4.0	255-207-149-0
1255	2.0	255-166-250-255
1257	4.0	255-207-149-0
1258	0.0	255-115-102-255
1259	4.0	255-207-149-0
1260	0.0	255-115-102-255
1267	1.0	255-176-26-229
1270	4.0	255-207-149-0
1271	4.0	255-207-149-0
1272	4.0	255-207-149-0
1273	2.0	255-166-250-255
1275	0.0	255-115-102-255
1276	2.0	255-166-250-255
1277	0.0	255-115-102-255
1279	1.0	255-176-26-229
1281	1.0	255-176-26-229
1283	7.0	255-139-83-37
1287	4.0	255-207-149-0
1288	6.0	255-251-118-111
1289	6.0	255-251-118-111
1290	0.0	255-115-102-255
1291	0.0	255-115-102-255
1292	0.0	255-115-102-255
1293	0.0	255-115-102-255
1294	0.0	255-115-102-255
1296	0.0	255-115-102-255
1297	0.0	255-115-102-255
1299	1.0	255-176-26-229
1302	4.0	255-207-149-0
1304	4.0	255-207-149-0
1307	7.0	255-139-83-37
1308	4.0	255-207-149-0
1310	6.0	255-251-118-111
1311	6.0	255-251-118-111
1312	6.0	255-251-118-111
1313	6.0	255-251-118-111
1315	6.0	255-251-118-111
1316	6.0	255-251-118-111
1318	0.0	255-115-102-255
1319	6.0	255-251-118-111
1320	6.0	255-251-118-111
1321	0.0	255-115-102-255
1325	4.0	255-207-149-0
1326	4.0	255-207-149-0
1327	4.0	255-207-149-0
1328	4.0	255-207-149-0
1329	4.0	255-207-149-0
1330	4.0	255-207-149-0
1331	2.0	255-166-250-255
1332	4.0	255-207-149-0
1334	0.0	255-115-102-255
1336	6.0	255-251-118-111
1339	6.0	255-251-118-111
1340	6.0	255-251-118-111
1341	2.0	255-166-250-255
1342	2.0	255-166-250-255
1344	2.0	255-166-250-255
1345	2.0	255-166-250-255
1347	4.0	255-207-149-0
1349	4.0	255-207-149-0
1351	4.0	255-207-149-0
1352	2.0	255-166-250-255
1353	2.0	255-166-250-255
1354	6.0	255-251-118-111
1355	6.0	255-251-118-111
1356	6.0	255-251-118-111
1357	2.0	255-166-250-255
1358	2.0	255-166-250-255
1362	0.0	255-115-102-255
1363	0.0	255-115-102-255
1364	0.0	255-115-102-255
1365	0.0	255-115-102-255
1367	2.0	255-166-250-255
1368	2.0	255-166-250-255
1371	0.0	255-115-102-255
1372	2.0	255-166-250-255
1375	0.0	255-115-102-255
1376	4.0	255-207-149-0
1378	4.0	255-207-149-0
1381	4.0	255-207-149-0
1382	4.0	255-207-149-0
1383	4.0	255-207-149-0
1385	4.0	255-207-149-0
1386	4.0	255-207-149-0
1387	4.0	255-207-149-0
1388	4.0	255-207-149-0
1389	2.0	255-166-250-255
1390	2.0	255-166-250-255
1396	4.0	255-207-149-0
1397	4.0	255-207-149-0
1399	4.0	255-207-149-0
1401	0.0	255-115-102-255
1404	2.0	255-166-250-255
1406	0.0	255-115-102-255
1411	4.0	255-207-149-0
1413	4.0	255-207-149-0
1415	0.0	255-115-102-255
1416	1.0	255-176-26-229
1418	7.0	255-139-83-37
1421	6.0	255-251-118-111
1422	6.0	255-251-118-111
1423	6.0	255-251-118-111
1424	0.0	255-115-102-255
1425	0.0	255-115-102-255
1426	0.0	255-115-102-255
1427	0.0	255-115-102-255
1428	0.0	255-115-102-255
1430	0.0	255-115-102-255
1435	4.0	255-207-149-0
1436	4.0	255-207-149-0
1438	4.0	255-207-149-0
1439	4.0	255-207-149-0
1440	4.0	255-207-149-0
1442	6.0	255-251-118-111
1443	6.0	255-251-118-111
1444	6.0	255-251-118-111
1445	6.0	255-251-118-111
1448	0.0	255-115-102-255
1453	4.0	255-207-149-0
1454	4.0	255-207-149-0
1455	4.0	255-207-149-0
1456	4.0	255-207-149-0
1457	4.0	255-207-149-0
1458	4.0	255-207-149-0
1459	6.0	255-251-118-111
1460	6.0	255-251-118-111
1461	6.0	255-251-118-111
1462	6.0	255-251-118-111
1464	6.0	255-251-118-111
1465	6.0	255-251-118-111
1466	6.0	255-251-118-111
1468	4.0	255-207-149-0
1469	4.0	255-207-149-0
1471	4.0	255-207-149-0
1472	4.0	255-207-149-0
1474	4.0	255-207-149-0
1476	2.0	255-166-250-255
1479	0.0	255-115-102-255
1480	6.0	255-251-118-111
1481	6.0	255-251-118-111
1483	6.0	255-251-118-111
1484	6.0	255-251-118-111
1485	6.0	255-251-118-111
1486	6.0	255-251-118-111
1487	2.0	255-166-250-255
1489	2.0	255-166-250-255
1491	2.0	255-166-250-255
1492	4.0	255-207-149-0
1493	2.0	255-166-250-255
1494	0.0	255-115-102-255
1495	2.0	255-166-250-255
1496	0.0	255-115-102-255
1498	0.0	255-115-102-255
1499	0.0	255-115-102-255
1500	0.0	255-115-102-255
1501	0.0	255-115-102-255
1502	6.0	255-251-118-111
1503	0.0	255-115-102-255
1504	0.0	255-115-102-255
1505	6.0	255-251-118-111
1506	6.0	255-251-118-111
1507	2.0	255-166-250-255
1508	2.0	255-166-250-255
1509	6.0	255-251-118-111
1513	4.0	255-207-149-0
1514	1.0	255-176-26-229
1515	4.0	255-207-149-0
1516	4.0	255-207-149-0
1519	4.0	255-207-149-0
1523	4.0	255-207-149-0
1525	4.0	255-207-149-0
1526	4.0	255-207-149-0
1527	4.0	255-207-149-0
1528	4.0	255-207-149-0
1530	1.0	255-176-26-229
1534	4.0	255-207-149-0
1536	4.0	255-207-149-0
1537	4.0	255-207-149-0
1538	4.0	255-207-149-0
1540	4.0	255-207-149-0
1541	4.0	255-207-149-0
1543	0.0	255-115-102-255
1544	2.0	255-166-250-255
1547	4.0	255-207-149-0
1548	4.0	255-207-149-0
1549	2.0	255-166-250-255
1550	2.0	255-166-250-255
1551	2.0	255-166-250-255
1552	2.0	255-166-250-255
1555	1.0	255-176-26-229
1558	1.0	255-176-26-229
1560	4.0	255-207-149-0
1564	0.0	255-115-102-255
1565	0.0	255-115-102-255
1566	0.0	255-115-102-255
1567	0.0	255-115-102-255
1568	1.0	255-176-26-229
1569	1.0	255-176-26-229
1573	4.0	255-207-149-0
1574	4.0	255-207-149-0
1575	4.0	255-207-149-0
1576	4.0	255-207-149-0
1577	4.0	255-207-149-0
1578	4.0	255-207-149-0
1579	4.0	255-207-149-0
1580	4.0	255-207-149-0
1581	4.0	255-207-149-0
1582	6.0	255-251-118-111
1583	6.0	255-251-118-111
1590	6.0	255-251-118-111
1591	6.0	255-251-118-111
1593	6.0	255-251-118-111
1594	6.0	255-251-118-111
1595	6.0	255-251-118-111
1596	6.0	255-251-118-111
1597	6.0	255-251-118-111
1598	6.0	255-251-118-111
1600	6.0	255-251-118-111
1601	2.0	255-166-250-255
1602	2.0	255-166-250-255
1605	4.0	255-207-149-0
1610	4.0	255-207-149-0
1611	2.0	255-166-250-255
1612	4.0	255-207-149-0
1613	6.0	255-251-118-111
1614	6.0	255-251-118-111
1615	2.0	255-166-250-255
1616	6.0	255-251-118-111
1617	6.0	255-251-118-111
1618	4.0	255-207-149-0
1620	4.0	255-207-149-0
1622	2.0	255-166-250-255
1623	4.0	255-207-149-0
1624	4.0	255-207-149-0
1626	2.0	255-166-250-255
1628	2.0	255-166-250-255
1629	6.0	255-251-118-111
1630	6.0	255-251-118-111
1631	6.0	255-251-118-111
1632	6.0	255-251-118-111
1633	6.0	255-251-118-111
1634	2.0	255-166-250-255
1636	2.0	255-166-250-255
1637	2.0	255-166-250-255
1640	2.0	255-166-250-255
1641	2.0	255-166-250-255
1643	2.0	255-166-250-255
1644	6.0	255-251-118-111
1645	6.0	255-251-118-111
1646	0.0	255-115-102-255
1648	6.0	255-251-118-111
1649	6.0	255-251-118-111
1650	6.0	255-251-118-111
1651	2.0	255-166-250-255
1652	2.0	255-166-250-255
1653	2.0	255-166-250-255
1659	2.0	255-166-250-255
1660	2.0	255-166-250-255
1662	6.0	255-251-118-111
1663	2.0	255-166-250-255
1664	1.0	255-176-26-229
1668	2.0	255-166-250-255
1675	4.0	255-207-149-0
1684	4.0	255-207-149-0
1685	4.0	255-207-149-0
1686	2.0	255-166-250-255
1688	1.0	255-176-26-229
1689	1.0	255-176-26-229
1690	4.0	255-207-149-0
1691	4.0	255-207-149-0
1692	4.0	255-207-149-0
1693	4.0	255-207-149-0
1694	4.0	255-207-149-0
1696	2.0	255-166-250-255
1697	0.0	255-115-102-255
1698	2.0	255-166-250-255
1701	1.0	255-176-26-229
1702	2.0	255-166-250-255
1703	2.0	255-166-250-255
1704	2.0	255-166-250-255
1705	2.0	255-166-250-255
1707	0.0	255-115-102-255
1708	0.0	255-115-102-255
1709	1.0	255-176-26-229
1710	7.0	255-139-83-37
1711	7.0	255-139-83-37
1713	1.0	255-176-26-229
1715	4.0	255-207-149-0
1717	6.0	255-251-118-111
1718	0.0	255-115-102-255
1719	0.0	255-115-102-255
1720	2.0	255-166-250-255
1721	0.0	255-115-102-255
1726	4.0	255-207-149-0
1727	4.0	255-207-149-0
1728	4.0	255-207-149-0
1730	4.0	255-207-149-0
1731	4.0	255-207-149-0
1732	4.0	255-207-149-0
1735	4.0	255-207-149-0
1737	6.0	255-251-118-111
1738	6.0	255-251-118-111
1739	6.0	255-251-118-111
1740	6.0	255-251-118-111
1742	6.0	255-251-118-111
1743	2.0	255-166-250-255
1744	2.0	255-166-250-255
1745	0.0	255-115-102-255
1747	4.0	255-207-149-0
1750	4.0	255-207-149-0
1752	6.0	255-251-118-111
1753	6.0	255-251-118-111
1754	6.0	255-251-118-111
1755	6.0	255-251-118-111
1756	6.0	255-251-118-111
1757	6.0	255-251-118-111
1758	6.0	255-251-118-111
1761	6.0	255-251-118-111
1762	6.0	255-251-118-111
1763	6.0	255-251-118-111
1764	6.0	255-251-118-111
1765	6.0	255-251-118-111
1766	2.0	255-166-250-255
1767	5.0	255-134-137-48
1768	2.0	255-166-250-255
1772	4.0	255-207-149-0
1773	4.0	255-207-149-0
1776	4.0	255-207-149-0
1777	4.0	255-207-149-0
1778	2.0	255-166-250-255
1779	0.0	255-115-102-255
1781	6.0	255-251-118-111
1783	6.0	255-251-118-111
1784	2.0	255-166-250-255
1785	9.0	255-255-203-255
1787	4.0	255-207-149-0
1790	2.0	255-166-250-255
1791	2.0	255-166-250-255
1792	2.0	255-166-250-255
1793	2.0	255-166-250-255
1795	2.0	255-166-250-255
