label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_points	cell_id	nucleus_id
345.0	195.76	137.92	20.8	181.92	132.56	5.8	200.4	140.08	27.2	93.0	953.0	778.0
347.0	188.0	141.52	21.2	177.36	131.6	4.9	198.56	150.16	57.0	563.0	1099.0	771.0
349.0	191.12	136.88	18.2	181.52	132.72	5.6	193.84	138.08	21.6	71.0	1253.0	772.0
351.0	211.52	152.48	23.7	210.48	143.52	0.6	222.56	161.68	59.2	455.0	969.0	833.0
353.0	213.12	149.84	20.6	212.48	144.72	0.2	221.2	160.72	53.4	412.0	1123.0	835.0
355.0	215.68	153.52	19.5	204.96	143.76	0.1	223.2	161.44	61.6	499.0	365.0	838.0
357.0	207.36	147.2	14.3	207.12	145.04	0.2	222.08	160.88	41.3	273.0	256.0	653.0
359.0	219.36	154.64	20.2	176.08	117.52	0.1	222.8	162.16	62.5	630.0	835.0	841.0
361.0	218.56	153.92	24.8	196.0	142.56	0.6	222.72	161.84	63.9	514.0	1125.0	1075.0
363.0	215.44	161.6	30.5	212.8	146.08	0.2	221.92	163.92	49.9	358.0	1124.0	1365.0
365.0	221.44	156.16	26.6	194.32	147.12	5.4	223.6	161.84	64.2	524.0	1415.0	1079.0
367.0	210.56	146.64	14.6	210.24	142.8	0.3	223.84	161.92	46.4	280.0	364.0	656.0
369.0	211.92	154.88	18.9	174.88	116.24	0.2	222.0	162.56	62.6	644.0	622.0	834.0
37.0	170.16	175.12	12.7	157.28	164.24	5.4	173.84	189.92	49.3	1323.0	406.0	537.0
371.0	209.84	160.8	18.6	203.52	148.08	0.2	221.52	163.12	64.4	526.0	730.0	832.0
373.0	212.56	159.92	20.8	188.72	148.24	0.1	221.12	180.72	65.5	642.0	995.0	837.0
375.0	216.32	160.08	19.3	203.28	146.08	0.1	221.52	162.96	64.1	541.0	734.0	839.0
377.0	220.32	160.8	23.3	204.16	146.0	0.2	222.0	164.32	64.1	595.0	733.0	1076.0
379.0	223.52	158.08	25.0	193.68	148.16	0.2	224.88	163.68	64.3	551.0	1428.0	1081.0
381.0	215.36	202.96	68.9	195.6	183.28	46.8	225.92	203.36	71.8	1134.0	5858.0	3719.0
385.0	218.24	197.44	67.6	192.96	173.76	41.2	218.32	197.52	72.3	668.0	6859.0	4097.0
387.0	197.6	208.72	30.3	188.88	199.28	29.0	199.92	208.8	42.6	153.0	2140.0	1581.0
389.0	197.84	209.68	37.7	180.16	202.8	25.6	200.08	210.88	57.5	235.0	2630.0	2275.0
39.0	214.8	156.32	27.3	197.92	145.76	0.4	221.36	162.72	63.8	1269.0	1425.0	1070.0
391.0	198.0	209.04	41.5	180.48	201.84	26.3	201.04	212.0	57.8	204.0	2447.0	2276.0
393.0	195.84	202.0	33.7	166.72	190.24	0.0	196.48	208.0	62.8	557.0	1648.0	1532.0
395.0	195.04	195.76	23.6	177.6	189.92	0.1	195.84	208.64	61.1	475.0	1059.0	1218.0
397.0	201.84	204.0	32.5	184.8	184.08	12.2	205.12	207.76	60.9	465.0	2143.0	1885.0
399.0	198.24	200.08	25.0	171.84	187.68	0.4	200.08	207.6	61.0	957.0	1506.0	1223.0
40.0	168.4	196.24	45.5	166.16	182.88	45.5	168.48	196.32	55.2	183.0	3618.0	2522.0
401.0	195.68	209.76	33.7	169.52	190.72	22.6	200.96	211.28	62.2	599.0	2445.0	1938.0
403.0	193.6	210.0	36.7	176.32	180.56	0.1	194.0	210.88	64.0	643.0	2139.0	1937.0
405.0	187.68	208.56	23.4	150.48	184.48	0.0	188.96	213.44	57.4	507.0	1501.0	1251.0
407.0	188.32	203.84	26.3	167.52	188.8	8.1	189.52	208.24	61.8	694.0	1796.0	1212.0
409.0	187.92	199.12	25.6	177.84	194.72	0.1	190.96	207.92	42.5	256.0	1646.0	1211.0
411.0	183.84	194.48	20.8	171.52	192.64	0.1	190.0	209.68	59.4	616.0	1058.0	952.0
413.0	189.36	193.04	18.5	174.72	188.72	0.1	191.76	208.88	62.8	691.0	778.0	957.0
415.0	192.16	198.72	21.0	168.96	191.04	0.2	192.24	208.8	64.3	929.0	1364.0	959.0
417.0	190.96	148.48	42.3	188.8	146.72	42.3	202.32	156.4	53.6	350.0	3205.0	2043.0
419.0	187.2	148.0	44.8	187.2	146.0	44.8	196.88	150.4	53.7	116.0	3534.0	2386.0
42.0	202.8	139.68	40.5	180.64	117.6	10.3	206.0	143.28	53.6	578.0	2842.0	39.0
421.0	188.48	152.0	43.8	180.8	146.64	43.4	197.52	169.68	54.1	583.0	3357.0	2044.0
423.0	192.48	146.0	47.4	191.2	146.0	47.4	200.48	151.92	53.2	210.0	3535.0	2388.0
425.0	194.32	152.48	38.2	184.8	147.68	38.2	195.44	169.52	53.3	283.0	2860.0	1691.0
429.0	185.6	152.4	36.6	176.72	145.84	36.6	195.92	171.84	53.6	476.0	1715.0	1678.0
431.0	204.48	152.72	48.1	198.64	148.32	48.1	204.56	155.68	55.9	92.0	4059.0	2713.0
433.0	204.48	149.6	45.4	189.12	147.52	45.4	204.56	158.24	56.6	195.0	3731.0	2393.0
435.0	212.16	153.84	49.3	197.44	147.68	49.2	212.24	153.92	53.7	61.0	4238.0	2716.0
437.0	214.32	153.92	47.0	196.72	147.52	46.7	214.4	154.08	50.7	60.0	3919.0	2406.0
439.0	213.52	155.12	42.3	199.28	145.28	42.3	213.6	155.2	51.0	125.0	3391.0	2072.0
441.0	207.44	154.08	45.5	198.08	147.04	45.5	207.52	154.16	49.9	41.0	3732.0	2395.0
443.0	202.56	152.16	43.2	194.08	146.48	43.2	202.64	152.24	52.1	88.0	3361.0	2392.0
445.0	209.12	150.72	44.5	195.52	145.68	44.5	209.2	150.8	56.1	124.0	3363.0	2397.0
447.0	213.92	151.52	44.4	194.56	147.52	44.4	214.0	151.6	52.6	113.0	3538.0	2401.0
449.0	213.2	149.28	51.3	197.04	147.04	48.6	213.28	149.68	54.5	104.0	4239.0	2720.0
45.0	185.12	155.92	42.6	185.12	147.28	38.5	193.52	156.0	51.8	229.0	3046.0	0.0
451.0	198.88	150.4	48.7	192.8	145.28	48.7	198.96	150.48	53.2	93.0	3898.0	2712.0
453.0	214.0	157.36	46.7	195.6	144.24	46.7	214.08	157.44	52.5	193.0	3756.0	2402.0
455.0	208.08	156.8	41.1	197.28	147.28	41.1	208.16	156.88	49.5	56.0	3229.0	2062.0
457.0	215.84	157.84	39.8	202.56	130.32	13.6	218.56	158.64	56.2	270.0	2692.0	2070.0
459.0	202.24	155.6	38.0	201.04	149.12	38.0	207.68	156.32	53.6	100.0	2878.0	1697.0
461.0	220.16	146.96	47.1	195.68	146.24	47.1	220.24	148.96	52.3	92.0	4061.0	2726.0
463.0	210.88	154.88	39.2	191.04	146.8	39.2	210.96	154.96	53.8	185.0	2881.0	2064.0
465.0	211.68	158.64	37.1	200.16	129.6	13.7	219.68	197.44	69.0	746.0	1404.0	1708.0
469.0	200.96	145.52	43.5	198.32	143.92	43.5	206.88	152.08	54.6	227.0	3208.0	2055.0
47.0	186.72	186.32	68.3	184.24	173.36	42.4	195.76	191.92	68.4	1193.0	6815.0	4004.0
471.0	215.68	153.28	36.9	202.16	130.24	13.5	218.56	153.36	58.4	450.0	2691.0	1716.0
473.0	200.56	149.28	39.6	200.4	144.16	39.6	206.96	149.36	52.8	157.0	3031.0	2053.0
475.0	221.12	154.0	45.4	199.68	144.16	45.4	221.2	154.08	54.2	255.0	3901.0	2410.0
477.0	220.32	153.12	43.2	201.92	150.0	43.2	220.4	155.92	51.8	105.0	3539.0	2408.0
479.0	220.88	155.68	36.2	199.04	143.76	36.2	220.96	155.76	52.6	425.0	2533.0	1719.0
481.0	198.0	152.0	40.6	198.0	142.64	40.6	205.84	152.08	51.9	199.0	2861.0	2052.0
483.0	172.08	190.8	44.8	166.08	182.64	44.8	172.16	190.88	52.3	80.0	3437.0	2525.0
485.0	170.0	190.96	41.4	165.12	182.32	41.4	170.08	191.04	51.6	95.0	3088.0	2192.0
487.0	175.84	204.0	35.5	167.04	181.92	35.5	175.92	204.08	48.4	116.0	2783.0	1861.0
489.0	169.76	186.16	43.5	164.4	170.96	43.5	173.68	186.24	51.9	243.0	3268.0	2195.0
49.0	189.2	146.88	48.3	189.2	143.76	48.3	196.24	148.96	55.3	192.0	3729.0	2387.0
491.0	167.6	198.48	42.5	165.68	187.36	42.5	170.56	198.56	46.5	95.0	3282.0	2191.0
493.0	172.72	188.24	46.9	167.68	182.24	46.9	172.8	188.32	51.0	44.0	3959.0	2527.0
495.0	176.24	187.76	44.7	167.84	184.08	44.7	176.32	187.84	54.1	101.0	3594.0	2529.0
497.0	175.6	188.64	41.9	166.56	177.52	41.9	175.68	188.72	57.9	206.0	3269.0	2202.0
499.0	175.92	194.72	45.9	166.56	183.44	45.9	176.0	194.8	52.9	79.0	3960.0	2530.0
50.0	185.28	150.0	27.2	185.28	141.76	27.2	200.88	150.08	50.4	619.0	1413.0	1047.0
501.0	175.84	200.32	45.1	161.76	178.96	45.1	175.92	200.4	50.4	207.0	3813.0	2528.0
503.0	180.4	197.2	51.3	172.72	186.48	51.3	180.48	197.28	54.2	82.0	4493.0	2836.0
505.0	172.16	198.48	48.0	164.32	186.0	45.4	172.24	198.56	51.9	177.0	4304.0	2825.0
507.0	177.28	202.8	48.3	158.8	167.84	48.3	177.36	202.88	57.3	324.0	4136.0	2830.0
509.0	176.64	205.76	51.5	170.96	180.56	49.5	177.04	205.84	56.9	181.0	4491.0	2832.0
511.0	180.72	211.76	46.6	178.56	145.2	36.3	201.04	211.84	51.4	869.0	3994.0	2592.0
513.0	177.12	199.84	52.4	176.24	182.72	48.1	191.44	199.92	55.8	176.0	4492.0	2831.0
515.0	175.52	201.2	54.2	175.52	124.56	35.5	199.84	201.28	55.6	964.0	4806.0	3087.0
517.0	188.16	221.6	41.9	176.16	179.36	41.9	198.72	221.68	60.0	918.0	3481.0	2268.0
519.0	169.92	181.76	39.4	166.96	181.76	39.4	175.84	191.68	53.7	112.0	2912.0	2126.0
52.0	184.4	152.48	24.1	184.4	135.28	24.1	202.88	152.56	57.2	702.0	1411.0	1046.0
521.0	167.36	180.08	43.5	163.44	168.08	43.5	178.96	182.48	51.6	409.0	3258.0	2123.0
523.0	173.28	201.36	51.8	173.28	178.32	46.1	185.28	201.44	59.0	417.0	4490.0	2829.0
525.0	152.0	157.84	48.5	150.4	155.6	32.5	175.44	178.0	53.4	497.0	3907.0	2703.0
527.0	146.16	164.24	71.3	142.96	154.56	59.9	154.08	166.88	71.4	87.0	7012.0	100.0
529.0	148.96	162.88	76.7	143.12	153.92	61.7	156.0	163.92	80.0	260.0	7239.0	4263.0
531.0	144.88	163.44	76.2	144.0	144.96	60.4	154.88	164.24	76.3	266.0	7875.0	4258.0
532.0	149.28	197.92	76.2	125.68	185.52	70.4	149.36	226.08	76.3	105.0	7330.0	4396.0
534.0	186.08	220.24	39.8	174.4	169.84	39.8	195.52	220.32	60.3	878.0	3306.0	2266.0
535.0	199.04	121.68	53.1	179.28	117.68	21.0	202.0	129.28	56.0	162.0	2987.0	2913.0
537.0	198.4	122.08	46.8	178.72	119.52	18.7	200.56	128.96	58.0	195.0	2988.0	2298.0
539.0	154.16	120.56	60.0	149.68	116.8	56.2	167.28	128.0	110.5	591.0	5220.0	3157.0
54.0	171.44	194.0	46.1	166.72	176.8	46.1	172.8	194.08	55.0	302.0	3619.0	2524.0
541.0	150.96	119.6	59.8	148.56	119.52	56.9	167.84	128.32	94.8	408.0	5219.0	3155.0
543.0	151.44	117.76	66.0	151.28	117.76	42.2	197.76	171.52	68.3	641.0	5467.0	3444.0
545.0	149.52	122.16	61.7	148.96	117.68	56.1	167.6	127.84	109.3	534.0	5449.0	3154.0
547.0	217.2	123.36	56.2	204.24	117.6	51.6	222.0	158.0	58.2	307.0	4683.0	2922.0
549.0	215.28	124.32	58.2	203.52	118.0	52.1	221.28	162.8	60.8	511.0	4853.0	3180.0
55.0	200.16	117.84	70.1	192.16	104.64	68.3	219.28	120.4	76.0	129.0	6932.0	3808.0
551.0	149.76	213.76	58.0	149.76	164.0	53.4	216.0	221.76	76.4	665.0	5414.0	3395.0
553.0	114.72	144.48	97.3	108.64	139.12	97.3	136.48	155.92	134.5	437.0	10379.0	148.0
555.0	219.36	195.52	65.5	190.32	184.0	54.6	228.48	202.4	73.2	260.0	6101.0	3721.0
557.0	223.92	194.4	66.1	197.92	182.16	66.1	224.0	195.12	73.9	183.0	6342.0	3727.0
559.0	225.76	197.36	54.6	204.32	184.56	50.1	228.8	198.4	67.1	1277.0	4497.0	3113.0
561.0	139.28	183.6	43.4	133.2	158.56	19.3	147.76	190.48	69.4	248.0	1471.0	2439.0
562.0	157.84	180.48	51.8	140.88	158.56	14.8	186.16	185.2	51.9	805.0	1901.0	2763.0
564.0	158.08	121.04	46.7	157.36	121.04	36.3	159.12	132.64	49.1	139.0	3655.0	2284.0
566.0	159.68	123.52	50.2	157.68	122.88	36.1	168.0	137.12	50.3	169.0	4019.0	2611.0
568.0	152.24	128.24	50.8	145.04	118.64	41.2	167.52	132.4	105.7	477.0	4193.0	2632.0
57.0	232.32	138.32	69.2	199.52	137.68	53.5	239.68	181.28	69.5	1254.0	6479.0	3890.0
570.0	154.24	126.32	48.8	145.76	119.68	40.4	169.76	130.72	96.5	452.0	4017.0	2633.0
572.0	177.2	140.4	46.1	177.2	138.4	44.0	192.72	163.2	53.9	401.0	3701.0	2315.0
574.0	178.48	137.76	48.4	178.48	137.36	38.2	191.92	169.44	53.9	748.0	3885.0	2646.0
576.0	176.4	132.8	47.8	176.4	132.8	47.8	196.16	168.48	54.3	456.0	4025.0	2645.0
578.0	174.4	132.64	45.3	174.16	132.64	40.1	193.12	174.88	53.8	971.0	3504.0	2314.0
580.0	183.12	142.24	49.7	182.88	139.68	49.5	211.2	168.16	57.4	225.0	4043.0	2652.0
582.0	179.2	136.48	50.9	179.2	136.48	34.1	193.2	174.72	53.9	425.0	4216.0	2649.0
584.0	178.72	142.24	51.3	178.72	138.0	41.9	191.84	165.92	54.1	370.0	4396.0	2650.0
586.0	178.8	144.88	47.7	178.8	144.88	33.9	198.24	179.92	52.7	590.0	3700.0	2651.0
588.0	177.12	144.32	43.7	177.12	144.32	35.8	202.88	183.2	60.6	897.0	3520.0	2316.0
