label_id	shape_volume_in_microns	shape_extent	shape_surface_area	shape_sphericity
3.0	459.0604436705952	0.1065891852897693	782.2523566195407	0.049791072042263546
4.0	166.20680757546378	0.16895604395604394	274.5007835718856	0.15104947622576348
6.0	208.47573442964975	0.05193181818181818	511.4394631620633	0.036743514303990935
8.0	201.1838406983676	0.14216225478295033	386.6684408031141	0.07918125511208868
9.0	221.53421921121242	0.05605765802871245	435.3218521015706	0.06728257536784467
11.0	128.3128889984128	0.08531945071952883	258.36743323434104	0.10796416444424288
13.0	130.92906461192626	0.16987171505368312	224.63434207755543	0.1710393542176643
14.0	208.38168262843033	0.10793433017842467	440.0742139005668	0.05762271126995727
15.0	181.6031514159108	0.09939711781976288	288.1541620262629	0.15589222098273128
18.0	219.46379996804058	0.08078677698407652	471.79951092819715	0.05186874065427262
20.0	567.9148467473194	0.0002682898778405897	1248.6274809531556	0.018737866959381358
22.0	395.52237376920266	0.10539228723404256	700.195724347598	0.05153901582493263
25.0	375.0318772667859	0.14373504198053985	622.7717744385884	0.0658570052574133
26.0	682.4961727676872	0.08080477532345544	1228.9649246165766	0.028381434990330936
29.0	165.8600315464776	0.09125226604713378	381.07280917811516	0.05622273601461495
30.0	158.59373014205792	0.12606445089997725	294.1150867364535	0.11180790092619944
31.0	411.8426006093839	0.09177463341302283	946.5610033957606	0.022618775165098123
35.0	422.4819706942739	0.1041875990871361	675.5743025153305	0.06547105955957991
36.0	240.66832238991955	0.00012416707263906022	468.4587057123833	0.06372007705069645
37.0	212.0535417250196	0.00010840636617493359	393.9980120295227	0.08314982561867748
38.0	318.3544703890433	0.08673925473461078	616.102820295431	0.04901338400407663
41.0	226.30654836288684	0.11958857553984074	388.19914249271807	0.09901087530015447
42.0	232.6911941068953	0.1505016321044547	422.87024113146055	0.08098244782427827
43.0	262.3066347521169	0.08389203103770032	477.4696846479413	0.0714880608514627
44.0	184.4336627668972	0.15837289029535864	270.5253662938521	0.19431609518760684
45.0	289.5893348038265	0.07964628398638432	531.5980825882313	0.06313457810205964
46.0	386.9265509842788	0.21006805499977768	474.41028867245285	0.1585795351046826
47.0	299.13911157254796	0.1590539057498151	541.3327848361042	0.06379781163727298
51.0	292.71927637910363	0.09189004952101833	513.4441293802705	0.07159380449841676
52.0	234.02071548739937	0.0908248223938895	409.1896459225589	0.0904038802865615
55.0	268.49421957928456	0.09805272184344202	462.4002259508138	0.08246471093316579
56.0	493.9562211557108	0.1458207414884165	746.8552075820269	0.06623995853823011
61.0	418.3372933589009	0.11646043272080615	844.829787313842	0.0328244822026206
62.0	390.6905424575729	0.09573753888219948	694.8407264792894	0.051459122117632115
63.0	198.10508377681546	0.004989451285565403	549.3120704480486	0.026778496401544945
66.0	119.5430383908244	0.06994464085436068	202.19802282380195	0.19551056902831307
67.0	196.19525638470543	0.07656833662931224	323.66084865183007	0.12839818166548586
68.0	137.2574072368374	0.1443677279120317	220.3833538086423	0.1990616463298749
70.0	257.3174106302832	0.15707638325826706	490.27440533142493	0.06354378112628431
88.0	157.77797472331747	0.1401402527732315	277.3261984677249	0.1319995443738509
90.0	89.09392769805874	0.19475664335664336	137.57295879474893	0.3447857836147055
93.0	235.8940738137304	0.08930526489167928	436.45705912794665	0.07569407192139814
94.0	441.92957987704597	0.10780995584724344	873.3370880133258	0.03315986890918051
97.0	179.64661802727684	0.15122270424856402	390.0083269483196	0.06152743723532472
