label_id	clusters
4.0	0
5.0	0
7.0	1
9.0	0
10.0	0
12.0	0
15.0	0
16.0	0
17.0	0
20.0	0
33.0	1
37.0	1
38.0	1
41.0	1
42.0	0
43.0	1
47.0	1
51.0	0
54.0	0
55.0	0
56.0	0
57.0	0
58.0	0
59.0	0
60.0	0
64.0	0
66.0	0
69.0	0
70.0	0
78.0	1
80.0	1
82.0	2
85.0	0
86.0	0
87.0	0
89.0	0
149.0	0
150.0	0
154.0	0
155.0	1
158.0	1
159.0	1
162.0	3
164.0	0
169.0	0
172.0	0
174.0	0
175.0	0
177.0	0
179.0	0
180.0	0
183.0	0
184.0	1
186.0	0
188.0	0
189.0	0
191.0	0
192.0	0
193.0	0
195.0	1
196.0	1
200.0	1
202.0	1
206.0	1
208.0	3
210.0	0
211.0	0
213.0	1
214.0	4
220.0	1
222.0	0
224.0	0
227.0	0
228.0	2
229.0	0
231.0	0
232.0	0
233.0	0
235.0	0
236.0	0
237.0	0
238.0	0
239.0	0
240.0	0
241.0	1
244.0	1
246.0	1
248.0	1
249.0	4
252.0	1
254.0	0
255.0	0
257.0	0
259.0	1
261.0	0
262.0	0
263.0	1
264.0	1
267.0	1
273.0	2
274.0	0
275.0	2
276.0	0
277.0	0
278.0	0
282.0	1
283.0	4
284.0	1
285.0	0
286.0	1
289.0	0
295.0	1
296.0	1
297.0	1
299.0	1
300.0	1
301.0	3
302.0	1
304.0	2
306.0	0
315.0	3
316.0	1
317.0	2
319.0	0
320.0	0
323.0	0
324.0	0
325.0	0
326.0	0
327.0	0
328.0	0
332.0	1
334.0	1
343.0	1
344.0	0
345.0	0
349.0	4
351.0	1
352.0	4
353.0	1
354.0	4
355.0	1
357.0	4
359.0	0
360.0	4
361.0	1
362.0	1
364.0	1
365.0	1
366.0	1
367.0	0
368.0	0
370.0	0
371.0	0
373.0	0
378.0	1
380.0	1
381.0	1
383.0	1
384.0	1
387.0	1
392.0	1
393.0	1
395.0	0
396.0	0
397.0	0
398.0	0
402.0	1
404.0	1
405.0	1
406.0	4
407.0	4
409.0	1
410.0	1
411.0	1
412.0	1
416.0	1
422.0	2
423.0	0
426.0	4
427.0	0
429.0	0
432.0	4
433.0	0
434.0	0
435.0	2
440.0	0
442.0	0
447.0	0
449.0	2
450.0	0
451.0	0
452.0	0
453.0	0
454.0	5
455.0	1
465.0	1
470.0	4
471.0	0
472.0	0
473.0	0
474.0	1
478.0	1
481.0	4
486.0	4
488.0	4
491.0	0
492.0	0
495.0	0
496.0	0
497.0	1
498.0	1
501.0	4
503.0	0
506.0	0
508.0	1
513.0	4
516.0	1
519.0	0
520.0	0
521.0	0
523.0	0
524.0	0
527.0	0
529.0	0
532.0	1
533.0	1
536.0	1
537.0	1
538.0	1
540.0	1
541.0	1
542.0	2
543.0	2
544.0	2
545.0	0
548.0	4
552.0	0
553.0	0
554.0	0
555.0	1
556.0	2
560.0	0
561.0	0
562.0	0
563.0	2
564.0	2
565.0	2
566.0	2
567.0	0
569.0	0
570.0	0
578.0	4
583.0	4
587.0	1
590.0	4
592.0	4
594.0	4
595.0	4
597.0	0
601.0	1
602.0	0
607.0	1
610.0	4
611.0	1
612.0	1
613.0	1
616.0	1
619.0	1
620.0	1
621.0	1
622.0	1
623.0	0
624.0	0
626.0	0
627.0	0
628.0	0
634.0	0
636.0	0
645.0	2
650.0	0
653.0	0
655.0	4
656.0	0
657.0	0
659.0	6
660.0	2
664.0	2
665.0	2
667.0	0
668.0	0
671.0	0
672.0	0
674.0	2
675.0	2
677.0	0
678.0	0
682.0	0
683.0	0
687.0	0
688.0	0
690.0	1
694.0	1
698.0	1
702.0	0
703.0	4
707.0	4
714.0	4
715.0	0
718.0	4
719.0	4
721.0	0
726.0	1
728.0	1
731.0	1
732.0	6
733.0	0
734.0	0
735.0	0
736.0	0
739.0	0
740.0	0
743.0	4
747.0	4
749.0	4
751.0	4
752.0	7
754.0	1
755.0	1
756.0	1
759.0	2
762.0	1
763.0	4
765.0	0
767.0	6
769.0	6
773.0	2
775.0	0
778.0	0
779.0	0
780.0	0
782.0	0
783.0	0
784.0	0
785.0	0
787.0	0
789.0	2
791.0	2
792.0	2
793.0	2
796.0	2
797.0	2
799.0	2
801.0	0
803.0	0
805.0	0
809.0	1
811.0	1
816.0	0
817.0	0
823.0	1
829.0	4
830.0	4
831.0	0
832.0	0
833.0	0
835.0	1
836.0	7
837.0	0
838.0	2
839.0	0
840.0	0
841.0	2
851.0	1
852.0	1
853.0	1
854.0	1
856.0	6
857.0	6
858.0	0
859.0	6
861.0	0
862.0	0
865.0	0
866.0	0
868.0	1
875.0	4
876.0	4
879.0	4
880.0	4
883.0	7
884.0	7
886.0	4
887.0	6
889.0	6
891.0	6
892.0	6
897.0	4
899.0	4
900.0	4
901.0	0
904.0	6
905.0	6
906.0	2
909.0	8
910.0	2
911.0	2
912.0	6
913.0	2
915.0	2
916.0	2
918.0	4
921.0	0
923.0	2
924.0	2
925.0	2
926.0	0
928.0	0
929.0	2
932.0	0
933.0	0
934.0	0
937.0	2
938.0	0
940.0	2
941.0	0
942.0	2
944.0	1
946.0	1
947.0	1
948.0	1
949.0	4
950.0	4
951.0	2
952.0	2
954.0	1
955.0	4
957.0	0
958.0	4
961.0	4
962.0	0
963.0	0
964.0	0
965.0	0
966.0	0
967.0	1
968.0	4
969.0	4
970.0	4
972.0	4
974.0	0
975.0	0
976.0	2
977.0	2
981.0	1
982.0	1
984.0	1
985.0	1
989.0	7
990.0	4
993.0	6
997.0	6
998.0	6
1000.0	0
1001.0	0
1002.0	0
1006.0	4
1010.0	4
1011.0	4
1013.0	4
1014.0	6
1016.0	7
1017.0	7
1019.0	4
1022.0	6
1024.0	6
1026.0	6
1027.0	0
1028.0	0
1029.0	2
1030.0	0
1031.0	2
1033.0	4
1036.0	4
1037.0	4
1038.0	4
1039.0	4
1040.0	6
1042.0	6
1045.0	6
1047.0	0
1048.0	6
1049.0	6
1050.0	6
1051.0	6
1054.0	6
1055.0	6
1056.0	2
1057.0	2
1058.0	2
1060.0	0
1061.0	0
1062.0	0
1063.0	0
1064.0	0
1065.0	6
1066.0	2
1068.0	2
1069.0	0
1070.0	0
1071.0	2
1073.0	0
1074.0	0
1078.0	0
1083.0	4
1084.0	4
1085.0	1
1089.0	1
1091.0	4
1093.0	1
1095.0	4
1096.0	1
1097.0	4
1099.0	2
1100.0	2
1101.0	4
1102.0	4
1104.0	4
1105.0	4
1106.0	4
1109.0	4
1110.0	4
1111.0	4
1112.0	4
1113.0	4
1115.0	4
1116.0	0
1117.0	0
1118.0	2
1119.0	0
1120.0	0
1121.0	0
1124.0	4
1125.0	4
1126.0	4
1127.0	6
1128.0	6
1129.0	2
1130.0	0
1131.0	2
1132.0	0
1134.0	1
1136.0	1
1137.0	1
1138.0	1
1139.0	1
1145.0	6
1146.0	6
1149.0	4
1150.0	1
1153.0	4
1155.0	4
1157.0	4
1160.0	6
1161.0	6
1163.0	6
1164.0	6
1165.0	6
1166.0	0
1167.0	2
1169.0	4
1172.0	4
1175.0	4
1176.0	4
1177.0	4
1178.0	4
1179.0	4
1180.0	6
1181.0	6
1183.0	6
1184.0	6
1186.0	6
1187.0	6
1188.0	6
1191.0	2
1193.0	2
1196.0	4
1197.0	0
1198.0	0
1201.0	0
1203.0	6
1204.0	6
1205.0	6
1206.0	2
1207.0	2
1208.0	6
1209.0	2
1213.0	2
1214.0	2
1216.0	2
1218.0	0
1219.0	0
1222.0	2
1225.0	2
1226.0	2
1227.0	2
1228.0	2
1230.0	0
1231.0	2
1232.0	0
1234.0	2
1235.0	1
1236.0	1
1237.0	4
1242.0	4
1244.0	4
1246.0	4
1247.0	1
1248.0	4
1249.0	4
1251.0	4
1253.0	4
1262.0	2
1264.0	4
1265.0	0
1266.0	4
1267.0	0
1274.0	1
1277.0	4
1278.0	4
1279.0	4
1280.0	2
1282.0	0
1283.0	2
1284.0	0
1286.0	1
1288.0	1
1290.0	7
1294.0	4
1295.0	6
1296.0	6
1297.0	0
1298.0	0
1299.0	0
1300.0	0
1301.0	0
1303.0	0
1304.0	0
1306.0	1
1309.0	4
1311.0	4
1314.0	7
1315.0	4
1317.0	6
1318.0	6
1319.0	6
1320.0	6
1322.0	6
1323.0	6
1325.0	0
1326.0	6
1327.0	6
1328.0	0
1332.0	4
1333.0	4
1334.0	4
1335.0	4
1336.0	4
1337.0	4
1338.0	2
1339.0	4
1341.0	0
1343.0	6
1346.0	6
1347.0	6
1348.0	2
1349.0	2
1351.0	2
1352.0	2
1354.0	4
1356.0	4
1358.0	4
1359.0	2
1360.0	2
1361.0	6
1362.0	6
1363.0	6
1364.0	2
1365.0	2
1369.0	0
1370.0	0
1371.0	0
1372.0	0
1374.0	2
1375.0	2
1378.0	0
1379.0	2
1382.0	0
1383.0	4
1385.0	4
1388.0	4
1389.0	4
1390.0	4
1392.0	4
1393.0	4
1394.0	4
1395.0	4
1396.0	2
1397.0	2
1403.0	4
1404.0	4
1406.0	4
1408.0	0
1411.0	2
1413.0	0
1418.0	4
1420.0	4
1422.0	0
1423.0	1
1425.0	7
1428.0	6
1429.0	6
1430.0	6
1431.0	0
1432.0	0
1433.0	0
1434.0	0
1435.0	0
1437.0	0
1442.0	4
1443.0	4
1445.0	4
1446.0	4
1447.0	4
1449.0	6
1450.0	6
1451.0	6
1452.0	6
1455.0	0
1460.0	4
1461.0	4
1462.0	4
1463.0	4
1464.0	4
1465.0	4
1466.0	6
1467.0	6
1468.0	6
1469.0	6
1471.0	6
1472.0	6
1473.0	6
1475.0	4
1476.0	4
1478.0	4
1479.0	4
1481.0	4
1483.0	2
1486.0	0
1487.0	6
1488.0	6
1490.0	6
1491.0	6
1492.0	6
1493.0	6
1494.0	2
1496.0	2
1498.0	2
1499.0	4
1500.0	2
1501.0	0
1502.0	2
1503.0	0
1505.0	0
