label_id	shape_volume_in_microns	shape_extent	shape_surface_area	shape_sphericity
14.0	128.3128889984128	0.08531945071952883	272.5707096112073	0.09195077324018255
17.0	130.92906461192626	0.16987171505368312	228.0238298403553	0.1635248640273674
70.0	118.62747289732044	0.07032221898572096	195.06455985135446	0.2144311203618039
71.0	196.19525638470546	0.07656833662931224	334.5803763412204	0.11623260814398531
83.0	89.09392769805874	0.19475664335664336	144.39342469874543	0.2981991029882176
92.0	79.69002719245327	0.05075168132542025	225.36540211097002	0.06274781254947234
95.0	145.79372786180596	0.14969374241253725	240.61974731502724	0.17255845983179366
111.0	169.81148681403917	0.036515526424949596	292.2830498730154	0.13060975394925278
120.0	101.4492632990757	0.1831951530612245	152.2381946524188	0.3298977042505583
146.0	84.39389686977069	0.15649209976200815	137.02445302923712	0.3130979496697371
147.0	83.41818940813997	0.0530293601579411	153.8018389947408	0.2163163304395096
168.0	154.03381730334175	0.08974100912506709	340.8490423918152	0.06776388481338187
181.0	73.20493156550967	0.09613581367211131	144.30657038725454	0.2016855275827463
194.0	98.76014955400427	0.13477368770300002	166.18078861656895	0.24036620378673143
217.0	100.70324697103543	0.0468128390596745	227.72356541168685	0.09712150338205802
233.0	97.98726128275842	0.07631659594824558	193.500470313626	0.14988063952421862
248.0	86.33059620508622	0.03902656300615484	175.1850334844887	0.15678006939066816
249.0	82.74639082800078	0.14313889552952427	133.77229089515743	0.3234834006222446
250.0	101.8689774596198	0.17153747864104238	157.1624824328007	0.30233583579301676
251.0	127.6250952139846	0.22469766058683585	187.51970015974575	0.2793726143569572
253.0	88.07919193796279	0.036329277072060566	184.02324620210885	0.14079296480675998
255.0	64.80233084839736	0.09332883662385578	121.09795539502645	0.2674380492835393
256.0	104.95925092826005	0.08149380132855641	164.33389030095785	0.28074524488391456
266.0	141.3099521955056	0.05700037473249984	248.28099173052175	0.1475595961782353
267.0	74.37258147860872	0.11970543742089887	142.76288735206757	0.2149968599607499
269.0	72.20555120153118	0.18586133069828722	115.07864669589566	0.3869094263777031
278.0	90.93529561581167	0.11611846405228758	160.89008977934427	0.22455847861949096
279.0	108.59080211004101	0.27399498258109717	162.4663073941779	0.31099150521875707
280.0	92.94877193171455	0.19607462054035377	152.79966053362827	0.2738876927518894
282.0	77.43598300404341	0.1850611620795107	131.05903775619237	0.30125695361547145
