spot_id	z	y	x
1	5.478897136797455	180.96492046659597	179.95435843054082
2	11.736060783167739	137.67574517825832	181.6036469900643
3	8.435112692763939	145.0359193357058	194.08569395017793
4	12.668498942917548	160.82367864693447	173.12389006342497
5	19.64843592330979	187.65023881601076	146.61876892028255
6	15.177993527508091	172.95181877022654	169.19114563106797
7	13.408289054197661	172.48272051009565	202.14546227417642
8	19.04103896103896	206.99086868686868	166.3921500721501
9	21.94666666666667	121.6208695652174	198.26573913043478
10	20.50783024506874	141.74986252241482	197.4683084279737
11	21.763301400147384	162.55504789977894	206.70868091378043
12	18.533565520243798	180.59674357858077	156.31575097953854
13	18.525685425685428	171.58522366522368	161.72733044733044
14	22.424090006618133	178.42869622766378	201.7296095301125
15	18.351719487525287	188.28299393122052	188.91069453809843
16	24.052277819268113	195.4841523525019	214.61795369678865
17	28.836387959866222	133.981110367893	178.1354381270903
18	23.42660489741893	141.82649900727995	204.43891462607547
19	25.277632484514797	156.02543702684102	183.29503097040603
20	27.484937979917305	145.8697223862965	206.43194329592438
21	25.179930795847753	187.66560553633218	139.2157785467128
22	27.07597254004577	199.3318077803204	163.92823798627003
23	31.691994917407882	141.05392630241425	199.9754002541296
24	29.179877300613498	165.81712883435583	190.7198036809816
25	28.919623824451413	177.3129028213166	174.83475862068966
26	34.09593709043251	115.98888597640891	174.7107732634338
27	33.41693121693122	119.77396825396825	194.91386243386245
28	34.971428571428575	162.3099823633157	131.77171075837742
29	37.07457824316463	164.85510180337405	159.5964165212333
30	36.68144726712856	183.57801385681293	142.51725943033102
31	36.502877275396365	170.19358778625957	172.6874456840869
32	41.4936678614098	120.39244922341697	159.11589008363202
33	40.979962663347855	118.84485376477909	208.2242190416926
34	41.57455325232309	142.940042887777	138.39874195854182
35	42.095308641975315	124.42014814814814	153.36118518518518
36	42.93622001170275	134.72992393212405	166.0144645991808
37	40.60836891545688	140.89345858240821	184.3806660973527
38	40.90300300300301	126.83795795795795	202.37765765765766
39	41.157779133618064	138.85969493593655	203.72383160463698
40	38.46777408637874	149.7249169435216	134.60093023255814
41	38.779104477611945	146.24179104477614	137.2823880597015
42	42.29914417379855	148.2383673469388	224.30778143515474
43	40.07487073422958	146.35069286452946	237.51462254395037
44	39.71113801452785	179.88261501210656	205.46769975786924
45	40.64405458089669	203.7250162443145	203.97640025990904
46	46.577655677655684	115.3928205128205	161.57553113553112
47	42.20397140587768	117.10779984114377	203.21855440826053
48	46.75314009661836	164.44270531400966	140.73816425120773
49	44.85985185185186	179.6099160493827	162.62984691358025
50	45.29590909090909	206.78854545454547	152.2529090909091
51	43.03781861292235	207.07528156490812	165.7334439834025
52	45.49363745498199	202.0442737094838	168.80614645858344
53	42.83203714451538	190.6715264074289	200.50126523505514
54	43.357989228007185	218.6858168761221	164.2743267504488
55	43.63760683760684	221.30735042735043	166.75555555555556
56	44.70073710073711	214.99990171990171	206.92520884520883
57	48.525597964376594	127.30870229007634	147.77551145038169
58	53.73722025912839	202.97093050647823	153.1221672555948
59	52.23939216832262	198.7749853886616	155.39113968439509
60	49.44146079484426	202.47664876476907	183.899291084855
61	49.552303523035235	202.96914905149055	212.3977886178862
