label_id	cell_id
1.0	
2.0	22211.0
3.0	22211.0
4.0	22211.0
5.0	22546.0
6.0	22546.0
7.0	22545.0
8.0	22545.0
9.0	22545.0
10.0	22545.0
11.0	22545.0
12.0	22545.0
13.0	22545.0
14.0	22545.0
15.0	22545.0
16.0	22214.0
17.0	22214.0
18.0	22546.0
19.0	22546.0
20.0	22214.0
21.0	22211.0
22.0	22211.0
23.0	22211.0
24.0	22214.0
25.0	22214.0
26.0	22214.0
27.0	22214.0
28.0	22545.0
29.0	22545.0
30.0	22545.0
31.0	22545.0
32.0	22545.0
33.0	22546.0
34.0	22546.0
35.0	22545.0
36.0	22545.0
37.0	22545.0
38.0	22545.0
39.0	0.0
40.0	22546.0
41.0	22546.0
42.0	22546.0
43.0	22546.0
44.0	22549.0
45.0	22549.0
46.0	22549.0
47.0	22549.0
48.0	22549.0
49.0	22546.0
50.0	0.0
51.0	0.0
52.0	22549.0
53.0	22549.0
54.0	22549.0
55.0	22546.0
56.0	22549.0
57.0	22546.0
58.0	22549.0
59.0	22545.0
60.0	22549.0
61.0	22549.0
62.0	22549.0
63.0	22545.0
64.0	22546.0
65.0	0.0
66.0	22549.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	22541.0
71.0	22541.0
72.0	22549.0
73.0	22549.0
74.0	23295.0
75.0	23132.0
76.0	23132.0
77.0	22827.0
78.0	23132.0
79.0	23132.0
80.0	23132.0
81.0	23132.0
82.0	23132.0
83.0	23132.0
84.0	23132.0
85.0	23132.0
86.0	23132.0
87.0	22827.0
88.0	23132.0
89.0	23132.0
90.0	23132.0
91.0	23132.0
92.0	23132.0
93.0	23132.0
94.0	22541.0
95.0	22827.0
96.0	22827.0
97.0	22827.0
98.0	22827.0
99.0	23132.0
100.0	23132.0
101.0	23132.0
102.0	23295.0
103.0	23295.0
104.0	23295.0
105.0	23295.0
106.0	0.0
107.0	23295.0
108.0	23295.0
109.0	23295.0
110.0	23295.0
111.0	23295.0
112.0	23295.0
113.0	23295.0
114.0	23295.0
115.0	23295.0
116.0	23296.0
117.0	23296.0
118.0	23296.0
119.0	23296.0
120.0	23296.0
121.0	23296.0
122.0	23296.0
123.0	22826.0
124.0	22826.0
125.0	22826.0
126.0	22826.0
127.0	22827.0
128.0	23132.0
129.0	23295.0
130.0	23132.0
131.0	23295.0
132.0	22541.0
133.0	22826.0
134.0	0.0
135.0	0.0
136.0	0.0
137.0	23295.0
138.0	22826.0
139.0	22827.0
140.0	23296.0
141.0	23296.0
142.0	23296.0
143.0	23296.0
144.0	23296.0
145.0	23296.0
146.0	23296.0
147.0	23296.0
148.0	23296.0
149.0	23296.0
150.0	23296.0
151.0	0.0
152.0	0.0
153.0	0.0
154.0	0.0
155.0	0.0
156.0	0.0
157.0	23199.0
158.0	23199.0
159.0	0.0
160.0	0.0
161.0	0.0
162.0	23199.0
163.0	23199.0
164.0	23531.0
165.0	23531.0
166.0	23199.0
167.0	23531.0
168.0	23531.0
169.0	23199.0
170.0	23531.0
171.0	23199.0
172.0	24723.0
173.0	24723.0
174.0	24723.0
175.0	24723.0
176.0	24723.0
177.0	24723.0
178.0	22541.0
179.0	22545.0
180.0	22545.0
181.0	22545.0
182.0	22826.0
183.0	23531.0
184.0	24723.0
