"label_id"	"anchor_x"	"anchor_y"	"anchor_z"	"bb_min_x"	"bb_min_y"	"bb_min_z"	"bb_max_x"	"bb_max_y"	"bb_max_z"	"shape_pixelsize"	"shape_surface_area"	"shape_sphericity"	"shape_mean_intensity"	"shape_st_dev_intensity"	"shape_ratio_volume"	"shape_ratio_mean_intensity"	"shape_ratio_stdev_intensity"	"shape_heterochromatin_mean_distance"	"shape_heterochromatin_st_dev_distance"	"region_vnc"
13	161.872317206755	171.579663167503	18.758707211319	157.92	168.72	15.2	165.36	174.72	21.7	175280	148.45846418794	0.434972860098163	172.866622746223	18.9131754097647	1.55929304051815	0.903930290077576	0.996540624010014	0.290134780296622	0.235472399271414	0
14	201.723300381476	178.416372287625	22.7277585216785	198.8	175.36	19.5	205.04	180.8	25.3	97516	105.244140465875	0.377894265957472	173.989736314016	25.6301712130911	1.58755089130348	0.832143878244602	0.984012608392398	0.25881190775907	0.231297891082318	0
15	188.893480037199	188.282869293544	18.5982832304108	185.6	185.2	15	191.6	191.76	21.8	95703	108.218086713234	0.334783365511347	173.646649337003	22.8240123195409	1.56349180078529	0.862299156092351	0.933086519893129	0.267013025229897	0.23953569857664	0
16	214.683215311961	195.442636615777	24.1918580245371	212.16	191.92	19.8	218	199.2	27.7	80042	124.155396288142	0.155078425697765	165.991256639588	18.3087895031143	0.0511573714112222	0.794591800036205	1.8090522866068	0.0318324868190601	0.0218483498168873	0
17	178.130598505307	134.216214281228	28.9784980845318	175.12	131.04	23	181.12	139.28	33.9	191076	295.447249233466	0.0655737771184099	172.716007631366	17.145669824586	0.867010586375808	0.925297030622119	1.05198748519618	0.226054492226731	0.209664019187333	0
18	204.478182895851	142.017039796782	23.5981922099915	201.92	139.04	20.9	207.12	144.4	26.5	94480	94.783942026915	0.4856101884947	173.104963901603	19.3029037358676	1.88019755716642	0.897278935848439	0.938126799272799	0.285523211367398	0.248443440229121	0
19	183.31150904682	156.251028725984	25.4265004196978	179.6	154.72	22.5	187.76	157.76	28.5	85776	98.9984835689475	0.350506235020617	173.053290695039	20.1574148812175	1.92904930354564	0.877738388802909	0.897917087231706	0.278415696928064	0.243703989598401	0
20	206.443567143034	146.135661731846	27.5935172243299	203.2	143.6	24.7	209.52	148.48	30.4	105171	98.6469773652047	0.532044360274455	176.994265744825	22.9990653519493	1.43142838908232	0.855048086906146	0.987035859624761	0.253952735050142	0.233873557348964	0
21	139.453837765847	187.665970227938	25.3478017785547	137.6	185.36	20.5	141.2	189.52	29.9	72081	101.054406347679	0.231720167360283	153.838044903169	20.182817995286	0.237816003620268	0.845580094963952	1.64220712160481	0.214250479687142	0.217536441742305	0
22	164.037467078065	199.316089297598	27.211143041523	161.76	196.96	23.2	166.32	202	31.5	99174	105.047254946847	0.393055481524924	176.328366032291	18.4433763211914	1.50302674064078	0.906300721351547	0.99115191443932	0.252174456724213	0.233098154848753	0
23	199.97191361751	141.312882986388	31.7409966311608	196.96	138.96	29	202.56	143.92	34.8	102706	96.3786150029855	0.545835665143627	176.186904310773	18.8700979306925	1.40747219843039	0.898091128381864	0.988804059552439	0.229138661006938	0.212751369540714	0
24	190.754476048942	165.890397582603	29.1532937038688	187.36	162.88	26.3	193.92	168.72	31.3	100935	102.109652875923	0.44329771911425	175.648885797411	20.3699254395599	1.60885244283972	0.8757654037866	0.986734436877251	0.285718728150194	0.254178653244155	0
25	174.817000987611	177.322944058201	28.9145824166153	172.56	172.88	26.4	177.04	180.88	31.5	102267	103.454034932065	0.437563464592321	176.912339548274	21.4727572903331	1.53586283532075	0.877999658783734	0.927230931874871	0.280379933359926	0.248921937029909	0
26	174.707588451268	116.168252670227	34.172928487984	172.64	113.84	32.2	176.64	118	36.6	47936	74.1372823541129	0.261231725202951	166.903013483744	16.4103776698567	0.802182096982481	0.904691349920457	1.21729039325958	0.24265791696761	0.208524035870219	0
27	194.922710582302	119.938980379797	33.4834528405957	193.68	118.56	30	196.56	121.12	39.9	25382	66.7129536049509	0.100515605866406	150.717137993432	18.2608695253068	0.409855327068666	0.886179545490216	1.51839726369779	0.218402333201179	0.221161203910812	0
28	132.008252498447	162.506670430806	35.0455225566033	129.52	160.56	32.1	133.76	164.24	39.1	35422	107.578756959628	0.0466087556210043	167.385219972238	19.3298961689965	0.329803321264767	0.88507548597958	1.42344040621001	0.136066671700683	0.156590911670089	0
29	159.827458167331	164.973328780118	37.275546385885	157.28	162.64	33.1	162.32	168	40.9	105420	105.305963539797	0.440850367449586	177.359311937259	22.5889413341257	1.37037185473151	0.861689808808329	0.943755864951745	0.241121003425806	0.229316120901817	0
30	142.755083186347	183.595267197407	36.7915180912428	140.24	180.48	33.9	145.68	186.48	39.9	83908	95.0294764103245	0.380052900422984	169.493894331595	18.3335298742597	1.77857669577786	0.896527540909916	0.999113307755552	0.23991317571005	0.217775395555062	0
31	172.681163410221	170.195742405921	36.6434233136644	170.64	166.4	34	175.44	174.24	39.5	109987	107.516474185427	0.450889365376296	179.067652149389	23.1809637551898	1.54868889492132	0.860478403213805	0.961972432171973	0.246309556776233	0.222838627365527	0
32	159.37646421355	120.560577004974	41.7207723603019	156.08	117.68	37.4	163.76	122.8	44.9	110363	119.177289484251	0.333297135997839	166.046126183732	20.2514225647401	0.326708297522201	0.860274697468704	1.49332519416461	0.226483113035581	0.205971856263272	0
33	208.309179445842	119.01486651063	41.1759864811056	204.8	116.08	37.9	211.44	122.8	43.9	102967	199.488311820937	0.0618665752084224	172.451776139163	14.797835770823	0.324890740576343	0.929294022958344	1.28100471109342	0.135966570835973	0.158105906817137	0
34	138.629876940242	143.221273477067	41.8190179284394	135.52	139.44	37.9	141.76	147.44	46.3	91419	137.527157499357	0.148774948730775	173.58036525701	16.7729647856997	0.320432245482524	0.884131548506382	1.41415203520233	0.186855221912084	0.198509122957609	0
35	153.627234074323	124.639337775538	42.352606528921	150.4	122.32	38.7	156.64	127.12	47	107154	118.04815287534	0.322857514950722	173.597411026432	19.1160507576988	0.375718710541061	0.884305109894856	1.37172549927246	0.239192940613264	0.224960803948035	0
36	166.07225745334	134.949799513586	43.2310931564996	163.36	131.84	39.4	168.56	137.84	46.9	109783	118.17848033806	0.338272978225905	176.418233624892	22.2999649043037	1.24970091328523	0.870571658484143	0.913468701855935	0.278165919945433	0.247935528160521	0
37	184.397475874201	141.1407804393	40.7348826536466	182.08	138.88	37.1	187.44	143.52	43.2	78443	90.1265414231653	0.389370096001914	176.401083215799	21.8996263465642	1.20901962530189	0.865006106313135	0.951980850275295	0.260271816458845	0.234471163516753	0
38	202.386851558434	127.077143352802	41.1057225466952	199.84	124.08	39.1	205.36	129.92	43.4	86465	87.2960657478625	0.520605795978211	170.975606464517	19.9937162271871	1.77418343932539	0.882361571588241	0.973594233972579	0.250731169612326	0.225658945493654	0
39	203.780459934454	139.083290657407	41.3519324860042	201.12	135.2	39	206.48	142.08	44.3	107711	105.147294838972	0.462049073172122	176.08518407467	22.5057823375262	1.18302696068765	0.851374142227016	0.94956918353571	0.249463332257874	0.235332747463029	0
40	134.84225899138	149.979268800158	38.6385366095314	133.36	148	37.2	136.8	151.6	39.9	20186	44.8846459700979	0.208746617622921	163.93534652506	18.8415304260261	0.282805522964343	0.868578322475511	1.45310500042928	0.144532131255043	0.151559544008959	0
41	137.516833535228	146.488171958194	38.9060005070851	135.6	144.64	36.5	139.12	148.4	42.7	35497	72.2775861620779	0.154591176468994	170.435677042286	16.2316589035066	0.35333807658224	0.89443955494824	1.38497432845186	0.244283165544926	0.262352117338374	0
42	224.405056440801	148.474010213585	42.4886535056748	221.04	146.48	39.8	227.92	150.48	44.9	97713	90.1317819414737	0.604051900061874	177.090404333564	22.0046353421694	2.10076135140756	0.870430892509664	0.8808976531546	0.273439557159826	0.238024598460788	0
43	237.615628777908	146.607477716745	40.2488253512913	233.6	142.8	37.4	240.64	150.64	43	126889	153.173739072435	0.207493570594409	174.727306647717	16.8928746383718	0.852171743751324	0.898655368293557	0.970071228050944	0.21332617025609	0.216996477113449	0
44	205.508914154016	179.887475614514	39.880067871045	202.88	176.4	37.3	208	183.04	43.2	110209	106.061120532221	0.471604360114812	175.911691869334	23.7931722728866	1.37702943075602	0.840383197619842	0.962411175335945	0.235593395914105	0.212159976107069	0
45	204.021290778631	203.770272002789	40.8245557804224	201.12	201.12	37.8	206.96	206.16	43.4	103271	101.110780787781	0.477943647989492	174.364501360245	25.278297160445	1.80854350608219	0.839980689339462	1.09382099432868	0.247907751197538	0.225293554377942	0
46	161.718015654938	115.545860650259	46.8623219510746	156.96	112.72	43.4	165.76	118.56	49.4	134654	155.447656271896	0.223613646649781	174.896995097448	19.1308124296974	0.961474714497939	0.890900918681578	0.994259634190218	0.236622513078046	0.232335406978435	0
47	203.261260370524	117.260974523384	42.3997173343775	200.64	114.16	40	206.16	120	44.9	81722	91.4700844927318	0.404252816150287	175.250408307722	13.3096187786479	0.039902294574762	0.88775882096087	2.09569448941173	0.0263196063044092	0.0244019852522761	0
48	140.96633017729	164.551911484471	47.0431712743562	138.4	161.84	43.1	144.72	167.6	51.2	100231	122.743789641482	0.251662128151301	174.79206322622	23.2211098695967	1.41212936250784	0.832878454560103	0.934126241887135	0.209109236487671	0.212422912452795	0
49	162.759468616234	179.637201927413	45.1201183666042	160.32	176.08	42.2	165.52	183.36	47.7	126387	115.373505145737	0.481835585003465	181.104633951711	24.8386303899989	1.19917683650055	0.844658369420719	0.986122595007045	0.20652682546359	0.201509822789007	0
50	152.508875507536	206.861800977221	45.5506468928498	149.2	203.68	43	155.76	210.24	48.2	116248	111.035834120597	0.456474373582166	179.564261129099	25.6454153169552	1.44752116386634	0.837609755071272	1.06364448347134	0.24871598499211	0.23082353734972	0
51	165.776298978404	207.160762594447	43.255017457649	163.44	203.28	41.3	168.24	210.56	45.6	108262	98.2499333725664	0.57248962368311	178.291246528592	22.2147718617164	1.67157218153048	0.860431428056613	0.934644580337246	0.26895404558466	0.239669461483108	0
52	168.795842901173	202.072806185901	45.7454885456282	165.68	198.8	43.7	171.68	205.52	47.6	110962	107.081478979805	0.464534304163401	176.23502577587	25.9381730844561	1.37670221113569	0.841059868951117	1.06650805833038	0.284654232430618	0.247675830491728	0
53	200.478410690296	190.666112223201	43.0708321100346	197.2	187.36	40.3	203.92	193.92	45.8	112401	112.145794004519	0.414396621045681	176.387694577022	21.4224244687058	1.44620789346047	0.870719082971027	0.942457980751435	0.274313730722211	0.25089767371772	0
54	164.336688876274	218.841786728017	43.6244614419314	162.32	213.36	41.3	167.28	225.2	46	33469	123.520019937753	0.027535041489682	168.861458359341	24.0081613061889	0.208868419537439	0.840819211861894	1.74345567471502	0.0703298303468167	0.0736425302345885	0
55	166.772171674924	221.475745447526	43.8717103146516	164.96	219.04	42.3	168.24	225.2	44.9	31082	60.7576476934991	0.19953881089749	177.390142944967	21.160280018031	0.0699453404972743	0.739978820176135	2.44980900999939	0.0886907682422229	0.104039109002244	0
56	206.983378955005	215.250650631448	44.9526198644877	204.08	213.44	41.3	210.24	216.88	48	81321	93.7860078846556	0.371367242122863	170.956810370423	19.0921143318434	2.62687806783394	0.886283511734377	0.930047047705584	0.274108361789042	0.240703679186618	0
57	148.007203031557	127.576017592119	48.7824273554209	144.64	123.52	46.1	150.4	131.84	51.3	123237	134.83855088791	0.285752229800409	174.960601735536	21.2238916402134	1.06112830131668	0.876990976316931	0.940593130524212	0.231130944339322	0.22769282427031	0
58	153.342114129901	202.99225645319	53.8382967976091	149.04	197.76	49.7	157.76	207.12	57.7	213809	214.157977840233	0.215602299648687	175.854397161751	24.7311161776459	1.08668455586813	0.848817083372473	0.973182154953565	0.249597034405254	0.228640105463598	0
59	155.651394939344	198.762652709815	52.3723230181043	153.28	195.52	49.6	157.92	201.52	55.3	102793	108.042633923473	0.387807186756162	180.822770126635	25.929694058116	1.54801445896487	0.838045160078657	1.06351693869324	0.221320255393331	0.198673541098019	0
60	183.956287617254	202.532399483907	49.6616068626425	180.48	199.44	47.5	187.92	205.84	52	114708	115.09786970351	0.399758659500641	175.878255353193	26.5300785419388	1.23464176668981	0.829920765725434	1.10867257744391	0.273595601509638	0.24738339515944	0
61	212.496293618697	203.035562793028	49.7093115851258	209.84	199.68	46.6	215.28	206.48	52	111764	109.569869958253	0.439888649633545	175.357934051513	25.5451736230287	1.49086390139982	0.842708385098845	0.945504338384302	0.248442627406696	0.224382650989443	0
62	161.973879168929	117.361650495765	52.8975668064475	156.24	113.92	50.2	166	120.32	57	178613	184.447852984314	0.23536156363302	171.27666352532	18.4892152129332	0.392700168053598	0.884932097556094	1.1126006958744	0.241811053218579	0.253443814798488	0
63	138.988023299756	140.836958521742	54.9194503446748	136.56	135.2	52.7	142.08	145.84	58.4	76739	129.72625912692	0.124957091638315	175.46965815672	16.3255682678976	0.273861215640582	0.887536387921544	1.53600222487013	0.179884340447131	0.17913175354643	0
64	140.109909042441	140.983820217458	51.2832705946977	137.12	135.76	50	142.16	144.96	53.5	61897	92.281152591856	0.225846045913816	171.553674781314	16.5562547990749	0.0557205054665255	0.868129980533307	1.86011295290924	0.0998085724195952	0.199486626693181	0
65	140.403590725887	140.02403687298	56.6556646314697	138.16	133.6	52.7	142.24	144.64	59.9	100236	112.911714283689	0.323288888986712	162.9924987719	15.0665329101211	0.117972008491657	0.873995857816535	1.6237795759298	0.102201146723827	0.136585881667857	0
66	142.597582329023	136.118153778527	55.1159053445181	139.44	132.08	51.8	144.96	140.72	59	54598	100.276375694398	0.136952480744897	166.345039319995	21.1274668930286	2.20805334191008	0.883553604759637	1.11458963611554	0.250165048088912	0.197271412929877	0
67	145.687062427306	132.366888768612	56.3493245966581	140.08	128.96	50.8	150.8	134.88	59.9	86837	189.171833282602	0.0516003355724595	167.036882065052	21.3977681587461	0.743412440030686	0.902039422354892	1.12989834808888	0.223237058735011	0.210916796820327	0
68	145.663439903847	126.914971153846	53.0198527644231	143.6	125.12	50	150	129.04	54.8	33280	86.9331347316582	0.078019874046462	166.691022505161	22.4042481127268	0.115720814683055	0.827906353136473	1.84514394066925	0.0520791575269853	0.0687573888284762	0
69	199.980849921425	202.984664091147	55.9001023114196	195.84	200.24	53.3	204.32	206	58.9	122176	118.981223201119	0.410533723154555	180.582661019838	21.8203890027129	1.28579893010505	0.862103055202542	1.00393727037788	0.240970876165385	0.220971905886942	0
70	226.041997980725	188.981462322166	54.1530968334098	223.2	184.96	51.6	229.04	192.56	56	108950	108.954125625506	0.425143703372162	178.959472404984	20.2997340429652	1.53205069456264	0.871916787727264	1.02928536797417	0.289212081416943	0.242061254923728	0
71	192.987611234102	121.082252029344	58.720948908278	189.04	117.6	56.2	196.72	125.28	60.9	69111	111.48229122666	0.159694153898452	163.437973276563	17.3532586005264	0.0647580116793853	0.825449324157406	1.87638517846748	0.0320171178324349	0.0230744542765257	0
72	199.079344575551	119.173925380977	59.3236289590599	195.44	113.92	55	203.12	123.92	61.8	83732	174.860112000364	0.0606162244710032	165.049592627626	20.9483681446714	0.124515444052827	0.82894120649265	1.73607888125481	0.0511221246844362	0.0554527104354598	0
73	201.956310301103	124.975063873275	59.5536365184807	198.32	122.08	57.5	206	127.28	61.9	105678	106.009227895575	0.434260650129778	177.508963639979	25.6618840694196	1.40965380569761	0.830251373708065	0.98784428152023	0.273840451424782	0.251394249766589	0
74	136.268027724162	137.285411475698	57.9876469556063	134.8	135.04	55.6	138.24	139.12	60.8	45592	65.1042439239757	0.348658019861055	168.931476055804	15.1487094279963	0.750882016147055	0.914151703287989	1.285078394037	0.241933429342806	0.2232670128914	0
75	140.330021188158	136.639024650048	58.3738829904248	136.72	132.88	55.5	143.28	141.12	63.8	86369	223.645372533767	0.030891450250311	172.190104430391	19.7358196510423	0.155368942296422	0.832136403308128	1.80008510132932	0.0892553646074954	0.129645585360188	0
76	143.863408060004	129.470079885707	60.3934496100958	140.16	125.28	56	147.76	133.52	64.2	83995	184.825157365153	0.051763733825067	164.875086253517	21.8404135822515	0.344441528385842	0.853171018253003	1.45815075261608	0.142528339022064	0.149447550506782	0
77	230.689088257266	141.754766461527	59.4054178079755	225.28	139.84	56.8	235.28	143.28	61.3	28111	75.4200602602467	0.0853062170893963	139.881905984665	21.725439700515	0.169208958379287	0.81354004930482	1.61728474909534	0.072209186404822	0.0591679241477303	0
78	194.528205545412	148.017349516124	60.1431987815607	189.04	143.36	55.8	197.44	153.92	62.5	105709	152.595102196194	0.14568487548	175.63429091951	29.6614330769713	1.29839438105879	0.796437472379663	1.08407576033213	0.219914680331991	0.229257484478756	0
79	164.146528591071	197.750807011471	62.786738589052	162.24	192.88	59.5	166.48	201.36	65.9	104001	115.534308582084	0.324903539724873	180.362097426851	24.766619029038	1.37398523728394	0.838393659723671	0.957163407073664	0.228027145029628	0.211848461893404	0
80	179.226048299769	209.563554627179	58.8710259055405	169.28	204.8	56	183.76	213.36	61.5	156067	255.314850834948	0.067796340896828	175.424714753877	31.6429219724558	1.16671995972479	0.803148302863332	1.31667151572773	0.187125792773161	0.207588048343153	0
81	157.025855779391	115.921234691933	64.6830195215742	153.84	113.68	61.5	160.08	118	67.5	57731	154.818851754135	0.041606286540585	165.456423662238	15.3768517282542	0.101639878687607	0.896897278429967	1.77234246836366	0.0398070599177987	0.0477064195657654	0
82	201.529995353501	123.320012716735	62.6778435352523	198.48	121.36	60.5	204.72	125.28	64.9	81782	80.9475380702256	0.584139859114336	172.456968843425	20.6705736875865	2.69818480540469	0.878389496624019	0.955901226940152	0.273596801771627	0.236414613739414	0
83	133.202325265304	142.616962029728	66.4492585428756	131.44	139.92	63.3	135.44	145.6	69.9	57387	100.045525055097	0.152351369243314	171.560962825779	13.956438648907	1.84889102408862	0.939628933932395	0.938489103015893	0.2253843580895	0.205772233915966	0
84	226.562369251517	133.549797977074	67.9388739042482	223.2	131.52	64.8	230.4	135.84	70.5	74150	106.884893056207	0.20858623783744	161.530194353379	15.2305078696068	0.0657899437806569	0.823406635777402	2.15926371829751	0.0446234682475113	0.0419893946112049	0
85	219.542756063893	164.02344153027	63.7223772431473	215.12	161.44	62.1	223.6	167.04	65.6	101420	104.553680227352	0.416909278704625	178.960090523179	27.1005660193866	1.74211217803016	0.837671299082176	1.01126236454946	0.27856767510501	0.246961157545258	0
86	171.579640925259	176.52083096546	66.4915009155774	169.52	173.52	64.4	174.48	179.44	69.9	47511	100.371432790349	0.103411846584125	167.677012432831	19.5902364369021	0.0727617342495946	0.849879981762806	2.08078212039383	0.0417674806697128	0.0364166963141084	0
87	141.777137972869	211.394056468512	66.1046390757693	138.24	207.76	64.3	145.12	214.8	68	72536	93.9280432049722	0.294126193487643	166.127758521467	14.9653140662134	0.0360575609169518	0.809453094457427	2.28539243570723	0.0246200896764751	0.0124074755145172	0
88	167.694838382331	109.629634979854	72.7648403223399	162.96	107.52	69.1	171.92	112.4	76.5	134020	195.039899848952	0.112145319565139	172.492831734422	16.1392500468113	0.066910324301038	0.848954081027526	1.77107704035523	0.0414411336374325	0.0547479633511962	0
89	203.243332204028	110.436411820064	71.1285500972457	199.84	108	69.1	207.36	112.8	73.4	79695	93.206867214394	0.363354663084041	169.433797064033	20.302019616568	1.80237285259155	0.891007425106849	0.976429667103313	0.265749038368491	0.236984322968992	0
90	207.850133564364	123.628724761148	71.0632517507761	204.4	121.04	68.8	211.12	126.48	73.2	83106	92.7118075139944	0.40148741474232	174.802276068313	20.8852474124839	1.70934190649652	0.877603877559949	0.865829485258073	0.255792601238733	0.229343605938731	0
91	222.554953407341	112.514036139697	70.5877906976744	218.48	108.24	68.6	226	116.48	72.6	98728	112.91717327126	0.313626684639127	179.109611619419	19.2117403009389	1.19232098645228	0.898966188393566	1.12653459510338	0.256059797891313	0.24051614621894	0
92	222.203338137037	108.65846325167	69.5328769815276	219.92	106.16	67.4	225.04	110.8	71.6	61064	73.7228308658848	0.431098796521015	176.062865261738	17.4305711595853	0.0387088900897099	0.787575666578788	2.24583909048464	0.0208017287308212	0.0157860934057957	0
93	137.733054590691	137.14406707918	71.0982600126016	135.52	135.28	68	139.6	139.68	74.6	61897	94.7660611040213	0.208541759121252	171.750547399159	14.1901716534682	2.13622055739068	0.929823262985678	0.88976637439445	0.215786474180612	0.202886908835815	1
94	171.349006778273	125.063404991874	70.2148091381155	166.4	123.44	67	176.08	127.2	74.9	75683	135.871681467976	0.105784527091573	168.542695624702	19.4528129461137	1.45183318470633	0.879383502764245	1.025167347358	0.181587488962465	0.184919468901978	0
95	185.901160016454	141.723070828953	70.3133049956579	183.2	138.8	67	188.8	145.2	72.9	131274	112.16548904778	0.565707577538215	185.6707743389	22.8842698606756	1.14692500828642	0.872338929748039	0.975127411848347	0.288898389239685	0.259678054938156	0
96	200.411292145974	144.716384371281	68.5579916203887	196	142.16	65.8	204.72	147.68	71	80672	104.618502368396	0.26328885340769	177.322141561155	27.7531056379164	1.56472047274041	0.796997390002815	0.881736678978505	0.271120379227941	0.250843167350692	0
97	226.941950313647	132.778736931378	71.6695784409773	223.68	130.32	69.6	230.16	135.6	73.5	68389	88.3440537899904	0.314233771192105	158.324120252744	15.8303559301249	0.0588203224547792	0.825140336114849	2.12998240531373	0.0399054813155846	0.0370769489832735	0
98	125.399784582564	146.588757707417	67.9765616463304	123.44	144.24	65	127.68	150.08	71.2	38437	105.556470701782	0.0581911185962427	165.929479891826	16.3317237708589	0.277374447161894	0.900327698628771	1.44893620371431	0.114167832859446	0.154197690827977	0
99	129.189629667441	149.582897833134	65.8350909879789	126.96	146.96	65	131.36	152.4	67.1	39181	49.0134496700014	0.603973026206787	168.829848271457	12.5599231213444	0.455121055068481	0.954383548761573	1.12219413762216	0.310764032817623	0.252421559551198	0
100	146.518327302924	164.494828874785	70.8269292366095	144.56	162.16	68.4	149.12	166.48	72.7	33718	65.1948129377083	0.190062660144308	135.465749964714	16.5347826184317	0.0608223354057353	0.902938546602643	1.88177528795405	0.0365762764415623	0.0483112092116791	0
101	161.410694433844	165.583525486562	69.4830463937197	157.12	162.4	67.7	166.72	169.12	72.3	91715	110.219623376448	0.290305288493424	176.772266424249	25.3909326577683	1.39509089344657	0.825338278423914	0.90501266137262	0.276077403795829	0.261030935138273	0
102	178.507612127901	186.77773077041	69.0739844875686	174.48	183.76	65.6	182.88	189.52	72.1	130476	140.530106006195	0.28416165140145	185.930166858712	22.9140349897658	0.908721118384584	0.856201296684174	0.952893570451045	0.274653770277424	0.262468025078321	0
103	216.294060896795	186.535854487308	71.4511559730828	212.08	183.52	69.6	219.28	190	73.1	60036	87.7165529010695	0.2473951322471	157.595190952605	17.6677293795092	0.0681145534086096	0.755923166236052	2.33162737582443	0.0432552661898592	0.0267514610101776	0
104	228.644865807863	186.802356814083	71.1243231255975	225.68	183.52	68.7	231.6	189.68	73.7	101459	97.5471982727929	0.513746736173772	182.292111236811	19.8004569693065	1.69327441803714	0.87185471406986	1.07159876474729	0.254738342222737	0.228614716271026	0
105	148.564626737744	121.753281906554	77.266454478938	146.08	118.8	74.7	150.88	124.32	80	95670	92.4791981884338	0.534749795963332	178.31198454344	18.7897081124332	1.95536271778173	0.885346436622976	0.97858507694192	0.240628712332754	0.20928927423944	1
106	153.67484669398	120.493817241338	76.7902457005426	150.96	117.92	74	156.08	122.8	79.4	82743	94.5151156990727	0.375639312044077	169.196465208116	13.7906249939543	0.0756539559215069	0.912933499416342	1.45273281389798	0.158968376933799	0.226792595810817	1
107	185.918935479969	123.055166331255	75.6476042800743	183.2	119.92	73.5	188.16	125.92	78.2	90933	91.9659455417731	0.492463717148314	177.169442693394	23.9826125075641	2.01655179287729	0.853694497702519	1.03411256465848	0.258011182974587	0.229115088696428	0
108	129.267255010243	138.813015052997	77.543546806805	126	135.84	74.5	132.16	142.24	80.7	112270	109.874337679578	0.440200930474766	183.717003256984	17.0547992261288	1.45451924625709	0.886131175803982	1.00217155242366	0.24604284112447	0.228955556291361	1
109	139.956126157758	127.855085658938	74.2150626551244	137.36	124.96	70	142.56	130.16	77.1	82595	108.664557799293	0.246295277896102	174.144113665068	16.9613581960621	1.60658794005844	0.916496600573415	0.902511288342031	0.217225960117121	0.205084784768629	1
110	201.069714508152	143.194018030133	77.4027213291694	198.16	140.24	73.2	205.04	146.96	81.4	113033	152.203960441984	0.167859131017827	182.771805894428	25.6714230426893	0.858943066005894	0.833952586639093	0.913342037085877	0.176843321805035	0.173302150693691	0
