label_id	clusters
14196.0	10
14611.0	3
14807.0	10
14029.0	3
14668.0	3
15306.0	3
15354.0	5
14952.0	10
14791.0	8
14624.0	8
15221.0	0
15424.0	10
14949.0	10
15548.0	5
14768.0	10
15377.0	10
15581.0	3
15584.0	3
16084.0	10
16681.0	8
16716.0	9
17132.0	0
15725.0	10
15724.0	10
12431.0	10
16047.0	8
16622.0	10
16358.0	8
16982.0	10
16139.0	7
15114.0	8
17018.0	3
17488.0	9
17849.0	9
17490.0	9
17156.0	7
17523.0	4
18312.0	0
17560.0	2
17954.0	5
17613.0	2
17599.0	8
17238.0	2
17719.0	0
18182.0	0
17779.0	8
18685.0	1
18694.0	4
18295.0	3
19407.0	0
19088.0	4
18438.0	6
19478.0	2
18052.0	6
18952.0	0
18625.0	8
19338.0	8
18674.0	4
20267.0	9
19422.0	10
19734.0	2
19746.0	7
20030.0	7
18855.0	11
19782.0	8
19863.0	8
19594.0	10
19959.0	9
20523.0	7
20311.0	8
20571.0	7
20859.0	7
20400.0	11
20119.0	3
21006.0	8
21699.0	5
21281.0	5
21284.0	9
21045.0	8
21522.0	5
21338.0	7
12936.0	10
21116.0	4
21384.0	9
21244.0	8
22274.0	7
22098.0	0
21987.0	8
22397.0	4
22226.0	8
22433.0	7
21856.0	4
22074.0	8
20699.0	10
21865.0	8
23355.0	4
22119.0	11
22911.0	10
22442.0	0
23145.0	11
23498.0	8
22974.0	8
23772.0	8
23934.0	7
23941.0	6
24274.0	4
24139.0	3
23672.0	11
23974.0	10
24901.0	2
24947.0	2
24622.0	5
24170.0	11
24854.0	10
16397.0	10
25086.0	7
25095.0	6
24539.0	8
25405.0	6
25806.0	4
25281.0	4
25687.0	10
25564.0	8
25754.0	8
25558.0	8
26404.0	0
25799.0	10
25423.0	8
26232.0	4
26623.0	5
26276.0	8
26785.0	5
26962.0	2
27399.0	5
27050.0	2
26872.0	8
27281.0	3
26129.0	3
27565.0	0
27378.0	8
27837.0	7
27642.0	11
27499.0	9
27721.0	0
27332.0	11
28780.0	0
27628.0	11
27843.0	6
27881.0	8
27469.0	3
28404.0	2
28698.0	4
29167.0	8
28974.0	10
28755.0	8
28980.0	8
29229.0	5
27271.0	10
29146.0	5
21849.0	10
28715.0	10
29204.0	8
30056.0	9
29653.0	8
29448.0	10
29452.0	11
29727.0	3
28395.0	0
28214.0	0
28493.0	10
30218.0	5
30063.0	10
30235.0	8
954.0	6
1104.0	8
947.0	6
349.0	8
590.0	4
1093.0	1
1247.0	1
1106.0	9
1096.0	1
1109.0	1
1253.0	5
578.0	1
1249.0	5
360.0	8
962.0	1
1266.0	1
951.0	9
1265.0	1
963.0	1
495.0	4
975.0	9
1117.0	8
1100.0	8
1121.0	6
1134.0	6
982.0	6
1274.0	8
835.0	8
478.0	6
1125.0	1
1124.0	1
1294.0	5
955.0	1
1280.0	1
1161.0	1
1128.0	1
1296.0	1
1146.0	1
1295.0	1
838.0	7
520.0	1
839.0	1
1282.0	4
974.0	1
862.0	7
1000.0	1
740.0	1
1298.0	1
840.0	1
1001.0	1
866.0	1
1300.0	1
527.0	8
762.0	8
1033.0	4
1150.0	1
1153.0	1
1335.0	1
1333.0	1
1155.0	1
879.0	1
875.0	4
1011.0	1
1178.0	1
1177.0	1
1013.0	1
1157.0	2
880.0	1
1341.0	1
432.0	6
1181.0	1
1045.0	2
769.0	6
1315.0	1
1017.0	7
1160.0	2
1317.0	2
1343.0	2
1183.0	2
1319.0	2
1055.0	2
1449.0	2
1320.0	2
1051.0	2
1184.0	2
1163.0	1
1346.0	2
1186.0	2
1347.0	2
1187.0	2
1188.0	5
1165.0	6
1322.0	2
1348.0	2
1166.0	1
1323.0	1
1349.0	1
1058.0	2
865.0	1
918.0	8
797.0	11
1356.0	9
1071.0	7
1358.0	1
1463.0	1
1176.0	1
928.0	6
926.0	4
1061.0	4
1198.0	1
1197.0	2
1369.0	1
1062.0	1
1218.0	1
803.0	1
1064.0	1
1219.0	1
1201.0	2
1371.0	5
1361.0	2
921.0	1
683.0	1
1203.0	2
1205.0	2
1206.0	2
1362.0	2
1207.0	2
1209.0	1
1227.0	4
1226.0	1
1363.0	2
1213.0	1
1364.0	1
1056.0	3
1365.0	1
1374.0	9
1228.0	8
938.0	1
1078.0	1
1378.0	1
239.0	8
809.0	6
694.0	8
944.0	6
1237.0	6
949.0	9
1099.0	4
952.0	1
823.0	6
1089.0	6
703.0	4
1385.0	5
1526.0	1
1530.0	1
1085.0	6
1697.0	1
1544.0	1
1389.0	1
1699.0	1
1390.0	1
1105.0	1
1545.0	1
1095.0	5
1403.0	1
1248.0	1
1395.0	1
1404.0	1
1394.0	9
1113.0	1
1110.0	1
1406.0	1
1534.0	1
1532.0	1
1251.0	1
470.0	10
829.0	1
1111.0	1
1397.0	1
1408.0	1
1396.0	9
1550.0	9
1120.0	4
1267.0	4
1286.0	6
1306.0	8
851.0	6
613.0	8
1288.0	9
981.0	8
1720.0	5
1139.0	6
884.0	10
752.0	10
836.0	6
1016.0	4
587.0	8
1314.0	5
1418.0	1
1420.0	1
1277.0	1
1318.0	1
1127.0	1
1428.0	7
1709.0	1
1278.0	1
1429.0	1
1893.0	5
1430.0	1
1555.0	1
1262.0	1
1724.0	1
1129.0	2
1451.0	2
1556.0	1
1558.0	1
1875.0	2
1431.0	1
998.0	2
1711.0	1
1725.0	1
1283.0	4
1432.0	1
1297.0	1
1299.0	2
1284.0	1
1559.0	1
1132.0	1
739.0	1
1433.0	1
1876.0	1
1422.0	1
1877.0	9
1435.0	1
1119.0	1
1434.0	2
1714.0	3
1303.0	1
966.0	6
1715.0	1
1301.0	1
1573.0	1
1728.0	1
1574.0	1
1169.0	6
1354.0	6
743.0	6
868.0	1
1332.0	6
1757.0	5
1443.0	1
1309.0	1
1442.0	1
1734.0	5
1172.0	1
1580.0	1
1445.0	1
1739.0	1
1462.0	1
513.0	8
1581.0	1
1175.0	1
1311.0	1
1583.0	1
1937.0	1
1464.0	1
1586.0	1
1339.0	1
1585.0	1
533.0	8
1179.0	1
1587.0	1
1588.0	1
1338.0	1
1447.0	1
1938.0	1
1619.0	1
1466.0	1
1635.0	2
1589.0	1
1620.0	2
1590.0	2
1467.0	1
1759.0	1
1760.0	2
1468.0	2
1600.0	2
1598.0	2
1761.0	2
1597.0	1
1762.0	2
1744.0	2
1763.0	1
1745.0	2
1747.0	2
1601.0	1
1746.0	7
1764.0	2
1603.0	2
1602.0	2
1450.0	2
1896.0	2
1765.0	2
1604.0	2
1621.0	2
1749.0	5
1768.0	2
1605.0	1
1770.0	1
997.0	2
1471.0	2
912.0	6
1772.0	2
1472.0	1
1473.0	1
915.0	6
1325.0	2
1327.0	1
1622.0	7
1607.0	1
1773.0	2
1352.0	9
1028.0	2
1775.0	5
1608.0	1
1031.0	8
1751.0	5
1455.0	1
1609.0	6
1068.0	6
1612.0	1
1214.0	1
1496.0	1
1780.0	1
1499.0	3
1334.0	1
1461.0	1
1460.0	1
1630.0	1
1481.0	1
1337.0	1
1500.0	7
1631.0	1
1797.0	1
1501.0	9
1784.0	1
1648.0	1
1465.0	1
1502.0	9
1633.0	1
1785.0	1
1799.0	2
1503.0	1
1650.0	1
1486.0	1
1786.0	2
1360.0	1
1506.0	1
1370.0	1
1507.0	1
1074.0	1
1636.0	1
1487.0	2
1653.0	2
1803.0	1
1790.0	2
933.0	1
1372.0	1
1637.0	2
1511.0	1
1065.0	2
1639.0	2
1510.0	1
1490.0	2
1955.0	1
1513.0	1
1222.0	1
1638.0	3
1656.0	2
1491.0	2
1658.0	1
1208.0	3
1514.0	1
1516.0	2
2120.0	2
1493.0	2
1492.0	3
1670.0	3
1809.0	2
1640.0	2
1659.0	1
1641.0	2
1066.0	1
1811.0	2
1791.0	1
1978.0	9
1647.0	8
1230.0	8
1232.0	9
1231.0	8
1815.0	1
941.0	8
569.0	8
1508.0	1
932.0	1
1382.0	6
1820.0	6
1515.0	9
1236.0	8
1822.0	1
1521.0	6
1520.0	1
1991.0	1
1823.0	8
1393.0	1
1992.0	1
1383.0	1
1843.0	1
1696.0	6
2171.0	1
2008.0	6
1235.0	4
1102.0	5
1541.0	7
1242.0	9
1997.0	1
1851.0	1
707.0	1
2163.0	3
1832.0	1
1850.0	1
1543.0	1
1853.0	1
1388.0	1
2175.0	1
1698.0	1
1998.0	1
1244.0	1
1855.0	1
2013.0	1
1682.0	1
1700.0	1
2014.0	2
1392.0	9
1701.0	1
2016.0	1
2002.0	1
1548.0	1
1533.0	1
1691.0	1
1692.0	1
1856.0	1
1535.0	1
1841.0	1
2003.0	1
2335.0	1
2004.0	3
1859.0	2
2336.0	1
1844.0	1
1118.0	4
1693.0	8
1703.0	4
1861.0	4
2182.0	1
1551.0	4
1704.0	1
1863.0	4
1705.0	4
1413.0	6
1864.0	6
1136.0	8
1881.0	6
1562.0	6
1565.0	8
1137.0	6
1423.0	6
2039.0	10
1717.0	9
1290.0	10
1695.0	6
883.0	10
2026.0	9
2009.0	9
1890.0	6
1852.0	1
2188.0	1
2199.0	1
1279.0	1
1892.0	1
1871.0	1
1854.0	1
1554.0	1
2042.0	1
2356.0	2
1894.0	1
2043.0	2
1869.0	1
1870.0	1
2044.0	7
1710.0	6
1895.0	1
2045.0	1
2202.0	2
2015.0	1
1857.0	1
2201.0	2
1872.0	1
2046.0	2
2028.0	1
2074.0	2
1897.0	2
2029.0	1
2030.0	1
2337.0	1
1712.0	1
1901.0	1
1131.0	1
1557.0	9
2190.0	1
2031.0	1
1726.0	2
1902.0	2
2032.0	2
1571.0	2
1437.0	1
2033.0	1
2207.0	1
1903.0	1
2193.0	1
2034.0	6
1905.0	1
1304.0	8
2036.0	8
2082.0	6
1575.0	8
1576.0	7
1927.0	1
2052.0	1
2216.0	1
1929.0	1
1907.0	1
1928.0	1
2055.0	1
1909.0	5
2084.0	5
2054.0	1
1735.0	5
1932.0	1
1733.0	1
1737.0	1
2236.0	1
2057.0	1
1914.0	5
1931.0	1
1934.0	2
2086.0	2
2059.0	1
1935.0	1
2087.0	1
1582.0	1
2241.0	1
2088.0	1
1915.0	1
1584.0	1
2063.0	1
2062.0	1
1783.0	2
1916.0	1
1618.0	2
2064.0	2
2242.0	1
1742.0	1
2090.0	2
2383.0	2
1446.0	6
2066.0	2
2091.0	2
2092.0	1
2093.0	2
1919.0	5
2406.0	2
1920.0	2
2095.0	2
2244.0	2
2070.0	6
2245.0	2
2246.0	2
2390.0	2
1940.0	2
2071.0	2
1941.0	6
2358.0	2
2392.0	2
2096.0	2
2073.0	5
2072.0	2
2393.0	2
2097.0	1
2408.0	5
2098.0	2
1769.0	7
2226.0	2
2075.0	2
1771.0	2
1942.0	2
2227.0	2
1452.0	2
2394.0	2
1943.0	2
2101.0	2
2102.0	3
2076.0	2
1624.0	9
1623.0	6
2105.0	6
2077.0	2
1924.0	1
2104.0	2
2078.0	1
2410.0	1
1328.0	1
1326.0	1
1351.0	1
1193.0	1
1904.0	2
1750.0	1
2248.0	1
1572.0	1
1029.0	1
1627.0	1
1945.0	7
1629.0	8
1643.0	1
2083.0	1
1644.0	7
1498.0	8
1946.0	1
1794.0	1
2252.0	6
1779.0	1
1948.0	7
2275.0	1
2276.0	1
2127.0	1
2112.0	1
1949.0	1
2279.0	2
1966.0	1
1936.0	1
1798.0	4
2281.0	1
2128.0	1
2139.0	1
2130.0	1
1483.0	7
2129.0	1
2255.0	1
2140.0	1
1967.0	1
2116.0	1
1968.0	1
1800.0	1
1939.0	2
2117.0	1
2436.0	2
2258.0	2
1952.0	2
2285.0	1
2286.0	2
1505.0	1
2118.0	2
1806.0	2
2259.0	2
1788.0	2
2426.0	2
2260.0	2
1488.0	2
1807.0	1
1512.0	2
1956.0	2
2262.0	2
1509.0	1
1655.0	2
1957.0	2
2133.0	2
1657.0	1
2263.0	2
2264.0	2
1974.0	2
2121.0	2
2122.0	2
1976.0	1
2439.0	2
2288.0	2
1959.0	2
1961.0	2
2123.0	2
1234.0	11
1810.0	7
2268.0	5
2289.0	3
2269.0	2
2270.0	2
2271.0	9
1792.0	8
1963.0	4
2272.0	3
1774.0	5
1660.0	8
1375.0	8
1813.0	4
1985.0	11
2293.0	1
1379.0	6
2141.0	1
2294.0	4
1216.0	6
1982.0	9
2142.0	1
1981.0	9
2296.0	1
2460.0	1
1651.0	1
2300.0	1
1804.0	1
1666.0	6
1802.0	1
2143.0	2
1808.0	2
1667.0	1
2144.0	1
2147.0	1
2145.0	1
2306.0	7
2305.0	1
1977.0	9
2464.0	7
2153.0	6
1537.0	7
2654.0	0
1671.0	8
2154.0	8
1988.0	8
2164.0	1
1990.0	8
1835.0	1
2155.0	8
2472.0	1
2473.0	1
2660.0	4
1839.0	1
1824.0	8
1675.0	7
1825.0	8
2020.0	11
2831.0	7
2007.0	6
2475.0	6
1708.0	10
2327.0	6
2012.0	4
2328.0	6
2329.0	1
2158.0	1
2174.0	1
1995.0	1
2010.0	9
1101.0	6
2011.0	1
2498.0	1
2324.0	1
1996.0	1
2162.0	1
2177.0	1
2161.0	2
2678.0	1
2482.0	1
2680.0	1
1999.0	9
2503.0	1
2318.0	1
2330.0	9
2486.0	2
1246.0	1
2001.0	1
1838.0	6
2017.0	1
2489.0	2
2333.0	2
2670.0	1
2180.0	1
2005.0	1
2842.0	1
2851.0	1
2338.0	4
2844.0	7
2682.0	4
2672.0	4
2673.0	1
2490.0	1
2019.0	4
2674.0	2
2168.0	2
2855.0	1
2183.0	9
2339.0	9
2675.0	2
1862.0	2
2021.0	8
2211.0	10
1880.0	6
2522.0	3
1716.0	8
2521.0	8
1884.0	6
2375.0	1
2506.0	6
2038.0	6
2198.0	10
2352.0	6
2507.0	0
2067.0	6
2353.0	10
2223.0	10
2500.0	1
989.0	2
2714.0	1
2690.0	1
1722.0	1
2355.0	1
2357.0	1
2509.0	1
2679.0	1
2715.0	2
2691.0	2
2344.0	7
2532.0	2
2533.0	1
2716.0	2
2510.0	2
2534.0	2
2868.0	2
2717.0	2
2692.0	1
2885.0	2
2511.0	2
2535.0	2
2886.0	2
2346.0	1
2719.0	2
2870.0	2
2537.0	2
2359.0	2
2512.0	1
2538.0	2
2539.0	2
2888.0	2
2347.0	1
1411.0	6
1900.0	1
2695.0	2
2696.0	1
1727.0	1
2348.0	1
2697.0	1
2203.0	1
2698.0	2
2513.0	2
2204.0	2
2540.0	2
2701.0	9
2363.0	2
2364.0	2
2541.0	1
2206.0	2
2872.0	9
2514.0	2
2721.0	1
2366.0	1
977.0	10
2702.0	1
2723.0	5
2875.0	5
1752.0	8
2725.0	9
2741.0	9
2371.0	8
1754.0	6
2399.0	9
1906.0	6
2214.0	1
2896.0	1
1149.0	10
2568.0	1
2217.0	1
2056.0	5
2401.0	1
2237.0	1
1911.0	1
2376.0	1
2548.0	1
2747.0	2
2569.0	1
1336.0	1
2729.0	1
2378.0	1
2550.0	1
1738.0	1
2898.0	1
2551.0	6
2060.0	6
2404.0	1
2379.0	1
2749.0	9
2553.0	2
2554.0	1
2750.0	2
2243.0	2
2380.0	1
2599.0	2
2256.0	2
2573.0	2
2384.0	5
2732.0	2
2576.0	2
2557.0	1
2574.0	7
2575.0	2
2386.0	2
2407.0	2
2921.0	2
2578.0	2
2577.0	2
2753.0	2
2733.0	2
2581.0	2
2755.0	2
2579.0	2
2558.0	2
2734.0	2
2582.0	2
2584.0	7
2559.0	2
2607.0	5
2409.0	2
2247.0	2
2585.0	2
2560.0	2
2586.0	2
2563.0	2
2562.0	2
2587.0	1
2588.0	2
2926.0	9
2756.0	2
2564.0	2
2590.0	2
2928.0	2
1925.0	2
2589.0	2
2412.0	2
2228.0	2
2395.0	1
2414.0	4
2396.0	2
2249.0	5
2079.0	9
2413.0	5
2736.0	5
2913.0	5
2594.0	5
2737.0	9
1479.0	8
2124.0	8
2108.0	1
2402.0	1
1965.0	8
2444.0	4
1617.0	1
2616.0	1
2419.0	1
2782.0	1
2596.0	1
2277.0	2
2430.0	2
2253.0	1
2785.0	2
2597.0	2
2617.0	1
2786.0	2
2761.0	1
2421.0	1
2431.0	1
2432.0	1
2571.0	2
2787.0	1
2449.0	1
2630.0	2
2598.0	2
2751.0	1
2788.0	2
2422.0	2
2433.0	2
2789.0	2
2435.0	2
2434.0	2
2601.0	2
2600.0	2
2790.0	2
2791.0	2
2257.0	7
2634.0	2
2766.0	2
2423.0	2
2793.0	2
2602.0	2
2950.0	2
2425.0	2
2794.0	2
2951.0	2
2119.0	2
2935.0	2
2604.0	1
2603.0	2
2797.0	2
2437.0	1
1204.0	1
2427.0	1
2796.0	2
2754.0	7
2936.0	7
2619.0	2
2769.0	2
2150.0	1
2798.0	5
2605.0	2
2266.0	1
2440.0	2
2955.0	2
2606.0	1
2799.0	2
2938.0	7
2428.0	2
2429.0	2
2771.0	2
2621.0	2
2620.0	1
2608.0	2
2772.0	1
2956.0	2
2443.0	6
2622.0	2
2773.0	2
2623.0	1
2958.0	4
2774.0	2
2927.0	2
2930.0	5
2126.0	1
2639.0	6
2784.0	1
2629.0	5
2447.0	1
2448.0	7
2458.0	8
2138.0	2
2802.0	1
2136.0	7
1980.0	2
2291.0	9
2813.0	7
2450.0	7
2631.0	1
2815.0	1
2632.0	1
2295.0	7
2645.0	7
2803.0	7
2818.0	7
2299.0	8
2459.0	5
1652.0	1
940.0	6
2451.0	7
2804.0	7
2146.0	1
2452.0	1
2303.0	5
2301.0	5
2304.0	5
2453.0	5
1669.0	2
2638.0	1
2806.0	1
2465.0	8
2728.0	10
2471.0	8
1987.0	8
2664.0	9
3160.0	8
2656.0	4
2992.0	9
2469.0	8
3161.0	1
1522.0	6
2320.0	8
2319.0	1
2829.0	8
2487.0	5
2661.0	1
2156.0	8
2998.0	1
3015.0	8
3000.0	8
2832.0	10
2676.0	8
2187.0	10
2665.0	6
3171.0	5
1091.0	10
2480.0	7
2666.0	5
3340.0	5
2677.0	3
2499.0	5
3004.0	1
2481.0	1
2501.0	1
2836.0	1
2484.0	9
2502.0	1
3192.0	7
3006.0	1
2485.0	1
2837.0	1
3352.0	7
2334.0	1
2669.0	1
3174.0	7
2325.0	1
2181.0	1
2332.0	9
2006.0	7
2671.0	2
3194.0	7
3353.0	7
3344.0	5
3176.0	1
3042.0	7
3345.0	1
2853.0	1
3177.0	1
3025.0	1
3178.0	1
2852.0	1
2854.0	1
3197.0	1
3179.0	1
3196.0	1
3334.0	1
2857.0	1
3198.0	1
3027.0	1
2860.0	1
3180.0	9
3199.0	1
3014.0	5
3355.0	1
3200.0	3
3013.0	8
2859.0	7
3356.0	7
2708.0	8
2468.0	10
2895.0	6
3051.0	6
3052.0	6
2040.0	10
2685.0	6
2552.0	5
3034.0	6
2025.0	6
2867.0	8
2065.0	9
2713.0	6
2689.0	9
3212.0	7
3018.0	1
3036.0	9
3054.0	2
2849.0	1
3213.0	7
3365.0	2
3235.0	2
3055.0	2
3023.0	1
3056.0	2
3214.0	2
3366.0	2
3236.0	2
2869.0	2
3039.0	1
3395.0	2
3216.0	7
3040.0	1
2904.0	2
2887.0	5
3041.0	7
2536.0	6
3396.0	2
3237.0	2
3043.0	2
2889.0	2
3397.0	2
3217.0	1
3398.0	7
3044.0	2
3070.0	2
2699.0	2
3238.0	2
3399.0	2
2700.0	7
3240.0	2
3045.0	2
3046.0	7
3241.0	2
3220.0	1
2565.0	1
2705.0	6
3057.0	5
3222.0	7
2876.0	9
3377.0	7
3243.0	7
2726.0	9
2738.0	8
2369.0	8
3421.0	5
2416.0	8
1926.0	8
3410.0	5
3076.0	8
3411.0	5
1475.0	8
3248.0	5
3059.0	9
3249.0	1
3412.0	7
2743.0	1
3413.0	1
3262.0	1
2916.0	5
3250.0	5
3062.0	1
2746.0	1
2547.0	1
3078.0	1
2549.0	1
2897.0	1
2919.0	1
2730.0	3
1912.0	6
2222.0	1
3079.0	1
3265.0	1
3064.0	1
3067.0	1
3068.0	6
3231.0	2
3429.0	1
3069.0	7
3266.0	7
2711.0	2
3082.0	2
2920.0	2
3252.0	2
3081.0	2
3083.0	2
3268.0	2
2923.0	1
2903.0	2
2905.0	2
3256.0	2
3086.0	2
3102.0	7
3087.0	2
2907.0	2
2924.0	2
2908.0	2
3418.0	2
2909.0	5
2925.0	2
3071.0	2
3257.0	2
3436.0	7
3088.0	1
3258.0	2
2941.0	2
3089.0	2
3269.0	2
3072.0	2
2929.0	2
2911.0	1
2776.0	2
3090.0	1
2912.0	1
3438.0	5
3271.0	7
2932.0	5
3260.0	7
2931.0	6
3074.0	9
3073.0	5
2398.0	8
3092.0	8
2418.0	1
2615.0	8
1625.0	6
3288.0	7
2779.0	1
3460.0	1
1930.0	1
3109.0	1
2595.0	5
3300.0	1
3093.0	1
3110.0	2
3273.0	1
2762.0	1
2948.0	1
2947.0	1
2946.0	1
3464.0	2
3111.0	2
2403.0	1
3289.0	1
3095.0	2
3274.0	2
3129.0	2
3290.0	1
3096.0	7
3113.0	2
3114.0	1
3276.0	7
2949.0	2
2764.0	2
3466.0	2
2934.0	2
2962.0	1
3116.0	2
3277.0	2
3115.0	2
3097.0	2
3117.0	2
2963.0	2
3118.0	2
2767.0	2
3291.0	2
3098.0	5
3292.0	7
2805.0	7
3448.0	2
3282.0	7
2953.0	7
3119.0	2
3450.0	7
3293.0	1
3824.0	1
3099.0	7
3100.0	2
3294.0	2
3120.0	1
3101.0	2
2957.0	7
3473.0	2
3296.0	2
3103.0	2
3124.0	2
3453.0	1
3475.0	1
3283.0	1
3105.0	1
3476.0	5
3996.0	7
3284.0	1
3125.0	6
3455.0	2
2942.0	9
3106.0	9
2943.0	8
2810.0	8
3126.0	2
3127.0	7
2640.0	7
2627.0	3
2971.0	4
2961.0	2
2972.0	7
3128.0	1
3141.0	3
2816.0	6
3303.0	2
2292.0	7
2643.0	6
3143.0	1
2974.0	1
3131.0	1
3487.0	1
2633.0	7
3144.0	2
3304.0	1
3133.0	1
3312.0	2
3146.0	6
3314.0	2
2980.0	9
3489.0	7
2966.0	1
2965.0	7
799.0	10
2981.0	8
3306.0	9
2636.0	10
2637.0	7
2454.0	7
2302.0	1
3135.0	7
2311.0	8
2967.0	9
3136.0	3
3137.0	1
3307.0	7
3663.0	5
3664.0	0
3325.0	5
3324.0	9
3170.0	6
3327.0	7
3150.0	5
3499.0	1
3152.0	8
3501.0	8
3668.0	7
3495.0	8
2828.0	8
3173.0	1
2996.0	8
3154.0	8
3157.0	8
3331.0	1
3332.0	8
3503.0	1
3672.0	3
3504.0	6
3673.0	7
3886.0	5
3510.0	8
3677.0	0
2830.0	8
2894.0	10
3706.0	5
3339.0	5
3512.0	1
3709.0	2
3528.0	2
3874.0	2
2315.0	3
3341.0	1
3190.0	1
1083.0	10
3020.0	1
3876.0	7
3711.0	2
2848.0	1
3736.0	2
3351.0	1
2668.0	1
3531.0	1
3713.0	5
3687.0	1
3172.0	2
3516.0	1
3894.0	1
3343.0	1
3689.0	1
3690.0	1
2839.0	1
3878.0	7
2841.0	1
2840.0	1
3518.0	1
3716.0	1
3879.0	7
3692.0	2
3717.0	1
3519.0	2
3693.0	2
3718.0	2
3533.0	2
3880.0	2
3719.0	1
2856.0	1
3720.0	2
3694.0	9
3534.0	1
3897.0	1
3695.0	7
3026.0	1
3346.0	4
3354.0	6
3372.0	6
3535.0	1
3898.0	7
3537.0	7
3721.0	7
3379.0	8
3750.0	5
3357.0	5
3911.0	7
3359.0	10
2864.0	8
3727.0	6
3348.0	6
3384.0	9
3757.0	1
3388.0	2
3556.0	6
3541.0	6
3230.0	6
3210.0	6
3759.0	7
3530.0	7
3905.0	2
3542.0	7
3737.0	1
3543.0	1
3367.0	2
3544.0	7
3738.0	2
3369.0	2
3739.0	1
3370.0	1
3740.0	1
3924.0	2
3371.0	5
3925.0	2
3545.0	5
3562.0	2
3546.0	1
3764.0	2
3373.0	9
3765.0	2
3908.0	2
3927.0	1
3401.0	2
3547.0	2
3563.0	2
3909.0	2
3744.0	6
3400.0	1
3242.0	2
3405.0	1
3549.0	7
3742.0	1
3548.0	7
3564.0	5
3746.0	1
3223.0	7
3768.0	7
3565.0	7
3244.0	7
3550.0	0
3748.0	7
3568.0	3
2891.0	9
3567.0	3
3910.0	5
3749.0	8
3246.0	5
3409.0	8
3441.0	9
3948.0	3
3949.0	7
3773.0	1
2212.0	10
3423.0	7
1478.0	8
3934.0	7
3414.0	5
3077.0	7
3935.0	7
3263.0	5
3936.0	2
3425.0	2
3952.0	2
3426.0	9
2917.0	7
3251.0	1
3264.0	7
3582.0	2
3583.0	1
3065.0	1
3788.0	1
3573.0	1
3938.0	5
3777.0	2
3939.0	7
3555.0	7
3790.0	6
3940.0	2
3254.0	7
3431.0	2
3432.0	2
3452.0	7
4116.0	7
3791.0	7
3586.0	7
3434.0	7
3779.0	2
3435.0	1
3576.0	2
3587.0	7
3577.0	2
3792.0	7
3793.0	2
2103.0	1
3795.0	2
3956.0	2
3437.0	2
3588.0	2
3780.0	1
3957.0	2
3781.0	7
3589.0	2
3579.0	1
3590.0	1
3782.0	5
3796.0	5
3270.0	7
2722.0	8
3943.0	5
3784.0	5
841.0	10
3797.0	5
3592.0	5
3771.0	8
3596.0	8
3813.0	8
3298.0	8
3457.0	4
3618.0	7
3817.0	1
3802.0	7
3641.0	7
3598.0	1
3816.0	7
