label_id	clusters	cluster_0	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11
6809.0	10	0	0	0	0	0	0	0	0	0	0	1	0
6610.0	7	0	0	0	0	0	0	0	1	0	0	0	0
6108.0	3	0	0	0	1	0	0	0	0	0	0	0	0
7089.0	7	0	0	0	0	0	0	0	1	0	0	0	0
7805.0	5	0	0	0	0	0	1	0	0	0	0	0	0
6418.0	9	0	0	0	0	0	0	0	0	0	1	0	0
7616.0	2	0	0	1	0	0	0	0	0	0	0	0	0
6185.0	9	0	0	0	0	0	0	0	0	0	1	0	0
5104.0	10	0	0	0	0	0	0	0	0	0	0	1	0
6553.0	10	0	0	0	0	0	0	0	0	0	0	1	0
7025.0	6	0	0	0	0	0	0	1	0	0	0	0	0
7464.0	2	0	0	1	0	0	0	0	0	0	0	0	0
7716.0	5	0	0	0	0	0	1	0	0	0	0	0	0
7540.0	5	0	0	0	0	0	1	0	0	0	0	0	0
6620.0	8	0	0	0	0	0	0	0	0	1	0	0	0
7950.0	3	0	0	0	1	0	0	0	0	0	0	0	0
7114.0	6	0	0	0	0	0	0	1	0	0	0	0	0
8148.0	5	0	0	0	0	0	1	0	0	0	0	0	0
7386.0	1	0	1	0	0	0	0	0	0	0	0	0	0
8083.0	10	0	0	0	0	0	0	0	0	0	0	1	0
8124.0	10	0	0	0	0	0	0	0	0	0	0	1	0
8109.0	3	0	0	0	1	0	0	0	0	0	0	0	0
8356.0	8	0	0	0	0	0	0	0	0	1	0	0	0
8564.0	2	0	0	1	0	0	0	0	0	0	0	0	0
7185.0	10	0	0	0	0	0	0	0	0	0	0	1	0
8809.0	5	0	0	0	0	0	1	0	0	0	0	0	0
8599.0	6	0	0	0	0	0	0	1	0	0	0	0	0
8858.0	7	0	0	0	0	0	0	0	1	0	0	0	0
8890.0	6	0	0	0	0	0	0	1	0	0	0	0	0
7424.0	10	0	0	0	0	0	0	0	0	0	0	1	0
8883.0	10	0	0	0	0	0	0	0	0	0	0	1	0
9414.0	6	0	0	0	0	0	0	1	0	0	0	0	0
10090.0	7	0	0	0	0	0	0	0	1	0	0	0	0
9913.0	10	0	0	0	0	0	0	0	0	0	0	1	0
9297.0	6	0	0	0	0	0	0	1	0	0	0	0	0
9348.0	3	0	0	0	1	0	0	0	0	0	0	0	0
10142.0	3	0	0	0	1	0	0	0	0	0	0	0	0
8821.0	6	0	0	0	0	0	0	1	0	0	0	0	0
9406.0	10	0	0	0	0	0	0	0	0	0	0	1	0
9546.0	3	0	0	0	1	0	0	0	0	0	0	0	0
9570.0	7	0	0	0	0	0	0	0	1	0	0	0	0
9240.0	10	0	0	0	0	0	0	0	0	0	0	1	0
10013.0	10	0	0	0	0	0	0	0	0	0	0	1	0
9446.0	8	0	0	0	0	0	0	0	0	1	0	0	0
10380.0	3	0	0	0	1	0	0	0	0	0	0	0	0
10809.0	4	0	0	0	0	1	0	0	0	0	0	0	0
10633.0	10	0	0	0	0	0	0	0	0	0	0	1	0
10662.0	0	1	0	0	0	0	0	0	0	0	0	0	0
10156.0	7	0	0	0	0	0	0	0	1	0	0	0	0
10464.0	6	0	0	0	0	0	0	1	0	0	0	0	0
9964.0	8	0	0	0	0	0	0	0	0	1	0	0	0
10456.0	6	0	0	0	0	0	0	1	0	0	0	0	0
10517.0	0	1	0	0	0	0	0	0	0	0	0	0	0
10766.0	10	0	0	0	0	0	0	0	0	0	0	1	0
10909.0	3	0	0	0	1	0	0	0	0	0	0	0	0
10608.0	8	0	0	0	0	0	0	0	0	1	0	0	0
11618.0	7	0	0	0	0	0	0	0	1	0	0	0	0
11037.0	2	0	0	1	0	0	0	0	0	0	0	0	0
11065.0	3	0	0	0	1	0	0	0	0	0	0	0	0
11289.0	0	1	0	0	0	0	0	0	0	0	0	0	0
10744.0	8	0	0	0	0	0	0	0	0	1	0	0	0
11544.0	3	0	0	0	1	0	0	0	0	0	0	0	0
10507.0	10	0	0	0	0	0	0	0	0	0	0	1	0
11799.0	9	0	0	0	0	0	0	0	0	0	1	0	0
11592.0	2	0	0	1	0	0	0	0	0	0	0	0	0
11434.0	8	0	0	0	0	0	0	0	0	1	0	0	0
12139.0	6	0	0	0	0	0	0	1	0	0	0	0	0
11697.0	10	0	0	0	0	0	0	0	0	0	0	1	0
11936.0	3	0	0	0	1	0	0	0	0	0	0	0	0
12137.0	2	0	0	1	0	0	0	0	0	0	0	0	0
11754.0	8	0	0	0	0	0	0	0	0	1	0	0	0
10535.0	0	1	0	0	0	0	0	0	0	0	0	0	0
10527.0	10	0	0	0	0	0	0	0	0	0	0	1	0
11783.0	8	0	0	0	0	0	0	0	0	1	0	0	0
12641.0	3	0	0	0	1	0	0	0	0	0	0	0	0
12243.0	3	0	0	0	1	0	0	0	0	0	0	0	0
12628.0	3	0	0	0	1	0	0	0	0	0	0	0	0
12681.0	5	0	0	0	0	0	1	0	0	0	0	0	0
11021.0	10	0	0	0	0	0	0	0	0	0	0	1	0
12306.0	5	0	0	0	0	0	1	0	0	0	0	0	0
11164.0	10	0	0	0	0	0	0	0	0	0	0	1	0
12393.0	5	0	0	0	0	0	1	0	0	0	0	0	0
12603.0	8	0	0	0	0	0	0	0	0	1	0	0	0
12188.0	3	0	0	0	1	0	0	0	0	0	0	0	0
12614.0	11	0	0	0	0	0	0	0	0	0	0	0	1
13115.0	10	0	0	0	0	0	0	0	0	0	0	1	0
12993.0	2	0	0	1	0	0	0	0	0	0	0	0	0
12968.0	2	0	0	1	0	0	0	0	0	0	0	0	0
13373.0	3	0	0	0	1	0	0	0	0	0	0	0	0
13079.0	10	0	0	0	0	0	0	0	0	0	0	1	0
13933.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14004.0	2	0	0	1	0	0	0	0	0	0	0	0	0
13624.0	8	0	0	0	0	0	0	0	0	1	0	0	0
13003.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14291.0	8	0	0	0	0	0	0	0	0	1	0	0	0
13957.0	8	0	0	0	0	0	0	0	0	1	0	0	0
14373.0	5	0	0	0	0	0	1	0	0	0	0	0	0
14196.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14611.0	3	0	0	0	1	0	0	0	0	0	0	0	0
14807.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14029.0	3	0	0	0	1	0	0	0	0	0	0	0	0
14668.0	3	0	0	0	1	0	0	0	0	0	0	0	0
15306.0	3	0	0	0	1	0	0	0	0	0	0	0	0
15354.0	5	0	0	0	0	0	1	0	0	0	0	0	0
14952.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14791.0	8	0	0	0	0	0	0	0	0	1	0	0	0
14624.0	8	0	0	0	0	0	0	0	0	1	0	0	0
15221.0	0	1	0	0	0	0	0	0	0	0	0	0	0
15424.0	10	0	0	0	0	0	0	0	0	0	0	1	0
14949.0	10	0	0	0	0	0	0	0	0	0	0	1	0
15548.0	5	0	0	0	0	0	1	0	0	0	0	0	0
14768.0	10	0	0	0	0	0	0	0	0	0	0	1	0
15377.0	10	0	0	0	0	0	0	0	0	0	0	1	0
15581.0	3	0	0	0	1	0	0	0	0	0	0	0	0
15584.0	3	0	0	0	1	0	0	0	0	0	0	0	0
16084.0	10	0	0	0	0	0	0	0	0	0	0	1	0
16681.0	8	0	0	0	0	0	0	0	0	1	0	0	0
16716.0	9	0	0	0	0	0	0	0	0	0	1	0	0
17132.0	0	1	0	0	0	0	0	0	0	0	0	0	0
15725.0	10	0	0	0	0	0	0	0	0	0	0	1	0
15724.0	10	0	0	0	0	0	0	0	0	0	0	1	0
12431.0	10	0	0	0	0	0	0	0	0	0	0	1	0
16047.0	8	0	0	0	0	0	0	0	0	1	0	0	0
16622.0	10	0	0	0	0	0	0	0	0	0	0	1	0
16358.0	8	0	0	0	0	0	0	0	0	1	0	0	0
16982.0	10	0	0	0	0	0	0	0	0	0	0	1	0
16139.0	7	0	0	0	0	0	0	0	1	0	0	0	0
15114.0	8	0	0	0	0	0	0	0	0	1	0	0	0
17018.0	3	0	0	0	1	0	0	0	0	0	0	0	0
17488.0	9	0	0	0	0	0	0	0	0	0	1	0	0
17849.0	9	0	0	0	0	0	0	0	0	0	1	0	0
17490.0	9	0	0	0	0	0	0	0	0	0	1	0	0
17156.0	7	0	0	0	0	0	0	0	1	0	0	0	0
17523.0	4	0	0	0	0	1	0	0	0	0	0	0	0
18312.0	0	1	0	0	0	0	0	0	0	0	0	0	0
17560.0	2	0	0	1	0	0	0	0	0	0	0	0	0
17954.0	5	0	0	0	0	0	1	0	0	0	0	0	0
17613.0	2	0	0	1	0	0	0	0	0	0	0	0	0
17599.0	8	0	0	0	0	0	0	0	0	1	0	0	0
17238.0	2	0	0	1	0	0	0	0	0	0	0	0	0
17719.0	0	1	0	0	0	0	0	0	0	0	0	0	0
18182.0	0	1	0	0	0	0	0	0	0	0	0	0	0
17779.0	8	0	0	0	0	0	0	0	0	1	0	0	0
18685.0	1	0	1	0	0	0	0	0	0	0	0	0	0
18694.0	4	0	0	0	0	1	0	0	0	0	0	0	0
18295.0	3	0	0	0	1	0	0	0	0	0	0	0	0
19407.0	0	1	0	0	0	0	0	0	0	0	0	0	0
19088.0	4	0	0	0	0	1	0	0	0	0	0	0	0
18438.0	6	0	0	0	0	0	0	1	0	0	0	0	0
19478.0	2	0	0	1	0	0	0	0	0	0	0	0	0
18052.0	6	0	0	0	0	0	0	1	0	0	0	0	0
18952.0	0	1	0	0	0	0	0	0	0	0	0	0	0
18625.0	8	0	0	0	0	0	0	0	0	1	0	0	0
19338.0	8	0	0	0	0	0	0	0	0	1	0	0	0
18674.0	4	0	0	0	0	1	0	0	0	0	0	0	0
20267.0	9	0	0	0	0	0	0	0	0	0	1	0	0
19422.0	10	0	0	0	0	0	0	0	0	0	0	1	0
19734.0	2	0	0	1	0	0	0	0	0	0	0	0	0
19746.0	7	0	0	0	0	0	0	0	1	0	0	0	0
20030.0	7	0	0	0	0	0	0	0	1	0	0	0	0
18855.0	11	0	0	0	0	0	0	0	0	0	0	0	1
19782.0	8	0	0	0	0	0	0	0	0	1	0	0	0
19863.0	8	0	0	0	0	0	0	0	0	1	0	0	0
19594.0	10	0	0	0	0	0	0	0	0	0	0	1	0
19959.0	9	0	0	0	0	0	0	0	0	0	1	0	0
20523.0	7	0	0	0	0	0	0	0	1	0	0	0	0
20311.0	8	0	0	0	0	0	0	0	0	1	0	0	0
20571.0	7	0	0	0	0	0	0	0	1	0	0	0	0
20859.0	7	0	0	0	0	0	0	0	1	0	0	0	0
20400.0	11	0	0	0	0	0	0	0	0	0	0	0	1
20119.0	3	0	0	0	1	0	0	0	0	0	0	0	0
21006.0	8	0	0	0	0	0	0	0	0	1	0	0	0
21699.0	5	0	0	0	0	0	1	0	0	0	0	0	0
21281.0	5	0	0	0	0	0	1	0	0	0	0	0	0
21284.0	9	0	0	0	0	0	0	0	0	0	1	0	0
21045.0	8	0	0	0	0	0	0	0	0	1	0	0	0
21522.0	5	0	0	0	0	0	1	0	0	0	0	0	0
21338.0	7	0	0	0	0	0	0	0	1	0	0	0	0
12936.0	10	0	0	0	0	0	0	0	0	0	0	1	0
21116.0	4	0	0	0	0	1	0	0	0	0	0	0	0
21384.0	9	0	0	0	0	0	0	0	0	0	1	0	0
21244.0	8	0	0	0	0	0	0	0	0	1	0	0	0
22274.0	7	0	0	0	0	0	0	0	1	0	0	0	0
22098.0	0	1	0	0	0	0	0	0	0	0	0	0	0
21987.0	8	0	0	0	0	0	0	0	0	1	0	0	0
22397.0	4	0	0	0	0	1	0	0	0	0	0	0	0
22226.0	8	0	0	0	0	0	0	0	0	1	0	0	0
22433.0	7	0	0	0	0	0	0	0	1	0	0	0	0
21856.0	4	0	0	0	0	1	0	0	0	0	0	0	0
22074.0	8	0	0	0	0	0	0	0	0	1	0	0	0
20699.0	10	0	0	0	0	0	0	0	0	0	0	1	0
21865.0	8	0	0	0	0	0	0	0	0	1	0	0	0
23355.0	4	0	0	0	0	1	0	0	0	0	0	0	0
22119.0	11	0	0	0	0	0	0	0	0	0	0	0	1
22911.0	10	0	0	0	0	0	0	0	0	0	0	1	0
22442.0	0	1	0	0	0	0	0	0	0	0	0	0	0
23145.0	11	0	0	0	0	0	0	0	0	0	0	0	1
23498.0	8	0	0	0	0	0	0	0	0	1	0	0	0
22974.0	8	0	0	0	0	0	0	0	0	1	0	0	0
23772.0	8	0	0	0	0	0	0	0	0	1	0	0	0
23934.0	7	0	0	0	0	0	0	0	1	0	0	0	0
23941.0	6	0	0	0	0	0	0	1	0	0	0	0	0
24274.0	4	0	0	0	0	1	0	0	0	0	0	0	0
24139.0	3	0	0	0	1	0	0	0	0	0	0	0	0
23672.0	11	0	0	0	0	0	0	0	0	0	0	0	1
23974.0	10	0	0	0	0	0	0	0	0	0	0	1	0
24901.0	2	0	0	1	0	0	0	0	0	0	0	0	0
24947.0	2	0	0	1	0	0	0	0	0	0	0	0	0
24622.0	5	0	0	0	0	0	1	0	0	0	0	0	0
24170.0	11	0	0	0	0	0	0	0	0	0	0	0	1
24854.0	10	0	0	0	0	0	0	0	0	0	0	1	0
16397.0	10	0	0	0	0	0	0	0	0	0	0	1	0
25086.0	7	0	0	0	0	0	0	0	1	0	0	0	0
25095.0	6	0	0	0	0	0	0	1	0	0	0	0	0
24539.0	8	0	0	0	0	0	0	0	0	1	0	0	0
25405.0	6	0	0	0	0	0	0	1	0	0	0	0	0
25806.0	4	0	0	0	0	1	0	0	0	0	0	0	0
25281.0	4	0	0	0	0	1	0	0	0	0	0	0	0
25687.0	10	0	0	0	0	0	0	0	0	0	0	1	0
25564.0	8	0	0	0	0	0	0	0	0	1	0	0	0
25754.0	8	0	0	0	0	0	0	0	0	1	0	0	0
25558.0	8	0	0	0	0	0	0	0	0	1	0	0	0
26404.0	0	1	0	0	0	0	0	0	0	0	0	0	0
25799.0	10	0	0	0	0	0	0	0	0	0	0	1	0
25423.0	8	0	0	0	0	0	0	0	0	1	0	0	0
26232.0	4	0	0	0	0	1	0	0	0	0	0	0	0
26623.0	5	0	0	0	0	0	1	0	0	0	0	0	0
26276.0	8	0	0	0	0	0	0	0	0	1	0	0	0
26785.0	5	0	0	0	0	0	1	0	0	0	0	0	0
26962.0	2	0	0	1	0	0	0	0	0	0	0	0	0
27399.0	5	0	0	0	0	0	1	0	0	0	0	0	0
27050.0	2	0	0	1	0	0	0	0	0	0	0	0	0
26872.0	8	0	0	0	0	0	0	0	0	1	0	0	0
27281.0	3	0	0	0	1	0	0	0	0	0	0	0	0
26129.0	3	0	0	0	1	0	0	0	0	0	0	0	0
27565.0	0	1	0	0	0	0	0	0	0	0	0	0	0
27378.0	8	0	0	0	0	0	0	0	0	1	0	0	0
27837.0	7	0	0	0	0	0	0	0	1	0	0	0	0
27642.0	11	0	0	0	0	0	0	0	0	0	0	0	1
27499.0	9	0	0	0	0	0	0	0	0	0	1	0	0
27721.0	0	1	0	0	0	0	0	0	0	0	0	0	0
27332.0	11	0	0	0	0	0	0	0	0	0	0	0	1
28780.0	0	1	0	0	0	0	0	0	0	0	0	0	0
27628.0	11	0	0	0	0	0	0	0	0	0	0	0	1
27843.0	6	0	0	0	0	0	0	1	0	0	0	0	0
27881.0	8	0	0	0	0	0	0	0	0	1	0	0	0
27469.0	3	0	0	0	1	0	0	0	0	0	0	0	0
28404.0	2	0	0	1	0	0	0	0	0	0	0	0	0
28698.0	4	0	0	0	0	1	0	0	0	0	0	0	0
29167.0	8	0	0	0	0	0	0	0	0	1	0	0	0
28974.0	10	0	0	0	0	0	0	0	0	0	0	1	0
28755.0	8	0	0	0	0	0	0	0	0	1	0	0	0
28980.0	8	0	0	0	0	0	0	0	0	1	0	0	0
29229.0	5	0	0	0	0	0	1	0	0	0	0	0	0
27271.0	10	0	0	0	0	0	0	0	0	0	0	1	0
29146.0	5	0	0	0	0	0	1	0	0	0	0	0	0
21849.0	10	0	0	0	0	0	0	0	0	0	0	1	0
28715.0	10	0	0	0	0	0	0	0	0	0	0	1	0
29204.0	8	0	0	0	0	0	0	0	0	1	0	0	0
30056.0	9	0	0	0	0	0	0	0	0	0	1	0	0
29653.0	8	0	0	0	0	0	0	0	0	1	0	0	0
29448.0	10	0	0	0	0	0	0	0	0	0	0	1	0
29452.0	11	0	0	0	0	0	0	0	0	0	0	0	1
29727.0	3	0	0	0	1	0	0	0	0	0	0	0	0
28395.0	0	1	0	0	0	0	0	0	0	0	0	0	0
28214.0	0	1	0	0	0	0	0	0	0	0	0	0	0
28493.0	10	0	0	0	0	0	0	0	0	0	0	1	0
30218.0	5	0	0	0	0	0	1	0	0	0	0	0	0
30063.0	10	0	0	0	0	0	0	0	0	0	0	1	0
30235.0	8	0	0	0	0	0	0	0	0	1	0	0	0
954.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1104.0	8	0	0	0	0	0	0	0	0	1	0	0	0
947.0	6	0	0	0	0	0	0	1	0	0	0	0	0
349.0	8	0	0	0	0	0	0	0	0	1	0	0	0
590.0	4	0	0	0	0	1	0	0	0	0	0	0	0
1093.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1247.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1106.0	9	0	0	0	0	0	0	0	0	0	1	0	0
1096.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1109.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1253.0	5	0	0	0	0	0	1	0	0	0	0	0	0
578.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1249.0	5	0	0	0	0	0	1	0	0	0	0	0	0
360.0	8	0	0	0	0	0	0	0	0	1	0	0	0
962.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1266.0	1	0	1	0	0	0	0	0	0	0	0	0	0
951.0	9	0	0	0	0	0	0	0	0	0	1	0	0
1265.0	1	0	1	0	0	0	0	0	0	0	0	0	0
963.0	1	0	1	0	0	0	0	0	0	0	0	0	0
495.0	4	0	0	0	0	1	0	0	0	0	0	0	0
975.0	9	0	0	0	0	0	0	0	0	0	1	0	0
1117.0	8	0	0	0	0	0	0	0	0	1	0	0	0
1100.0	8	0	0	0	0	0	0	0	0	1	0	0	0
1121.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1134.0	6	0	0	0	0	0	0	1	0	0	0	0	0
982.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1274.0	8	0	0	0	0	0	0	0	0	1	0	0	0
835.0	8	0	0	0	0	0	0	0	0	1	0	0	0
478.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1125.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1124.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1294.0	5	0	0	0	0	0	1	0	0	0	0	0	0
955.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1280.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1161.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1128.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1296.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1146.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1295.0	1	0	1	0	0	0	0	0	0	0	0	0	0
838.0	7	0	0	0	0	0	0	0	1	0	0	0	0
520.0	1	0	1	0	0	0	0	0	0	0	0	0	0
839.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1282.0	4	0	0	0	0	1	0	0	0	0	0	0	0
974.0	1	0	1	0	0	0	0	0	0	0	0	0	0
862.0	7	0	0	0	0	0	0	0	1	0	0	0	0
1000.0	1	0	1	0	0	0	0	0	0	0	0	0	0
740.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1298.0	1	0	1	0	0	0	0	0	0	0	0	0	0
840.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1001.0	1	0	1	0	0	0	0	0	0	0	0	0	0
866.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1300.0	1	0	1	0	0	0	0	0	0	0	0	0	0
527.0	8	0	0	0	0	0	0	0	0	1	0	0	0
762.0	8	0	0	0	0	0	0	0	0	1	0	0	0
1033.0	4	0	0	0	0	1	0	0	0	0	0	0	0
1150.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1153.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1335.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1333.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1155.0	1	0	1	0	0	0	0	0	0	0	0	0	0
879.0	1	0	1	0	0	0	0	0	0	0	0	0	0
875.0	4	0	0	0	0	1	0	0	0	0	0	0	0
1011.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1178.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1177.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1013.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1157.0	2	0	0	1	0	0	0	0	0	0	0	0	0
880.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1341.0	1	0	1	0	0	0	0	0	0	0	0	0	0
432.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1181.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1045.0	2	0	0	1	0	0	0	0	0	0	0	0	0
769.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1315.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1017.0	7	0	0	0	0	0	0	0	1	0	0	0	0
1160.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1317.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1343.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1183.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1319.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1055.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1449.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1320.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1051.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1184.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1163.0	1	0	1	0	0	0	0	0	0	0	0	0	0
1346.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1186.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1347.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1187.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1188.0	5	0	0	0	0	0	1	0	0	0	0	0	0
1165.0	6	0	0	0	0	0	0	1	0	0	0	0	0
1322.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1348.0	2	0	0	1	0	0	0	0	0	0	0	0	0
1166.0	1	0	1	0	0	0	0	0	0	0	0	0	0
