label_id	VCName	ache	actub	allcr1	allcr2	anpra	anprb	ap2	arx	ascb	asci	ascii	ash	asicalpha	ato2	baiap	barh1	beta3	bmpr1	brn124	brn3a	bsx	cal2	calmodulin	catl	chat	chx10	cnga	coe	dach	dbhlike	dbx1	delta	dlx	dopard2	edu3to4at6dpf	edu42to48	edu4to5at6dpf	edu5to6at6dpf	elav	pgam	upp	unc22	ndus1	odo2	fxl21	ryr2	ppib	co1a1	synaptopodin	usp9x	jkip3	ccvd	leucin-rich	grik3	mthfsd	rpc2	snd1	calexcitin2	boule-like	junctophilin1	nucleolin	nb5r3	psmf1	bca1	patched	non-muscle-mhc	noe1	eve	eya	fezf	for	foxd3	foxn4	fvri	gad	gata123	gcb	gcd	glt1	glyt	gnrh	gnrhr	gpb	gpcr2	gpcr203	gpcr209	gpcr210	gpcr32	gppcr21	grm7	gsx	gucy	hand	hb9	hcn1	hnf6	hox1	hox4	hox7	hr38	irx6	irx2546	isl	kv33b	kv33e	lbx1b	lhx15	lhx2	lhx3	lhx6	lmo4	lmx1	loc28250	loc5285ct	loc77859	loc8913nt	maf	mecom	mhcl4	mitf	mrlc2	msx	munc22	muncb	nachr	neog	netrin	neurod	ngb	ngn	nk21	nk22	nk6	nmdar	globin-like	olm2a	cepu1	nov2	nov29	tmtc3	gdpd1	kanl3	stathmin	npr1a	ntrps	olig	otp	p56	paraxis	pax258	pax6	pcdh15	pde9	pdf	pea3	phc2	phox2b	pikachu	pitxb	plcg	prdm8	prox	ptf1	Pty2	rab3	rims	robo	rx	scn8aa	sema2	sert	sim1	six12	six4	slit	sox2	sox4	soxb12	soxb2	sp8	syt	syt12	syt7	syta	tal	tbh	tbx20	th	timp	tlx	trk	trph	trpv	trpv4	trpv5	twist	uncs	uncx	vacht	vat1l	vegfr	vglut	wnt16	wnt5	allglands	crypticsegment	head	MB	lateralectoderm	pygidium	restofanimal	foregut	vnc
633	Head_0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.529699510831586	0	0	0	0	0.564640111809923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96995108315863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979734451432565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813417190775681	0	0	0	0	1	0	0	0	0	0	0
634	Head_0072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642701525054466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.991285403050109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934640522875817	0	0	0	0.934640522875817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92156862745098	0	0	0	0	0	0	0	0	0	0	0	0.845315904139434	0	0	0	0	0	0.644880174291939	0.969498910675381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971677559912854	0	0	0	0	0	0	0	0	0.910675381263617	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
635	Head_0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.876028806584362	0.585905349794239	0.604423868312757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821502057613169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63477366255144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8940329218107	0	0	0	0	0	0	0.984567901234568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967592592592593	0	0	0	0	0	0	0	0	0.637860082304527	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
636	Head_0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997942386831276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771604938271605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948559670781893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98559670781893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
637	Head_0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.958689458689459	0	0	0	0	0.5	0	0	0	0	0.819088319088319	0	0.57977207977208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903133903133903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9002849002849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.764957264957265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556980056980057	0	0.740740740740741	0	0	0	0	0.991452991452991	0	0	0	0	0	0
638	Head_0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766505636070853	0	0	0	0	0	0	0.847826086956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734299516908213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.950885668276973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967793880837359	0	0	0	0	0	0
639	Head_0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901234567901235	0	0	0	0	0	0	0.867564534231201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958473625140292	0	0	0	0	0	0
640	Head_0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89083820662768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902534113060429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997076023391813	0	0	0	0	0	0
641	Head_0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.887278582930757	0	0	0	0	0	1	0	0	0.942028985507246	0	0.829307568438003	0	0	0	0	0	0	0.742351046698873	0	0	0	0	0.774557165861514	0.603864734299517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995169082125604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
642	Head_0085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711934156378601	0	0	0	0	0.843621399176955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930041152263374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98559670781893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981481481481482	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
643	Head_0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.957175925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939814814814815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988425925925926	0	0	0	0	0	0	0	0	0	0	0.951388888888889	0	0	0	0	0	0
644	Head_0087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664197530864198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646913580246914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825925925925926	0	0	0.790123456790123	0	0.522222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55679012345679	0	0	0	0	0	0	0.997530864197531	0	0	0	0	0	0
645	Head_0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57516339869281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862745098039216	0	0.908496732026144	0	0	0.971677559912854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956427015250545	0	0	0	0	0	0
646	Head_0090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936678614097969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983273596176822	0	0	0	0	0	0
647	Head_0094	0.996527777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933449074074074	0	0	0	0	0	0	0	0	0	0.747106481481482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931712962962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763310185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919560185185185	0	0	1	0	0	0	0	0	0
648	Head_0096	0.882716049382716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946502057613169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697530864197531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792181069958848	0	0	1	0	0	0	0	0	0
649	Head_0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884531590413943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
650	Head_0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742504409171076	0	0	0	0.839506172839506	0	0	0	0	0	0.638447971781305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507936507936508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998236331569665	0	0	0	0.721340388007055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.701940035273369	0	0	0	0	0	0	0	0	0	0.895943562610229	0	0	0	0	0	0	0	1	0	0	0	0	0	0
651	Head_0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.898989898989899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706228956228956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961279461279461	0	0	0	0.777777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848484848484849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.659090909090909	0	0	0	0	0	0	1	0	0	0	0	0	0
652	Head_0100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91358024691358	0	0.808910359634997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803542673107891	0	0	0	0	0	0	0	0.669887278582931	0	0	0	0.808373590982287	0	0	0	0	0	0	0.898550724637681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.914117015566291	0	0	0	0.898550724637681	0	0	0	0.855609232420827	0	0	0	0	0.908212560386473	0.944176060118089	0	0	0.754696725711218	0	0	0.890499194847021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
653	Head_0101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859126984126984	0	0	0	0	0	0	0	0	0	0	0.877645502645503	0	0	0.51984126984127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64021164021164	0.740740740740741	0	0	0	0	0	0	0.957671957671958	0	0.992724867724868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611111111111111	0	0	0	0	0	0	0	0	0	0	0.974206349206349	0	0	0	0	0	0.517857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0.621693121693122	0.954365079365079	0	0	0	0	0	0	0	0	0	0	0	0.694444444444444	0	0	0	0.941137566137566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534391534391534	0	0	0.56547619047619	0	0	0	0	1	0	0	0	0	0	0
654	Head_0103	0	0	0	0	0	0	0	0	0	0.645133505598622	0	0	0	0	0	0	0	0	0	0.876830318690784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978466838931955	0.922480620155039	0.935400516795866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95693367786391	0.521102497846684	0	0	0	0	0	0.53832902670112	0.933677863910422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69250645994832	0	0	0	0.973298880275625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782945736434109	0	0	0	0	0	0	0	0	0.964685615848407	0.753660637381568	0	0	0	0	0	0	0.923341946597761	0	0	0	0	1	0	0	0	0	0	0
655	Head_0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984567901234568	0.54320987654321	0.996913580246914	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824074074074074	0	0	0	0.998456790123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.842592592592593	0	0	0	0.847222222222222	0	0	0	0	0.537037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932098765432099	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	0	0	0.62037037037037	0	0	0.555555555555556	0.993827160493827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817901234567901	0	0	0	0	1	0	0	0	0	0	0
656	Head_0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938271604938272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.993827160493827	0	0.797839506172839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824074074074074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99537037037037	0	0	0	0.938271604938272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632716049382716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996913580246914	0.799382716049383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95679012345679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
657	Head_0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917562724014337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.951015531660693	0	1	0	0.872162485065711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849462365591398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900836320191159	0	0	0	0	0	0	0	0	0	0	0	0.876941457586619	0	0	0.771804062126643	0	0	0.7610513739546	0.95221027479092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859020310633214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
658	Head_0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831649831649832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999326599326599	0.613468013468013	0.85993265993266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573063973063973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998653198653199	0	0	0	0.958922558922559	0	0	0	0.542760942760943	0	0	0	0	0	0	0	0	0	0	0	0	0.594612794612795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673400673400673	0	0	0	0	0	0	0	0	0	0.911784511784512	0	0	0	0	0	0	0	0	0	0	0	0.924579124579125	0	0	0.856565656565657	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996632996632997	0	0	0	0	0	0	0	0	0.994612794612795	0.594612794612795	0	0	0	0	0	0	0.831649831649832	0	0	0	0	1	0	0	0	0	0	0
659	Head_0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.977072310405644	0.948853615520282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541446208112875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72663139329806	0	0	0	0	0	0.668430335097002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.611992945326279	0	0	0	0	0	0	0	0	0	0	0	0.846560846560847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99647266313933	0	0	0.970017636684303	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99647266313933	0	0	0	0	0	0	0	0	0.994708994708995	0.73015873015873	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
