label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_points	cell_id	nucleus_id
584.0	185.44	161.52	46.7	178.72	138.0	41.9	191.84	165.92	54.1	370.0	1667.0	0.0
586.0	188.88	178.08	36.2	178.8	144.88	33.9	198.24	179.92	52.7	590.0	1667.0	0.0
588.0	198.16	175.68	59.5	177.12	144.32	35.8	202.88	183.2	60.6	897.0	1667.0	0.0
59.0	210.96	149.36	55.5	206.96	141.92	54.3	234.64	160.96	68.6	399.0	1667.0	0.0
590.0	180.4	147.6	37.9	180.4	147.6	35.3	188.4	151.12	47.7	60.0	2616.0	0.0
592.0	182.0	146.56	41.1	181.92	144.64	41.1	185.6	147.2	50.3	23.0	2963.0	0.0
594.0	162.8	182.64	54.0	160.4	147.2	41.5	191.04	182.72	54.1	448.0	1667.0	0.0
596.0	176.64	186.8	50.5	176.64	128.72	38.3	197.36	189.6	63.5	731.0	1667.0	0.0
598.0	178.08	176.16	46.7	176.08	127.04	34.9	196.96	178.88	52.7	721.0	1667.0	0.0
600.0	191.92	153.6	49.6	180.88	127.12	26.0	197.44	170.08	54.2	1123.0	1667.0	0.0
602.0	182.56	146.0	49.2	180.56	145.68	45.7	182.64	148.24	49.3	12.0	3634.0	0.0
603.0	174.8	169.6	44.5	143.76	166.96	37.0	176.32	189.44	52.8	1064.0	1667.0	0.0
604.0	188.32	184.8	58.5	144.88	161.04	35.6	199.2	189.84	59.9	777.0	1667.0	0.0
605.0	186.24	168.96	42.3	144.4	166.96	39.7	188.32	178.16	52.3	617.0	1667.0	0.0
606.0	198.64	175.28	62.3	147.68	164.4	34.9	202.96	186.8	62.6	985.0	1667.0	0.0
607.0	184.64	161.84	47.5	140.64	160.16	40.7	188.08	179.04	52.1	880.0	1667.0	0.0
608.0	181.04	179.04	47.8	140.48	171.44	42.7	191.44	183.84	53.0	812.0	1667.0	0.0
609.0	173.52	170.4	47.7	140.24	168.96	40.8	176.88	181.12	53.0	650.0	1667.0	0.0
61.0	192.56	186.88	61.4	166.88	183.68	52.0	198.16	224.4	67.4	1293.0	1667.0	0.0
610.0	184.96	165.76	42.1	139.2	164.0	37.7	186.08	177.36	52.0	1004.0	1667.0	0.0
611.0	181.76	167.2	39.1	135.84	162.24	38.7	186.8	178.72	52.3	1144.0	1667.0	0.0
612.0	179.28	186.08	48.5	141.2	168.96	46.3	179.44	186.16	51.5	182.0	1667.0	0.0
613.0	191.2	162.4	46.9	146.08	161.44	37.7	191.84	184.0	51.7	452.0	1667.0	0.0
614.0	164.16	191.6	59.7	135.44	168.32	50.1	169.52	191.68	59.8	354.0	4262.0	0.0
615.0	133.92	199.44	44.9	132.56	172.16	44.9	202.72	199.6	75.5	570.0	3225.0	0.0
616.0	133.6	198.56	44.5	132.64	172.08	44.5	178.72	198.64	53.2	192.0	3225.0	0.0
617.0	189.04	183.68	48.9	132.88	172.08	41.0	194.96	199.28	54.3	434.0	1667.0	0.0
618.0	197.6	182.0	53.1	177.12	180.24	52.6	199.2	207.6	61.3	397.0	1667.0	0.0
619.0	188.4	192.8	61.7	173.68	184.08	49.2	190.56	210.64	64.4	531.0	1667.0	0.0
62.0	193.6	197.36	53.3	166.0	194.0	52.1	198.08	220.32	64.7	791.0	1667.0	0.0
620.0	196.8	173.36	43.2	172.32	168.16	39.4	203.52	209.92	65.9	788.0	1667.0	0.0
621.0	188.08	166.72	34.2	167.52	164.8	31.5	188.24	216.96	67.4	914.0	1667.0	0.0
622.0	148.24	175.28	52.8	148.24	171.2	40.1	194.0	213.68	69.4	728.0	4374.0	0.0
623.0	179.76	196.24	56.2	174.16	196.24	56.2	179.84	207.84	71.5	153.0	1667.0	0.0
624.0	189.28	178.16	35.6	173.04	175.44	34.4	191.2	206.24	67.8	499.0	1667.0	0.0
625.0	186.96	161.76	36.2	169.44	158.64	32.5	188.8	207.6	69.4	823.0	1667.0	0.0
626.0	149.76	174.96	52.6	149.76	171.12	47.4	193.68	206.16	65.5	600.0	4374.0	0.0
627.0	203.28	175.84	60.6	174.88	175.84	53.9	204.24	210.0	62.2	545.0	1667.0	0.0
628.0	194.24	183.28	49.3	177.44	183.28	46.4	199.12	215.76	59.5	343.0	1667.0	0.0
629.0	189.2	176.64	39.7	175.84	174.72	39.7	189.28	216.08	62.2	708.0	1667.0	0.0
63.0	189.28	194.16	50.4	167.52	189.52	48.9	189.36	219.04	66.6	442.0	1667.0	0.0
630.0	180.88	215.12	60.3	174.88	210.16	59.7	182.32	226.0	65.0	50.0	5799.0	0.0
631.0	175.2	193.44	60.4	154.8	187.6	53.5	179.52	216.4	61.5	569.0	1667.0	0.0
632.0	192.48	181.6	57.6	171.76	180.56	50.4	195.28	218.48	63.4	823.0	1667.0	0.0
633.0	192.48	175.68	34.2	177.6	175.68	34.2	196.88	218.0	62.7	750.0	1667.0	0.0
634.0	133.04	155.84	108.0	132.56	138.56	40.6	140.32	161.52	108.1	387.0	5698.0	0.0
635.0	134.96	136.96	108.3	134.96	136.96	40.2	141.2	161.52	108.4	465.0	5698.0	0.0
636.0	148.8	172.8	55.7	127.92	138.8	41.0	148.88	181.04	60.8	352.0	4374.0	0.0
637.0	144.16	151.76	47.6	132.88	151.76	35.9	144.24	156.0	51.1	164.0	3651.0	0.0
638.0	147.28	157.92	38.9	132.0	152.16	35.5	150.32	158.32	48.4	172.0	2448.0	0.0
639.0	129.2	154.32	111.6	127.04	153.68	37.4	138.08	164.0	111.7	467.0	5698.0	0.0
640.0	131.84	132.32	129.3	129.6	130.88	36.7	140.08	163.92	129.4	762.0	5698.0	0.0
641.0	149.6	147.92	41.1	132.96	147.6	36.7	149.68	154.48	44.3	92.0	3286.0	0.0
643.0	135.52	156.0	104.0	126.88	155.68	38.2	137.76	175.2	104.1	419.0	5698.0	0.0
644.0	131.92	131.68	130.4	128.4	131.52	38.9	139.84	178.8	130.5	651.0	5698.0	0.0
645.0	139.04	177.36	54.4	130.96	172.4	52.9	144.32	180.16	63.0	195.0	4374.0	0.0
646.0	154.24	157.36	40.6	133.36	155.84	33.0	154.32	178.96	60.5	323.0	1486.0	0.0
647.0	135.28	157.92	73.9	127.12	157.68	60.3	135.44	171.6	75.4	152.0	5698.0	0.0
648.0	129.44	168.4	65.7	124.64	164.32	61.7	130.08	168.48	65.8	24.0	4374.0	0.0
649.0	100.32	101.84	229.5	100.32	101.84	56.1	146.08	180.8	229.6	1210.0	5698.0	0.0
65.0	193.44	192.8	55.8	166.88	190.64	51.6	193.52	219.2	69.1	946.0	1667.0	0.0
650.0	122.0	141.44	124.6	121.04	141.44	56.6	139.12	188.4	124.9	474.0	5698.0	0.0
651.0	191.6	173.92	43.9	181.52	165.36	24.0	194.0	174.0	44.2	328.0	1667.0	0.0
652.0	167.04	137.44	39.6	165.52	137.36	19.3	193.52	171.6	40.9	618.0	1934.0	0.0
653.0	186.16	161.76	34.2	175.92	152.24	19.0	194.64	163.68	34.3	190.0	1667.0	0.0
654.0	185.52	162.64	30.7	182.56	159.36	25.9	197.44	165.6	40.6	214.0	1817.0	0.0
655.0	195.28	172.0	37.0	186.64	161.76	23.1	202.8	182.88	42.8	388.0	1667.0	0.0
656.0	188.24	159.84	38.8	187.28	159.84	16.5	200.16	177.76	43.7	518.0	1667.0	0.0
657.0	188.0	160.24	38.8	186.96	160.24	15.0	192.16	165.12	48.8	301.0	1667.0	0.0
658.0	187.6	164.72	46.3	184.4	159.84	14.7	194.56	172.8	50.5	488.0	1667.0	0.0
659.0	187.36	173.28	47.6	183.84	161.04	19.0	195.44	173.76	51.0	493.0	1667.0	0.0
660.0	184.08	160.64	26.3	184.0	159.84	19.2	189.36	161.84	26.4	22.0	917.0	0.0
661.0	174.16	176.32	50.5	167.44	147.6	18.4	191.92	179.28	54.0	921.0	1667.0	0.0
662.0	184.72	161.6	43.4	184.64	158.4	20.3	196.0	164.16	43.5	171.0	1667.0	0.0
663.0	181.28	160.08	41.7	172.72	145.6	15.5	190.64	163.76	45.0	457.0	1667.0	0.0
664.0	193.2	152.4	47.4	167.84	126.8	6.7	198.88	160.4	55.8	440.0	1667.0	0.0
665.0	222.0	160.08	49.2	198.64	150.64	1.3	223.76	163.6	49.3	302.0	1667.0	0.0
666.0	195.92	159.28	60.9	195.52	156.56	11.0	223.04	165.2	63.2	431.0	1667.0	0.0
667.0	210.72	163.6	64.5	201.12	148.8	1.8	222.88	163.68	64.6	390.0	1667.0	0.0
668.0	221.6	161.28	45.0	198.24	149.28	0.2	221.84	161.6	45.1	327.0	1667.0	0.0
669.0	221.84	160.0	51.0	196.32	154.72	9.6	222.4	160.88	51.1	243.0	1667.0	0.0
67.0	220.0	105.04	68.4	188.96	105.04	67.8	220.08	121.92	77.3	169.0	0.0	0.0
670.0	197.92	131.92	56.5	196.56	131.92	11.8	220.88	161.84	58.6	400.0	1667.0	0.0
671.0	166.16	141.92	37.9	165.92	141.92	19.2	187.2	160.24	38.0	176.0	2603.0	0.0
69.0	144.56	185.12	71.9	144.56	185.12	69.2	153.52	188.64	72.0	53.0	6262.0	0.0
72.0	133.36	223.2	66.8	133.36	185.36	66.7	156.08	223.28	71.5	218.0	6823.0	0.0
73.0	176.32	176.48	50.6	175.12	176.0	40.5	191.92	207.28	61.8	738.0	1667.0	0.0
75.0	192.56	129.84	58.0	192.56	129.84	0.1	222.72	161.36	62.8	1366.0	1667.0	0.0
77.0	216.24	159.84	36.6	205.28	156.56	23.4	216.32	160.0	36.7	230.0	1667.0	0.0
79.0	175.92	203.2	0.1	174.48	190.4	0.1	187.92	209.12	61.2	1238.0	55.0	0.0
8.0	164.64	194.4	50.2	151.76	192.64	49.6	170.88	197.68	53.5	465.0	1667.0	0.0
81.0	175.12	195.68	60.0	171.68	190.0	26.8	191.68	209.04	61.6	763.0	1667.0	0.0
82.0	207.36	177.2	67.1	182.32	144.96	39.1	224.96	184.96	70.6	1643.0	1667.0	0.0
84.0	203.28	140.8	61.0	203.2	140.8	57.9	228.16	180.64	72.2	1138.0	1667.0	0.0
86.0	208.72	155.68	57.1	207.76	140.96	55.1	230.72	157.36	72.9	402.0	1667.0	0.0
88.0	214.72	175.04	58.0	209.76	139.6	54.9	237.44	175.84	67.8	843.0	1667.0	0.0
90.0	161.28	183.2	45.6	147.84	182.16	44.4	168.72	199.52	54.8	815.0	1667.0	0.0
92.0	169.92	180.48	52.3	151.28	180.48	51.9	175.2	202.64	55.8	419.0	1667.0	0.0
94.0	191.12	190.08	48.4	156.24	184.24	48.4	191.2	201.84	57.7	468.0	1667.0	0.0
96.0	201.44	156.4	60.6	197.36	146.72	5.8	222.8	161.04	63.9	917.0	1667.0	0.0
98.0	199.36	134.08	58.4	196.56	130.48	0.1	221.6	162.4	59.5	970.0	1667.0	0.0
672.0	139.76	182.16	73.9	131.04	177.84	66.4	157.12	218.16	75.5	238.0	4374.0	0.0
673.0	140.8	184.96	72.2	128.8	168.08	65.7	155.84	223.12	76.9	331.0	4374.0	0.0
674.0	133.28	159.84	85.1	125.52	159.12	68.8	152.0	224.72	85.2	338.0	5698.0	0.0
675.0	139.84	182.16	71.3	132.8	182.16	67.4	152.08	223.52	74.8	174.0	6738.0	0.0
676.0	138.56	185.36	73.4	133.92	184.08	67.4	155.12	222.96	74.7	157.0	4374.0	0.0
677.0	137.6	185.44	73.2	118.32	185.44	63.5	151.2	230.72	73.6	191.0	4374.0	0.0
678.0	141.52	185.52	70.6	101.76	184.72	63.5	150.24	238.4	74.3	160.0	4374.0	0.0
679.0	186.0	121.84	56.1	186.0	121.84	56.1	228.32	200.64	82.0	503.0	1667.0	0.0
680.0	192.24	185.44	68.3	184.56	177.68	66.3	214.64	199.92	83.1	678.0	1667.0	0.0
681.0	209.52	181.2	71.4	205.04	179.44	71.4	224.72	200.16	83.0	224.0	1667.0	0.0
682.0	209.2	191.68	79.3	209.2	191.68	79.3	225.68	198.8	85.0	59.0	7862.0	0.0
683.0	208.88	192.0	80.4	208.88	190.8	79.6	226.24	198.48	85.5	44.0	8584.0	0.0
684.0	226.16	198.0	80.0	223.2	195.6	80.0	226.24	198.16	83.7	9.0	8039.0	0.0
685.0	207.28	188.0	75.4	181.2	164.56	57.5	228.56	199.04	87.5	673.0	7844.0	0.0
686.0	184.48	119.52	57.1	184.48	119.28	55.5	226.56	200.4	89.7	529.0	1667.0	0.0
687.0	188.8	197.76	75.1	186.88	180.96	69.4	227.68	201.68	89.4	575.0	1667.0	0.0
688.0	163.44	196.72	56.8	163.44	189.28	55.5	225.52	202.48	88.7	431.0	1667.0	0.0
689.0	204.16	186.56	88.2	204.16	186.56	88.2	209.6	194.08	94.6	22.0	8951.0	0.0
690.0	203.2	195.76	82.9	203.12	190.88	82.9	209.68	198.32	94.2	55.0	8229.0	0.0
691.0	201.76	173.84	60.8	200.24	168.56	59.7	213.76	187.28	94.1	756.0	1667.0	0.0
692.0	172.88	141.04	79.1	164.08	131.44	55.7	192.96	166.48	79.2	838.0	7782.0	0.0
693.0	183.36	151.44	58.5	170.88	146.72	54.6	188.88	153.36	66.4	160.0	3829.0	0.0
694.0	172.48	152.8	58.2	172.48	140.4	58.2	191.12	152.88	70.7	94.0	4848.0	0.0
695.0	172.72	153.2	58.8	172.72	145.12	58.4	187.76	153.28	68.1	155.0	4848.0	0.0
696.0	171.36	153.36	54.3	171.36	150.08	54.3	191.76	155.6	69.3	115.0	4830.0	0.0
697.0	184.4	149.92	58.2	170.0	146.16	54.7	184.88	154.0	63.3	75.0	3829.0	0.0
698.0	171.04	154.56	59.5	171.04	150.08	59.5	181.92	154.64	61.4	11.0	5263.0	0.0
699.0	165.36	145.6	57.1	165.36	140.72	57.1	178.0	145.84	63.3	41.0	5227.0	0.0
700.0	184.72	150.8	59.9	166.0	129.2	56.9	185.6	150.88	73.2	322.0	3829.0	0.0
701.0	164.96	145.92	57.7	164.96	129.84	57.7	185.52	149.36	82.3	548.0	5227.0	0.0
702.0	169.76	144.56	61.4	169.76	134.64	61.2	181.12	149.2	76.9	306.0	5454.0	0.0
703.0	179.04	146.88	73.9	169.44	134.24	68.4	180.4	147.52	78.3	209.0	7374.0	0.0
704.0	167.92	141.36	62.5	167.6	130.8	62.5	181.36	142.16	75.8	51.0	5871.0	0.0
705.0	164.96	141.36	60.4	164.96	128.48	60.4	177.68	141.52	80.1	84.0	5427.0	0.0
706.0	172.08	149.76	59.7	172.08	138.64	59.7	190.4	149.84	69.3	67.0	5230.0	0.0
707.0	174.32	146.32	72.4	169.76	143.28	64.3	187.04	151.2	72.7	136.0	7575.0	0.0
708.0	168.4	153.6	62.2	168.4	140.4	62.2	185.92	153.68	71.0	66.0	5905.0	0.0
709.0	177.6	146.8	67.4	167.12	136.88	58.5	186.0	147.52	72.8	59.0	6430.0	0.0
710.0	174.96	143.36	70.3	165.36	134.24	57.2	183.68	145.36	74.9	81.0	6392.0	0.0
711.0	187.44	154.96	72.5	169.28	145.52	64.5	189.44	156.8	74.0	209.0	7375.0	0.0
712.0	197.44	158.8	58.0	196.24	147.2	0.1	230.56	168.4	63.5	725.0	1667.0	0.0
713.0	199.12	162.16	60.3	194.8	150.08	0.1	230.32	172.72	64.0	665.0	1667.0	0.0
714.0	201.92	140.24	56.4	201.92	140.24	0.2	232.16	170.0	59.8	525.0	1667.0	0.0
715.0	211.84	163.04	64.0	210.8	149.28	0.0	231.92	169.04	64.5	387.0	1667.0	0.0
716.0	190.24	180.4	61.5	190.24	148.4	0.2	233.84	180.48	66.6	669.0	1667.0	0.0
717.0	215.92	158.16	57.2	214.4	151.12	0.2	231.36	168.96	57.3	565.0	1667.0	0.0
718.0	203.92	147.12	60.2	203.92	147.12	0.2	229.36	172.24	62.9	531.0	1667.0	0.0
719.0	186.64	122.4	55.5	186.64	122.4	0.1	229.6	170.48	59.6	642.0	1667.0	0.0
720.0	205.44	155.28	62.7	200.48	149.92	0.1	229.92	169.44	63.8	481.0	1667.0	0.0
