label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	shape_pixelsize
0.0	152.31771490507722	140.96237575603112	145.67408614412076	30.72	20.48	0.0	245.74	245.74	284.77500000000003	96592444927.0
1.0	217.48628300284912	148.2722414154048	9.331547383601993	207.82	141.94	0.0	221.26	158.22	17.925	29290956.0
2.0	197.45789674031903	159.0505017201887	2.81668342271822	190.86	151.20000000000002	0.0	205.0	168.62	9.575000000000001	41992789.0
3.0	207.24088231348009	163.60627726013064	4.237758646710086	195.76	152.48	0.0	217.18	173.3	11.15	49132560.0
4.0	182.80948791413138	185.7136651120205	3.7232892774159354	173.92000000000002	180.04	0.0	191.48000000000002	194.78	10.275	35763338.0
5.0	185.94253787888348	176.07936753685667	1.4132619631142884	183.52	174.08	0.8250000000000001	190.20000000000002	178.44	2.6750000000000003	396197.0
6.0	181.14879943787312	198.79522788528013	8.813803052889341	172.1	185.54	0.0	196.34	209.14000000000001	21.05	71272155.0
7.0	200.8683984747934	156.6011067392045	4.7627783340774625	195.66	147.9	0.1	209.54	161.64000000000001	8.05	12867765.0
8.0	201.8217002711791	157.08651218006483	10.871012996585279	198.66	151.68	2.375	210.4	161.06	17.575	11735775.0
9.0	206.36387109994234	156.19180434229114	8.38214831073659	202.92000000000002	151.66	1.9000000000000001	213.68	159.62	13.675	11248808.0
10.0	191.8432282017198	161.45174053774636	7.101157867213804	177.78	136.42000000000002	0.0	215.78	179.9	21.05	133514835.0
11.0	189.83863576343123	161.78990556346633	3.2566856614060664	187.70000000000002	158.68	1.6	192.46	163.82	4.625	927713.0
12.0	186.39438426861497	171.32240634229754	2.770526193067	185.8	170.72	2.075	187.24	171.82	3.1750000000000003	64330.0
13.0	190.7892353393086	173.37467656850194	2.620551856594114	190.3	172.02	2.325	191.36	174.42000000000002	3.075	19525.0
14.0	200.70685951434004	173.41768187544776	3.03459956522813	200.06	172.6	2.725	201.4	174.06	3.1750000000000003	40481.0
15.0	176.67705436578674	168.61669079956548	14.562051917385432	164.92000000000002	152.78	0.8	188.0	183.94	29.200000000000003	50116372.0
16.0	175.63088369527526	184.892465851702	5.4653931899014765	169.74	174.20000000000002	1.1500000000000001	181.62	194.64000000000001	12.600000000000001	24993559.0
17.0	177.46636315414008	203.24756233496382	13.618382660417561	172.36	197.9	1.225	184.70000000000002	209.4	20.025000000000002	26434362.0
18.0	182.04092812359923	204.7387003813393	11.632055513597345	176.4	197.56	1.85	186.5	207.9	17.45	15503517.0
19.0	186.1737255624689	158.1369951146131	5.258036677786716	172.32	139.52	0.8250000000000001	204.78	176.42000000000002	13.5	94488935.0
20.0	192.8719256907287	159.2770218488205	4.371252523873939	191.34	158.36	3.6750000000000003	194.20000000000002	160.08	4.9750000000000005	249121.0
21.0	197.80621203140134	155.84038644479463	4.929707491795458	196.48000000000002	154.22	4.125	199.24	158.26	5.7	138338.0
22.0	152.05342172180303	167.44276237730222	8.910817097762854	141.92000000000002	158.14000000000001	3.6500000000000004	161.08	174.28	19.175	40820709.0
23.0	152.56972562850675	177.31853332168004	11.9887950366648	148.12	161.44	3.95	159.06	183.52	18.475	24839789.0
24.0	197.47283213226027	173.13106354238758	12.464345671443134	192.72	169.0	3.2	205.0	177.20000000000002	17.425	7722955.0
25.0	197.3839852969627	168.40817179338362	4.970826078545174	197.16	168.12	4.775	197.66	168.86	5.300000000000001	5169.0
26.0	205.3499322605656	166.2500674673885	4.079042432362586	204.72	165.5	3.2750000000000004	206.0	166.98	4.775	147034.0
27.0	188.11153315742322	181.55133870075838	4.96924408689411	179.08	177.96	1.35	197.12	193.88	13.625	21585272.0
28.0	174.78307706613984	190.94791190289828	7.913046889802968	171.86	186.42000000000002	0.0	178.26	198.26	15.075000000000001	18593211.0
29.0	181.17216789273593	190.33662962248604	5.183127395103524	177.06	185.76	1.6	185.70000000000002	197.96	8.675	19209765.0
30.0	192.29759479792975	190.0274315707242	5.106066330675175	186.06	184.12	1.6	197.52	200.98000000000002	13.850000000000001	23954769.0
31.0	177.32129161101795	195.5102844741976	8.287549545047767	174.48	189.64000000000001	3.2	181.22	200.06	14.950000000000001	20228056.0
32.0	183.83787700525136	202.63360131019903	13.939035573969363	179.34	200.0	3.85	186.98	207.0	17.575	9890406.0
33.0	185.86172250704504	156.93681835090132	6.778932313129708	175.38	148.52	2.7750000000000004	193.32	165.48	9.575000000000001	48695766.0
34.0	193.3612746399755	152.02108909542775	6.906934514690367	192.70000000000002	151.12	6.075	193.96	152.78	7.8500000000000005	58746.0
35.0	201.23090048152022	148.80577234825532	5.436067074430202	194.14000000000001	143.18	1.225	208.18	154.48	9.575000000000001	18204016.0
36.0	200.30644067010272	153.13170851468095	7.218756370410614	195.6	149.0	3.9000000000000004	204.78	157.24	10.450000000000001	14269096.0
37.0	227.3588362467763	161.93914096290678	42.91517326193426	205.9	147.56	2.875	238.6	170.34	56.400000000000006	19040016.0
38.0	210.05182340007582	156.79894121444804	7.745286740076492	207.56	150.52	3.3000000000000003	213.14000000000001	162.20000000000002	14.375	14407979.0
39.0	207.7815555440142	148.04128819762963	15.308228141630295	204.8	144.76	5.75	214.3	152.20000000000002	20.275000000000002	9588684.0
40.0	149.79437479691734	168.01894871174443	11.436101268674335	136.76	155.6	3.6500000000000004	165.54	182.08	24.75	121117533.0
41.0	183.99755161597932	162.85181842809038	8.300740851801853	170.02	152.98	2.3000000000000003	195.54	172.02	15.975000000000001	44518384.0
42.0	204.97605710608062	160.05937366246485	5.490445857598498	201.18	153.66	1.85	213.98000000000002	164.48	9.5	15194459.0
43.0	219.693909442597	165.60039570903984	11.700330828925015	214.3	154.98	4.9	222.94	168.56	15.8	10383690.0
44.0	198.1607102193447	169.05606194884652	7.890318334842992	164.76	153.6	0.0	219.66	178.3	20.775000000000002	121091520.0
45.0	204.00281796731045	168.53216903109268	6.832968555642838	199.78	163.84	2.975	209.58	172.58	12.025	14322856.0
46.0	205.59300881068086	164.4228311194603	5.7272372430997525	202.16	160.36	3.075	210.96	168.28	9.575000000000001	8554390.0
47.0	174.28476548897893	175.0402657227635	7.644129890493211	166.4	164.72	2.5	179.88	182.86	18.85	48527570.0
48.0	170.47886835713192	183.03194967917835	7.248407478155801	161.82	172.56	2.2	175.68	194.54	14.375	34710403.0
49.0	168.12637937892	175.2279546428026	7.20767295777879	166.84	173.22	6.275	169.46	177.92000000000002	9.025	261480.0
50.0	179.6830686616722	181.5554675182125	5.261580248225001	174.02	172.02	0.7000000000000001	186.54	188.46	17.150000000000002	20334780.0
51.0	190.2442887549229	175.51791403797216	6.5618334799029645	189.26	174.5	5.425000000000001	191.26	176.62	7.45	235383.0
52.0	168.86987109780566	191.40060099873998	7.6811487008636945	163.84	183.42000000000002	2.275	175.82	201.54	15.075000000000001	31618236.0
53.0	175.76907539347837	188.14588175648714	6.865249071557386	171.58	181.38	0.0	179.34	199.94	12.825000000000001	22460192.0
54.0	185.6195715301249	192.87105973898693	6.269354261694311	175.26	186.52	0.0	193.0	201.70000000000002	13.15	28327079.0
55.0	190.85821180991204	206.38230801744106	18.641116646084853	180.3	200.18	2.9000000000000004	198.08	211.68	26.05	16793114.0
56.0	185.45661636868002	212.24096580467807	20.042431716393278	180.24	200.94	3.475	194.3	217.3	30.225	29279502.0
57.0	180.68800208348094	123.52928065970151	8.655008824451563	178.76	120.74000000000001	6.6000000000000005	182.76	125.3	10.625	593238.0
58.0	177.97628134689208	127.31350302112794	12.047042484715062	168.34	118.24000000000001	5.325	186.20000000000002	133.22	22.125	57265207.0
59.0	178.08176881886328	136.48574243750488	9.237169577054432	176.8	135.34	6.6000000000000005	179.86	138.32	12.200000000000001	476397.0
60.0	186.38972203836795	138.97928630140058	16.400704879181387	177.72	134.74	6.75	190.52	141.86	20.375	14904611.0
61.0	190.3704448751515	145.5139181105762	10.787627000878668	177.96	136.84	6.4	195.94	149.22	15.575000000000001	9749342.0
