label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	shape_pixelsize	shape_surface_area	shape_sphericity	shape_mean_intensity	shape_st_dev_intensity	shape_ratio_volume	shape_ratio_mean_intensity	shape_ratio_stdev_intensity	shape_heterochromatin_mean_distance	shape_heterochromatin_st_dev_distance	region_vnc
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	179.96652096162086	180.942838416287	5.545793515289315	176.72	178.08	2.0	183.44	184.0	8.9	123583.0	128.72962148204516	809719.0630092843	173.48011944399462	20.071775705627765	1.187369459415898	0.875479481044969	0.9874064515287087	0.2579166141300497	0.2336806569438577	0.0
2.0	181.6061632076497	137.91618602629578	11.86829747546092	178.4	135.04	7.6	186.72	141.12	18.0	110436.0	259.0348817249473	79359.50656349315	170.18057426629525	13.990922710152265	0.04062932792567215	0.9162531729028656	2.2293370166020905	0.026274837086492742	0.01589336684241788	0.0
3.0	194.05964806693726	145.28497623809594	8.49847244903577	189.52	142.56	5.5	197.68	147.68	12.3	108998.0	116.42643309104089	851401.9777912882	171.8696795720818	18.25226117691594	1.4531528440034696	0.8954150544090653	0.9500796911828888	0.2772934406959496	0.2443359645779648	0.0
4.0	173.12933769314608	161.06024363659682	12.823780214143733	169.52	158.16	10.2	176.64	163.76	15.7	124776.0	113.54404395710678	1200372.3749429178	173.17806941398254	19.262173291412736	1.2986977704785079	0.8972353703278646	0.9846784881207715	0.3032133809786921	0.25211241575556353	0.0
5.0	146.85198420138616	187.65167847464454	19.91272751489443	143.36	183.12	14.6	150.48	190.96	24.9	195207.0	212.55775505073814	447535.91027248336	173.36953038986306	20.280121925711374	0.7195375732943712	0.8959224109496119	1.1498018925147229	0.2915807663032976	0.2531134223604125	0.0
6.0	169.19705891900668	172.94972001298493	15.377554374289891	166.0	170.48	12.7	171.76	175.76	18.0	98576.0	90.8511658785186	1465558.7800186703	172.9045178299197	21.55228758705693	1.7497969791559373	0.8690982257943142	0.8921607534958697	0.2786384096340671	0.2428488774101075	0.0
7.0	202.14923034339023	172.46948694986727	13.557567123109234	199.28	170.96	10.3	204.4	174.08	18.0	61417.0	82.57102681007524	757785.8916710741	153.65992937916462	17.092073534355823	0.044848834272402036	0.7619373511089884	2.240058172539828	0.02783241525185201	0.013540457403111338	0.0
8.0	166.48414132847319	207.06318819134918	19.3125719544544	162.16	204.48	14.7	170.72	210.0	23.5	221668.0	193.22521572990425	770312.5556506725	174.25796468137864	18.627304094970047	1.162756815187598	0.9216221006794043	1.006172827815288	0.29545285226519546	0.23539820473746506	0.0
9.0	198.32620443957248	121.82037993970951	22.280252123869566	194.64	118.32	18.7	203.92	126.64	25.5	91225.0	169.02087291323596	194921.2090887489	164.87862404104519	19.792934478644465	0.25237504434142416	0.8775534315117445	1.4036112379432293	0.15621712467304005	0.1651273888342671	0.0
