label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	shape_pixelsize
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	179.96652096162086	180.942838416287	5.545793515289315	176.72	178.08	2.0	183.44	184.0	8.9	123583.0
2.0	181.60616320764962	137.91618602629578	11.868297475460908	178.4	135.04	7.6000000000000005	186.72	141.12	18.0	110436.0
3.0	194.05964806693694	145.28497623809614	8.498472449035773	189.52	142.56	5.5	197.68	147.68	12.3	108998.0
4.0	173.1293376931461	161.06024363659677	12.823780214143737	169.52	158.16	10.200000000000001	176.64000000000001	163.76	15.700000000000001	124776.0
5.0	146.85198420138622	187.6516784746449	19.912727514894456	143.36	183.12	14.600000000000001	150.48	190.96	24.900000000000002	195207.0
6.0	169.19705891900668	172.9497200129849	15.377554374289893	166.0	170.48	12.700000000000001	171.76	175.76	18.0	98576.0
7.0	202.14923034339026	172.46948694986727	13.557567123109237	199.28	170.96	10.3	204.4	174.08	18.0	61417.0
8.0	166.4841413284732	207.0631881913492	19.312571954454402	162.16	204.48000000000002	14.700000000000001	170.72	210.0	23.5	221668.0
9.0	198.3262044395726	121.82037993970951	22.280252123869566	194.64000000000001	118.32000000000001	18.7	203.92000000000002	126.64	25.5	91225.0
10.0	197.47706724257836	141.97736739997802	20.746049452761824	194.96	139.76	17.7	199.92000000000002	144.48	23.6	109276.0
11.0	206.7757955780195	162.69147663870882	22.04577518953961	204.64000000000001	159.92000000000002	18.6	208.8	164.96	24.900000000000002	81909.0
12.0	156.56899587094412	180.64853529235535	18.819372696130177	153.44	176.0	15.200000000000001	160.16	184.32	22.8	153546.0
13.0	161.8723172067549	171.5796631675034	18.75870721131904	157.92000000000002	168.72	15.200000000000001	165.36	174.72	21.700000000000003	175280.0
14.0	201.7233003814759	178.4163722876245	22.727758521678506	198.8	175.36	19.5	205.04	180.8	25.3	97516.0
15.0	188.89348003719843	188.2828692935436	18.598283230410754	185.6	185.20000000000002	15.0	191.6	191.76	21.8	95703.0
16.0	214.68321531196125	195.44263661577673	24.191858024537115	212.16	191.92000000000002	19.8	218.0	199.20000000000002	27.700000000000003	80042.0
17.0	178.13059850530678	134.21621428122842	28.978498084531818	175.12	131.04	23.0	181.12	139.28	33.9	191076.0
18.0	204.47818289585098	142.0170397967824	23.598192209991534	201.92000000000002	139.04	20.900000000000002	207.12	144.4	26.5	94480.0
19.0	183.31150904681962	156.251028725984	25.42650041969781	179.6	154.72	22.5	187.76	157.76	28.5	85776.0
20.0	206.4435671430337	146.13566173184623	27.5935172243299	203.20000000000002	143.6	24.700000000000003	209.52	148.48	30.400000000000002	105171.0
21.0	139.45383776584674	187.665970227938	25.347801778554686	137.6	185.36	20.5	141.20000000000002	189.52	29.900000000000002	72081.0
22.0	164.0374670780648	199.31608929759813	27.211143041522988	161.76	196.96	23.200000000000003	166.32	202.0	31.5	99174.0
23.0	199.97191361751027	141.31288298638836	31.74099663116079	196.96	138.96	29.0	202.56	143.92000000000002	34.800000000000004	102706.0
24.0	190.75447604894242	165.89039758260267	29.153293703868812	187.36	162.88	26.3	193.92000000000002	168.72	31.3	100935.0
25.0	174.8170009876108	177.32294405820056	28.914582416615303	172.56	172.88	26.400000000000002	177.04	180.88	31.5	102267.0
26.0	174.70758845126832	116.16825267022702	34.172928487984	172.64000000000001	113.84	32.2	176.64000000000001	118.0	36.6	47936.0
27.0	194.92271058230244	119.9389803797967	33.48345284059568	193.68	118.56	30.0	196.56	121.12	39.900000000000006	25382.0
28.0	132.0082524984473	162.5066704308057	35.04552255660325	129.52	160.56	32.1	133.76	164.24	39.1	35422.0
29.0	159.8274581673307	164.97332878011767	37.27554638588502	157.28	162.64000000000001	33.1	162.32	168.0	40.900000000000006	105420.0
30.0	142.75508318634695	183.59526719740668	36.7915180912428	140.24	180.48	33.9	145.68	186.48	39.900000000000006	83908.0
31.0	172.68116341022125	170.19574240592075	36.64342331366436	170.64000000000001	166.4	34.0	175.44	174.24	39.5	109987.0
32.0	159.3764642135497	120.56057700497456	41.720772360301915	156.08	117.68	37.4	163.76	122.8	44.900000000000006	110363.0
33.0	208.30917944584192	119.01486651062967	41.17598648110559	204.8	116.08	37.9	211.44	122.8	43.900000000000006	102967.0
34.0	138.62987694024218	143.22127347706714	41.819017928439386	135.52	139.44	37.9	141.76	147.44	46.300000000000004	91419.0
35.0	153.62723407432296	124.63933777553801	42.35260652892099	150.4	122.32000000000001	38.7	156.64000000000001	127.12	47.0	107154.0
36.0	166.07225745333974	134.94979951358602	43.23109315649964	163.36	131.84	39.400000000000006	168.56	137.84	46.900000000000006	109783.0
37.0	184.39747587420166	141.14078043929987	40.73488265364661	182.08	138.88	37.1	187.44	143.52	43.2	78443.0
38.0	202.38685155843405	127.07714335280171	41.105722546695205	199.84	124.08	39.1	205.36	129.92000000000002	43.400000000000006	86465.0
39.0	203.78045993445423	139.0832906574073	41.351932486004216	201.12	135.2	39.0	206.48000000000002	142.08	44.300000000000004	107711.0
40.0	134.84225899138016	149.9792688001586	38.63853660953136	133.36	148.0	37.2	136.8	151.6	39.900000000000006	20186.0
41.0	137.5168335352283	146.48817195819367	38.906000507085096	135.6	144.64000000000001	36.5	139.12	148.4	42.7	35497.0
42.0	224.40505644080113	148.47401021358468	42.48865350567479	221.04	146.48	39.800000000000004	227.92000000000002	150.48	44.900000000000006	97713.0
43.0	237.61562877790826	146.60747771674454	40.24882535129129	233.6	142.8	37.4	240.64000000000001	150.64000000000001	43.0	126889.0
