label_id	shape_volume_in_microns	shape_extent	shape_surface_area	shape_sphericity	intensity_mean	intensity_st_dev
1.0	79.09312000000001	0.27693669467787113	130.16365802077013	0.3208193488711986	174.0459529223275	16.11967314463136
2.0	70.67904	0.13008923049739374	259.1462731082105	0.03246375523158171	170.09081449687375	10.550750299265436
3.0	69.75872000000001	0.23594938900975204	118.48654462768765	0.33085848455823463	172.3032257472614	14.396367914982484
4.0	79.77344000000002	0.3597287157287157	115.95589782386978	0.4616262376823319	172.78320412018783	16.530874552063178
5.0	124.76223999999999	0.2148032082579917	219.98573461812882	0.1653617817968044	173.2733879392572	16.697407589139267
6.0	63.08864000000001	0.3732327706975018	92.90597769279631	0.5613370790255319	172.89209341016067	18.196141062373602
7.0	39.30688000000001	0.30284516765286	84.92245807862075	0.2853131904963945	154.06234430206618	13.206331371637516
8.0	141.86751999999998	0.3294512811366744	194.09544604860446	0.3112951034595069	174.39512243535378	16.161747728518094
9.0	58.38400000000001	0.10761916559018007	169.24741896327092	0.07951954791755306	164.9668780988967	17.204767290349807
10.0	69.92384000000001	0.4898932831136221	94.70995210563713	0.6509026853427836	175.2461649703449	16.385310026001626
11.0	52.35328000000001	0.3827961215932914	86.93297872550332	0.4718310126868416	173.33592088213	18.15706025409884
12.0	98.26944	0.2234290079668231	207.34903290879964	0.12251331561120984	170.3120498091777	14.341711324430726
13.0	112.1792	0.3717465811530761	150.87470631906956	0.4144076246021062	173.1643085349156	15.887028413338385
14.0	62.41024	0.3032129075989789	107.73176015701435	0.35231636146845896	174.2394273760204	22.033089925370607
15.0	61.249919999999996	0.21987951807228914	109.5201395507811	0.32298433524131376	174.23226022172764	17.97018212296257
16.0	51.22688	0.14696313160987073	124.75691532144162	0.15284607851728094	166.35160290847304	13.827270029137884
17.0	122.28096	0.2217713479181369	297.03789225017135	0.06452596216133917	172.69465965688988	13.158409112317395
18.0	60.46720000000001	0.3693279544672733	96.05284628741913	0.4666178784553656	173.2013467940446	16.26488405959086
19.0	54.83584000000001	0.35886728599311424	103.26842321551183	0.30880102758983186	172.46399151691037	17.419239554252588
20.0	67.20064	0.37748418176589016	103.76283230194544	0.4571658050286202	176.79276257886397	20.514853633793134
21.0	45.982079999999996	0.3135068856579338	102.9971545989682	0.21885371229818448	154.00552563085446	16.059272824794295
22.0	63.47136	0.3180611145320197	106.06528498305357	0.3818459528870625	176.89325249849986	15.445671698811855
23.0	65.73184	0.3891749745175384	99.1114829736474	0.5019171428714424	176.9034720464238	14.702817853096633
24.0	64.59840000000001	0.3222269044381021	104.60108823693042	0.4123702135847601	176.1112795363353	17.575066581848176
25.0	65.45088000000001	0.34161422215096005	105.88475763699404	0.40811542826915204	176.8581164989684	17.474771761630972
26.0	30.679040000000004	0.3940970937641304	75.45144132331613	0.24781824877614614	167.77689002002668	14.189653654524752
27.0	16.244480000000006	0.20787878787878789	67.51904144535798	0.0969583456568306	151.10822630210384	15.17576701304322
28.0	22.65152	0.20011760648192647	108.39708870345966	0.04556110190022996	167.3870249773308	16.429069279832664
29.0	67.46816000000001	0.3114887305133024	106.88899946394379	0.4215519185835534	177.59861879759708	20.475085825727888
30.0	53.701119999999996	0.2623075865001063	96.14012550238432	0.3670329094171407	169.436251608905	15.170279782716415
31.0	70.39168000000002	0.32522827809713056	108.70936962555622	0.4362084779280911	179.3850000454599	19.372901222161268
32.0	70.62848000000002	0.23270285087719295	128.42649519170843	0.26634724027157275	166.14455634891556	18.181161405243614
33.0	65.89888	0.2364122698259632	202.10692627064685	0.059492860225780174	172.58455621704042	12.510550312287755
34.0	58.49536000000001	0.1381166962850131	138.4618005142143	0.14578246369821288	173.49048142730544	14.126648642264499
35.0	68.528	0.26790718389079043	120.0581164244695	0.3069120295376984	173.7401608841108	16.377673319704687
36.0	70.26111999999999	0.2879810920842777	121.17130619963233	0.31382182359001715	176.9575526265451	18.718213009687947
37.0	50.20352000000001	0.3153563503039269	92.54105547192958	0.3596808907766777	176.96463674260292	17.899194597707087
38.0	55.3376	0.3793655668655669	89.10580372424532	0.4895251819761312	171.89908055282487	16.833738312799326
39.0	68.9152	0.34342429229336496	106.99584860299223	0.4385121515261954	177.29583218798282	19.013697880506736
40.0	12.919039999999999	0.35619000564652736	49.33257183403589	0.15722137438514125	164.52972357079162	14.965018600818837
41.0	22.71808	0.2608539094650206	73.48128158968082	0.1471178792607616	170.89199883619438	12.690027905946788
42.0	62.535680000000006	0.4319717064544651	94.01446824115514	0.5322602637757423	175.6932311282135	20.1729614793462
